mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
26	26	51	51	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		3	69	A4	4	197
26	26	103/2	103/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		7	61	C#4	4	201
26	26	103/2	103/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		6	66	F#4	4	198
26	26	103/2	103/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		3	69	A4	4	198
26	26	207/4	207/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		-3	75	Eb5	5	199
27	27	52	52	0.5		0	0	2/4	1	1	1/8		1/8	1		6	66	F#4	4	202
27	27	52	52	0.5		0	0	2/4	1	1	1/8		1/8	1		3	69	A4	4	202
27	27	105/2	105/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		2	62	D4	4	208
27	27	105/2	105/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		6	66	F#4	4	203
27	27	105/2	105/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		3	69	A4	4	203
27	27	211/4	211/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	204
27	27	53	53	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		6	66	F#4	4	205
27	27	53	53	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		3	69	A4	4	205
27	27	107/2	107/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		9	63	D#4	4	209
27	27	107/2	107/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		6	66	F#4	4	206
27	27	107/2	107/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		3	69	A4	4	206
27	27	215/4	215/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		7	73	C#5	5	207
28	28	54	54	0.5		0	0	2/4	1	1	1/8		1/8	1		6	66	F#4	4	210
28	28	54	54	0.5		0	0	2/4	1	1	1/8		1/8	1		3	69	A4	4	210
28	28	109/2	109/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		3	57	A3	3	213
28	28	109/2	109/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		4	64	E4	4	213
28	28	109/2	109/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		6	66	F#4	4	211
28	28	109/2	109/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		0	72	C5	5	211
28	28	109/2	109/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	211
28	28	55	55	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		-1	53	F3	3	212
28	28	55	55	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		0	60	C4	4	212
28	28	55	55	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		4	64	E4	4	212
28	28	111/2	111/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		3	45	A2	2	214
28	28	111/2	111/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		4	52	E3	3	214
29	29	56	56	0.75		0	0	2/4	2	1	3/16		1/8	3/2		2	50	D3	3	220
29	29	56	56	0.5		0	0	2/4	1	1	1/8		1/8	1		0	60	C4	4	215
29	29	56	56	0.5		0	0	2/4	1	1	1/8		1/8	1		6	66	F#4	4	215
29	29	113/2	113/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		0	60	C4	4	216
29	29	113/2	113/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		6	66	F#4	4	216
29	29	227/4	227/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		2	38	D2	2	221
29	29	227/4	227/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	217
29	29	57	57	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		4	52	E3	3	222
29	29	57	57	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		0	60	C4	4	218
29	29	57	57	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		1	67	G4	4	218
29	29	231/4	231/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		2	38	D2	2	223
29	29	231/4	231/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	219
30	30	58	58	0.75		0	0	2/4	2	1	3/16		1/8	3/2		6	54	F#3	3	228
30	30	58	58	0.75		0	0	2/4	1	1	3/16		1/8	3/2		0	60	C4	4	224
30	30	58	58	0.75		0	0	2/4	1	1	3/16		1/8	3/2		3	69	A4	4	224
30	30	235/4	235/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		2	38	D2	2	229
30	30	235/4	235/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		0	72	C5	5	225
30	30	59	59	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		4	52	E3	3	230
30	30	59	59	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		0	60	C4	4	226
30	30	59	59	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		1	67	G4	4	226
30	30	239/4	239/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		2	38	D2	2	231
30	30	239/4	239/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	227
31	31	60	60	0.75		0	0	2/4	2	1	3/16		1/8	3/2		2	50	D3	3	238
31	31	60	60	0.5		0	0	2/4	1	1	1/8		1/8	1		0	60	C4	4	232
31	31	60	60	0.5		0	0	2/4	1	1	1/8		1/8	1		6	66	F#4	4	232
31	31	121/2	121/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		0	60	C4	4	233
31	31	121/2	121/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		6	66	F#4	4	233
31	31	243/4	243/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		2	38	D2	2	239
31	31	243/4	243/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	234
31	31	61	61	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		4	52	E3	3	240
31	31	61	61	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		0	60	C4	4	235
31	31	61	61	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		1	67	G4	4	235
31	31	123/2	123/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		0	60	C4	4	236
31	31	123/2	123/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		1	67	G4	4	236
31	31	247/4	247/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		2	38	D2	2	241
31	31	247/4	247/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	237
32	32	62	62	0.75		0	0	2/4	2	1	3/16		1/8	3/2		6	54	F#3	3	246
32	32	62	62	0.5		0	0	2/4	1	1	1/8		1/8	1		0	60	C4	4	242
32	32	62	62	0.5		0	0	2/4	1	1	1/8		1/8	1		3	69	A4	4	242
32	32	125/2	125/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		0	60	C4	4	243
32	32	125/2	125/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		3	69	A4	4	243
32	32	251/4	251/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		2	38	D2	2	247
32	32	251/4	251/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		0	72	C5	5	244
32	32	63	63	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		4	52	E3	3	248
32	32	63	63	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		0	60	C4	4	245
32	32	63	63	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		1	67	G4	4	245
32	32	255/4	255/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		2	38	D2	2	249
33	33	64	64	0.75		0	0	2/4	2	1	3/16		1/8	3/2		2	50	D3	3	256
33	33	64	64	0.25		0	0	2/4	1	1	1/16		1/16	1		0	60	C4	4	250
33	33	64	64	0.25		0	0	2/4	1	1	1/16		1/16	1		6	66	F#4	4	250
33	33	257/4	257/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		1	67	G4	4	251
33	33	129/2	129/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		0	60	C4	4	252
33	33	129/2	129/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		6	66	F#4	4	252
33	33	259/4	259/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		2	38	D2	2	257
33	33	259/4	259/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	253
33	33	65	65	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		4	52	E3	3	258
33	33	65	65	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		0	60	C4	4	254
33	33	65	65	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		1	67	G4	4	254
33	33	263/4	263/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		2	38	D2	2	259
33	33	263/4	263/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	255
34	34	66	66	0.75		0	0	2/4	2	1	3/16		1/8	3/2		6	54	F#3	3	266
34	34	66	66	0.25		0	0	2/4	1	1	1/16		1/16	1		0	60	C4	4	260
34	34	66	66	0.25		0	0	2/4	1	1	1/16		1/16	1		3	69	A4	4	260
34	34	265/4	265/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	261
34	34	133/2	133/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		0	60	C4	4	262
34	34	133/2	133/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		3	69	A4	4	262
34	34	267/4	267/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		2	38	D2	2	267
34	34	267/4	267/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		0	72	C5	5	263
34	34	67	67	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		4	52	E3	3	268
34	34	67	67	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		0	60	C4	4	264
34	34	67	67	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		1	67	G4	4	264
34	34	271/4	271/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		2	38	D2	2	269
34	34	271/4	271/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	265
35	35	68	68	0.75		0	0	2/4	2	1	3/16		1/8	3/2		2	50	D3	3	278
35	35	68	68	0.25		0	0	2/4	1	1	1/16		1/16	1		0	60	C4	4	270
35	35	68	68	0.25		0	0	2/4	1	1	1/16		1/16	1		6	66	F#4	4	270
35	35	273/4	273/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		1	67	G4	4	271
35	35	137/2	137/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		0	60	C4	4	272
35	35	137/2	137/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		6	66	F#4	4	272
35	35	275/4	275/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		2	38	D2	2	279
35	35	275/4	275/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	273
35	35	69	69	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		4	52	E3	3	280
35	35	69	69	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		0	60	C4	4	274
35	35	69	69	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		1	67	G4	4	274
35	35	277/4	277/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	275
35	35	139/2	139/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		0	60	C4	4	276
35	35	139/2	139/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		1	67	G4	4	276
35	35	279/4	279/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		2	38	D2	2	281
35	35	279/4	279/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	277
36	36	70	70	0.75		0	0	2/4	2	1	3/16		1/8	3/2		6	54	F#3	3	290
36	36	70	70	0.25		0	0	2/4	1	1	1/16		1/16	1		0	60	C4	4	282
36	36	70	70	0.25		0	0	2/4	1	1	1/16		1/16	1		3	69	A4	4	282
36	36	281/4	281/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	283
36	36	141/2	141/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		0	60	C4	4	284
36	36	141/2	141/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		3	69	A4	4	284
36	36	283/4	283/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		2	38	D2	2	291
36	36	283/4	283/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		0	72	C5	5	285
36	36	71	71	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		2	50	D3	3	292
36	36	71	71	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		0	60	C4	4	286
36	36	71	71	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		6	66	F#4	4	286
36	36	285/4	285/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		1	67	G4	4	287
36	36	143/2	143/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		0	60	C4	4	288
36	36	143/2	143/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		6	66	F#4	4	288
36	36	287/4	287/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		2	38	D2	2	293
36	36	287/4	287/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		0	72	C5	5	289
37	37	72	72	0.75		0	0	2/4	2	1	3/16		1/8	3/2		1	43	G2	2	299
37	37	72	72	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	65	F4	4	294
37	37	72	72	0.5		0	0	2/4	1	1	1/8		1/8	1		5	71	B4	4	294
37	37	145/2	145/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	295
37	37	145/2	145/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	295
37	37	291/4	291/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		1	31	G1	1	300
37	37	291/4	291/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	296
37	37	73	73	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		3	45	A2	2	301
37	37	73	73	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		-1	65	F4	4	297
37	37	73	73	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		0	72	C5	5	297
37	37	295/4	295/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		1	31	G1	1	302
37	37	295/4	295/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	76	E5	5	298
38	38	74	74	0.75		0	0	2/4	2	1	3/16		1/8	3/2		5	47	B2	2	307
38	38	74	74	0.75		0	0	2/4	1	1	3/16		1/8	3/2		-1	65	F4	4	303
38	38	74	74	0.75		0	0	2/4	1	1	3/16		1/8	3/2		2	74	D5	5	303
38	38	299/4	299/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		1	31	G1	1	308
38	38	299/4	299/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	304
38	38	75	75	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		3	45	A2	2	309
38	38	75	75	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		-1	65	F4	4	305
38	38	75	75	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		0	72	C5	5	305
38	38	303/4	303/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		1	31	G1	1	310
38	38	303/4	303/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	76	E5	5	306
39	39	76	76	0.75		0	0	2/4	2	1	3/16		1/8	3/2		1	43	G2	2	317
39	39	76	76	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	65	F4	4	311
39	39	76	76	0.5		0	0	2/4	1	1	1/8		1/8	1		5	71	B4	4	311
39	39	153/2	153/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	312
39	39	153/2	153/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	312
39	39	307/4	307/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		1	31	G1	1	318
39	39	307/4	307/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	313
39	39	77	77	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		3	45	A2	2	319
39	39	77	77	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		-1	65	F4	4	314
39	39	77	77	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		0	72	C5	5	314
39	39	155/2	155/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	315
39	39	155/2	155/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		0	72	C5	5	315
39	39	311/4	311/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		1	31	G1	1	320
39	39	311/4	311/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	76	E5	5	316
40	40	78	78	0.75		0	0	2/4	2	1	3/16		1/8	3/2		5	47	B2	2	325
40	40	78	78	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	65	F4	4	321
40	40	78	78	0.5		0	0	2/4	1	1	1/8		1/8	1		2	74	D5	5	321
40	40	157/2	157/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	322
40	40	157/2	157/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		2	74	D5	5	322
40	40	315/4	315/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		1	31	G1	1	326
40	40	315/4	315/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	323
40	40	79	79	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		3	45	A2	2	327
40	40	79	79	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		-1	65	F4	4	324
40	40	79	79	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		0	72	C5	5	324
40	40	319/4	319/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		1	31	G1	1	328
41	41	80	80	0.75		0	0	2/4	2	1	3/16		1/8	3/2		1	43	G2	2	335
41	41	80	80	0.25		0	0	2/4	1	1	1/16		1/16	1		-1	65	F4	4	329
41	41	80	80	0.25		0	0	2/4	1	1	1/16		1/16	1		5	71	B4	4	329
41	41	321/4	321/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		0	72	C5	5	330
41	41	161/2	161/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	331
41	41	161/2	161/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	331
41	41	323/4	323/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		1	31	G1	1	336
41	41	323/4	323/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	332
41	41	81	81	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		3	45	A2	2	337
41	41	81	81	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		-1	65	F4	4	333
41	41	81	81	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		0	72	C5	5	333
41	41	327/4	327/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		1	31	G1	1	338
41	41	327/4	327/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	76	E5	5	334
42	42	82	82	0.75		0	0	2/4	2	1	3/16		1/8	3/2		5	47	B2	2	345
42	42	82	82	0.25		0	0	2/4	1	1	1/16		1/16	1		-1	65	F4	4	339
42	42	82	82	0.25		0	0	2/4	1	1	1/16		1/16	1		2	74	D5	5	339
42	42	329/4	329/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		4	76	E5	5	340
42	42	165/2	165/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	341
42	42	165/2	165/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		2	74	D5	5	341
42	42	331/4	331/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		1	31	G1	1	346
42	42	331/4	331/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	342
42	42	83	83	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		3	45	A2	2	347
42	42	83	83	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		-1	65	F4	4	343
42	42	83	83	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		0	72	C5	5	343
42	42	335/4	335/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		1	31	G1	1	348
42	42	335/4	335/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	76	E5	5	344
43	43	84	84	0.75		0	0	2/4	2	1	3/16		1/8	3/2		1	43	G2	2	357
43	43	84	84	0.25		0	0	2/4	1	1	1/16		1/16	1		-1	65	F4	4	349
43	43	84	84	0.25		0	0	2/4	1	1	1/16		1/16	1		5	71	B4	4	349
43	43	337/4	337/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		0	72	C5	5	350
43	43	169/2	169/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	351
43	43	169/2	169/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	351
43	43	339/4	339/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		1	31	G1	1	358
43	43	339/4	339/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	352
43	43	85	85	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		3	45	A2	2	359
43	43	85	85	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		-1	65	F4	4	353
43	43	85	85	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		0	72	C5	5	353
43	43	341/4	341/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	354
43	43	171/2	171/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	355
43	43	171/2	171/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		0	72	C5	5	355
43	43	343/4	343/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		1	31	G1	1	360
43	43	343/4	343/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	76	E5	5	356
44	44	86	86	0.75		0	0	2/4	2	1	3/16		1/8	3/2		5	47	B2	2	369
44	44	86	86	0.25		0	0	2/4	1	1	1/16		1/16	1		-1	65	F4	4	361
44	44	86	86	0.25		0	0	2/4	1	1	1/16		1/16	1		2	74	D5	5	361
44	44	345/4	345/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		4	76	E5	5	362
44	44	173/2	173/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	363
44	44	173/2	173/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		2	74	D5	5	363
44	44	347/4	347/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		1	31	G1	1	370
44	44	347/4	347/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	364
44	44	87	87	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		3	45	A2	2	371
44	44	87	87	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		-1	65	F4	4	365
44	44	87	87	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		0	72	C5	5	365
44	44	349/4	349/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	366
44	44	175/2	175/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	367
44	44	175/2	175/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		0	72	C5	5	367
44	44	351/4	351/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1	1	1	31	G1	1	372
44	44	351/4	351/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	368
45	45	88	88	1.0		0	0	2/4	2	1	1/4		1/4	1	-1	1	31	G1	1	378
45	45	88	88	1.0		0	0	2/4	2	1	1/4		1/4	1		1	43	G2	2	378
45	45	88	88	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	65	F4	4	373
45	45	88	88	0.5		0	0	2/4	1	1	1/8		1/8	1		5	71	B4	4	373
45	45	177/2	177/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	374
45	45	177/2	177/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	374
45	45	355/4	355/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	375
45	45	89	89	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		1	79	G5	5	376
45	45	89	89	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		2	86	D6	6	376
45	45	179/2	179/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		1	67	G4	4	377
45	45	179/2	179/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		2	74	D5	5	377
46	46	90	90	0.5		0	0	2/4	1	1	1/8		1/8	1		2	74	D5	5	379
46	46	90	90	0.5		0	0	2/4	1	1	1/8		1/8	1		3	81	A5	5	379
46	46	181/2	181/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		2	62	D4	4	380
46	46	181/2	181/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		3	69	A4	4	380
46	46	91	91	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		1	67	G4	4	381
46	46	91	91	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		2	74	D5	5	381
46	46	183/2	183/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		1	55	G3	3	382
46	46	183/2	183/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		2	62	D4	4	382
47	47	92	92	1.0		0	0	2/4	2	1	1/4		1/4	1		1	31	G1	1	388
47	47	92	92	1.0		0	0	2/4	2	1	1/4		1/4	1		1	43	G2	2	388
47	47	92	92	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	65	F4	4	383
47	47	92	92	0.5		0	0	2/4	1	1	1/8		1/8	1		5	71	B4	4	383
47	47	185/2	185/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	65	F4	4	384
47	47	185/2	185/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	384
47	47	371/4	371/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	385
47	47	93	93	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		1	79	G5	5	386
47	47	93	93	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		2	86	D6	6	386
47	47	187/2	187/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		1	67	G4	4	387
47	47	187/2	187/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		2	74	D5	5	387
48	48	94	94	0.5		0	0	2/4	1	1	1/8		1/8	1		2	74	D5	5	389
48	48	94	94	0.5		0	0	2/4	1	1	1/8		1/8	1		3	81	A5	5	389
48	48	189/2	189/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		2	62	D4	4	390
48	48	189/2	189/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		3	69	A4	4	390
