mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	crescendo_hairpin
26	26	75	75	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	281									
26	26	76	76	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	282									
26	26	153/2	153/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	283									
26	26	155/2	155/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	284									
27	27	78	78	0.0	0	0	Dynamic	6/8	1	1	0					f								
27	27	78	78	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	285									
27	27	159/2	159/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	286		articAccentAbove							
27	27	78	78	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	287									
27	27	79	79	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	288									
27	27	159/2	159/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	289									
27	27	161/2	161/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	290									
27	27	78	78	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	291									
27	27	79	79	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	292									
27	27	159/2	159/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	293									
27	27	161/2	161/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	294									
28	28	81	81	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	295									
28	28	163/2	163/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	296									
28	28	82	82	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	297									
28	28	165/2	165/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	298									
28	28	83	83	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	299									
28	28	167/2	167/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	300									
28	28	81	81	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	301									
28	28	82	82	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	302									
28	28	165/2	165/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	303									
28	28	167/2	167/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	304									
28	28	81	81	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	305									
28	28	82	82	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	306									
28	28	165/2	165/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	307									
28	28	167/2	167/2	0.0	5/8	5/8	StaffText	6/8	2	1	0							"<font size=""11.2544""/><font face=""Plantin MT Std""/>piu"						
28	28	167/2	167/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	308									
29	29	84	84	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	309									
29	29	171/2	171/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	310		articAccentAbove							
29	29	84	84	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	311									
29	29	85	85	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	312									
29	29	171/2	171/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	313									
29	29	173/2	173/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	314									
29	29	84	84	0.0	0	0	Dynamic	6/8	2	1	0					f								
29	29	84	84	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	315									
29	29	85	85	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	316									
29	29	171/2	171/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	317									
29	29	173/2	173/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	318									
30	30	87	87	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	319									
30	30	177/2	177/2	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	320									
30	30	177/2	177/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	321									
30	30	89	89	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	322									
30	30	179/2	179/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	323									
30	30	87	87	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	324									
30	30	88	88	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	325									
30	30	177/2	177/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	326									
30	30	179/2	179/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	327									
30	30	87	87	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	328									
30	30	88	88	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	329									
30	30	177/2	177/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	330									
30	30	179/2	179/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	331									
31	31	90	90	0.0	0	0	Dynamic	6/8	1	1	0					ff								
31	31	90	90	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	332									
31	31	183/2	183/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	333		articAccentAbove							
31	31	90	90	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	334									
31	31	91	91	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	335									
31	31	183/2	183/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	336									
31	31	185/2	185/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	337									
31	31	90	90	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	338									
31	31	91	91	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	339									
31	31	183/2	183/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	340									
31	31	185/2	185/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	341									
32	32	93	93	0.0	0	0	Spanner	6/8	1	1	0													1
32	32	93	93	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	342									1
32	32	187/2	187/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	343									1
32	32	94	94	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	344									1
32	32	189/2	189/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	345									1
32	32	95	95	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	346									1
32	32	191/2	191/2	0.0	5/8	5/8	Spanner	6/8	1	1	0													
32	32	191/2	191/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	347									
32	32	93	93	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	348									
32	32	94	94	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	349									
32	32	189/2	189/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	350									
32	32	191/2	191/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	351									
32	32	93	93	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	352									
32	32	94	94	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	353									
32	32	189/2	189/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	354									
32	32	191/2	191/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	355									
33	33	96	96	0.0	0	0	Dynamic	6/8	1	1	0					other-dynamics								
33	33	96	96	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	356		articAccentAbove							
33	33	97	97	0.0	1/4	1/4	StaffText	6/8	1	1	0							dim. molto e meno mosso poco a poco						
33	33	97	97	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	357									
33	33	389/4	389/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	358									
33	33	195/2	195/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	359		articAccentAbove							
33	33	96	96	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	360									
33	33	97	97	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	361									
33	33	195/2	195/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	362									
33	33	197/2	197/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	363									
33	33	96	96	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	364		articAccentAbove							
33	33	97	97	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	365									
33	33	195/2	195/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	366									
33	33	197/2	197/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	367									
34	34	99	99	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	368									
34	34	100	100	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16	1/16	1	369									
34	34	100	100	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16	1/16	1	370									
34	34	100	100	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	371									
34	34	201/2	201/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	372									
34	34	101	101	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	373									
34	34	203/2	203/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	374									
34	34	99	99	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	375									
34	34	100	100	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	376									
34	34	201/2	201/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	377									
34	34	203/2	203/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	378									
34	34	99	99	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	379									
34	34	100	100	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	380									
34	34	201/2	201/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	381									
34	34	203/2	203/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	382									
35	35	102	102	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	383									
35	35	207/2	207/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	384		articAccentAbove							
35	35	102	102	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	385									
35	35	103	103	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	386									
35	35	207/2	207/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	387									
35	35	209/2	209/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	388									
35	35	102	102	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	389									
35	35	103	103	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	390									
35	35	207/2	207/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	391									
35	35	209/2	209/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	392									
36	36	105	105	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	393									
36	36	213/2	213/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	394									
36	36	107	107	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	395									
36	36	215/2	215/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	396									
36	36	105	105	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	397									
36	36	106	106	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	398									
36	36	213/2	213/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	399									
36	36	215/2	215/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	400									
36	36	105	105	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	401									
36	36	106	106	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	402									
36	36	213/2	213/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	403									
36	36	215/2	215/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	404									
37	37	108	108	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	405									
37	37	109	109	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	406									
37	37	437/4	437/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	407									
37	37	219/2	219/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	408		articAccentAbove							
37	37	108	108	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	409									
37	37	109	109	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	410									
37	37	219/2	219/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	411									
37	37	221/2	221/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	412									
37	37	108	108	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	413									
37	37	109	109	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	414									
37	37	219/2	219/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	415									
37	37	221/2	221/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	416									
38	38	111	111	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	417									
38	38	112	112	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16	1/16	1	418									
38	38	112	112	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16	1/16	1	419									
38	38	112	112	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	420									
38	38	225/2	225/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	421									
38	38	113	113	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	422									
38	38	227/2	227/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	423									
38	38	111	111	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	424									
38	38	112	112	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	425									
38	38	225/2	225/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	426									
38	38	227/2	227/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	427									
38	38	111	111	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	428									
38	38	112	112	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	429									
38	38	225/2	225/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	430									
38	38	227/2	227/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	431									
39	39	114	114	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	432									
39	39	231/2	231/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	433		articAccentAbove							
39	39	114	114	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	434									
39	39	115	115	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	435									
39	39	231/2	231/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	436									
39	39	233/2	233/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	437									
39	39	114	114	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	438									
39	39	115	115	0.0	1/4	1/4	StaffText	6/8	2	1	0							"<font size=""11.2544""/><font face=""Plantin MT Std""/>poco rit."						
39	39	115	115	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	439									
39	39	231/2	231/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	440									
39	39	233/2	233/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	441									
40	40	117	117	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	442									
40	40	117	117	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	443									
40	40	118	118	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	444									
40	40	237/2	237/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	445									
40	40	239/2	239/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	446									
40	40	117	117	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	447									
40	40	118	118	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	448									
40	40	237/2	237/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	449									
40	40	239/2	239/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	450									
41	41	120	120	0.0	0	0	StaffText	6/8	1	1	0							"<font size=""12.2776""/><font face=""Plantin MT Std""/><b>Tempo I</b>"						
41	41	120	120	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	451									
41	41	243/2	243/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	452									
41	41	120	120	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	453									
41	41	121	121	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	454									
41	41	243/2	243/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	455									
41	41	245/2	245/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	456									
41	41	120	120	0.0	0	0	Dynamic	6/8	2	1	0					p								
41	41	120	120	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	457									
41	41	121	121	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	458									
41	41	243/2	243/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	459									
41	41	245/2	245/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	460									
42	42	123	123	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	461									
42	42	249/2	249/2	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	462									
42	42	249/2	249/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	463									
42	42	125	125	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	464									
42	42	251/2	251/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	465									
42	42	123	123	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	466									
42	42	124	124	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	467									
42	42	249/2	249/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	468									
42	42	251/2	251/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	469									
42	42	123	123	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	470									
42	42	124	124	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	471									
42	42	249/2	249/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	472									
42	42	251/2	251/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	473									
43	43	126	126	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	474									
43	43	255/2	255/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	475		articAccentAbove							
43	43	126	126	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	476									
43	43	127	127	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	477									
43	43	255/2	255/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	478									
43	43	257/2	257/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	479									
43	43	126	126	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	480									
43	43	127	127	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	481									
43	43	255/2	255/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	482									
43	43	257/2	257/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	483									
44	44	129	129	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	484									
44	44	261/2	261/2	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	485									
44	44	261/2	261/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	486									
44	44	131	131	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	487									
44	44	263/2	263/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	488									
44	44	129	129	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	489									
44	44	130	130	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	490									
44	44	261/2	261/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	491									
44	44	263/2	263/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	492									
44	44	129	129	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	493									
44	44	130	130	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	494									
44	44	261/2	261/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	495									
44	44	263/2	263/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	496									
45	45	132	132	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	497									
45	45	267/2	267/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	498		articAccentAbove							
45	45	132	132	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	499									
45	45	133	133	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	500									
45	45	267/2	267/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	501									
45	45	269/2	269/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	502									
45	45	132	132	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	503									
45	45	133	133	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	504									
45	45	267/2	267/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	505									
45	45	269/2	269/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	506									
46	46	135	135	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	507									
46	46	273/2	273/2	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	508									
46	46	273/2	273/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	509									
46	46	137	137	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	510									
46	46	275/2	275/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	511									
46	46	135	135	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	512									
46	46	136	136	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	513									
46	46	273/2	273/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	514									
46	46	275/2	275/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	515									
46	46	135	135	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	516									
46	46	136	136	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	517									
46	46	273/2	273/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	518									
46	46	275/2	275/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	519									
47	47	138	138	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	520									
47	47	279/2	279/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	521		articAccentAbove							
47	47	138	138	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	522									
47	47	139	139	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	523									
47	47	279/2	279/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	524									
47	47	281/2	281/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	525									
47	47	138	138	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	526									
47	47	139	139	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	527									
47	47	279/2	279/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	528									
47	47	281/2	281/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	529									
48	48	141	141	0.0	0	0	Spanner	6/8	1	1	0													2
48	48	141	141	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	530									2
48	48	287/2	287/2	0.0	5/8	5/8	Spanner	6/8	1	1	0													
48	48	141	141	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	531									
48	48	142	142	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	532									
48	48	285/2	285/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	533									
48	48	287/2	287/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	534									
48	48	141	141	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	535									
48	48	142	142	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	536									
48	48	285/2	285/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	537									
48	48	287/2	287/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	538									
49	49	144	144	0.0	0	0	Dynamic	6/8	1	1	0					f								
49	49	144	144	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	539									
49	49	291/2	291/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	540		articAccentAbove							
49	49	144	144	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	541									
49	49	145	145	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	542									
49	49	291/2	291/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	543									
49	49	293/2	293/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	544									
49	49	144	144	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	545									
49	49	145	145	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	546									
49	49	291/2	291/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	547									
49	49	293/2	293/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	548									
50	50	147	147	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	549									
50	50	297/2	297/2	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	550									
50	50	297/2	297/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	551									
50	50	149	149	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	552									
50	50	299/2	299/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	553									
50	50	147	147	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	554									
50	50	148	148	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	555									
50	50	297/2	297/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	556									
50	50	299/2	299/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	557									
50	50	147	147	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	558									
50	50	148	148	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	559									
50	50	297/2	297/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	560									
50	50	299/2	299/2	0.0	5/8	5/8	StaffText	6/8	2	1	0							"<font size=""11.2544""/><font face=""Plantin MT Std""/>dim."						
50	50	299/2	299/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	561									
51	51	150	150	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	562									
