mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	227									32	19	19		
25	25	99	99	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	228									32	19	19		
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	229										19	19		
26	26	101	101	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	230		articAccentAbove											
26	26	102	102	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	231									33				
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	232													
26	26	102	102	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	233													
26	26	100	100	4.0	0	0	Chord	4/4	1	3	1		1	1	234													
27	27	104	104	0.0	0	0	Spanner	4/4	1	1	0																	2
27	27	104	104	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	235													2
27	27	104	104	0.0	0	0	Spanner	4/4	2	1	0																	
27	27	104	104	0.0	0	0	Spanner	4/4	2	1	0														20	20		
27	27	104	104	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	236									34	20	20		
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	237									34	20	20		
27	27	105	105	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	238									34	20	20		
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	239									34	20	20		
27	27	106	106	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	240									34	20	20		
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	241									34	20	20		
27	27	107	107	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	242									34	20	20		
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	243										20	20		
28	28	109	109	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	244		articAccentAbove											2
28	28	110	110	0.0	1/2	1/2	Spanner	4/4	1	1	0																	
28	28	110	110	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	245									35				
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	246									35				
28	28	111	111	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	247									35				
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	248													
28	28	110	110	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	249													
28	28	108	108	4.0	0	0	Chord	4/4	1	3	1		1	1	250													
29	29	112	112	0.6666666666666666	0	0	Chord	4/4	1	1	1/6		1/4	2/3	251									36				
29	29	338/3	338/3	0.6666666666666666	1/6	1/6	Chord	4/4	1	1	1/6		1/4	2/3	252									36				
29	29	340/3	340/3	0.6666666666666666	1/3	1/3	Chord	4/4	1	1	1/6		1/4	2/3	253									36				
29	29	114	114	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6		1/4	2/3	254									36				
29	29	344/3	344/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	1	1/6		1/4	2/3	255									36				
29	29	346/3	346/3	0.6666666666666666	5/6	5/6	Chord	4/4	1	1	1/6		1/4	2/3	256									36				
29	29	112	112	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	257													
29	29	114	114	0.6666666666666666	1/2	1/2	Chord	4/4	1	2	1/6		1/4	2/3	258													
29	29	344/3	344/3	1.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/3		1/2	2/3	259													
29	29	112	112	0.0	0	0	Spanner	4/4	2	1	0																	
29	29	225/2	225/2	0.0	1/8	1/8	Spanner	4/4	2	1	0														21	21		
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	260									37	21	21		
29	29	113	113	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	261									37	21	21		
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	262									37	21	21		
29	29	114	114	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	263									37	21	21		
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	264									37	21	21		
29	29	115	115	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	265									37	21	21		
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	266										21	21		
30	30	116	116	0.6666666666666666	0	0	Chord	4/4	1	1	1/6		1/4	2/3	267									36				
30	30	350/3	350/3	0.0	1/6	1/6	Spanner	4/4	1	1	0													36			3	
30	30	350/3	350/3	0.6666666666666666	1/6	1/6	Chord	4/4	1	1	1/6		1/4	2/3	268									36			3	
30	30	352/3	352/3	0.6666666666666666	1/3	1/3	Chord	4/4	1	1	1/6		1/4	2/3	269									36			3	
30	30	118	118	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6		1/4	2/3	270									36			3	
30	30	356/3	356/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	1	1/6		1/4	2/3	271									36			3	
30	30	358/3	358/3	0.6666666666666666	5/6	5/6	Chord	4/4	1	1	1/6		1/4	2/3	272									36			3	
30	30	116	116	4.0	0	0	Chord	4/4	1	2	1		1	1	273												3	
30	30	116	116	0.0	0	0	Spanner	4/4	2	1	0																	
30	30	233/2	233/2	0.0	1/8	1/8	Spanner	4/4	2	1	0														22	22		
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	274									38	22	22		
30	30	117	117	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	275									38	22	22		
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	276									38	22	22		
30	30	118	118	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	277									38	22	22		
30	30	237/2	237/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	278									38	22	22		
30	30	119	119	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	279									38	22	22		
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	280										22	22		
31	31	120	120	0.0	0	0	Dynamic	4/4	1	1	0					p								36				
31	31	120	120	0.0	0	0	Spanner	4/4	1	1	0													36				
31	31	120	120	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	281									36				
31	31	121	121	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	282													
31	31	120	120	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	283													
31	31	120	120	0.0	0	0	Spanner	4/4	2	1	0																	
31	31	120	120	0.0	0	0	Spanner	4/4	2	1	0														23	23		
31	31	120	120	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	284									39	23	23		
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	285									39	23	23		
31	31	121	121	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	286									39	23	23		
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	287									39	23	23		
31	31	122	122	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	288									39	23	23		
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	289										23	23		
31	31	123	123	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	290										23	23		
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	291										23	23		
32	32	126	126	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	292									40				
32	32	124	124	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	293													
32	32	125	125	3.0	1/4	1/4	Chord	4/4	1	2	3/4		1/2	3/2	294		articAccentBelow											
33	33	128	128	0.0	0	0	Chord	4/4	1	1	0	acciaccatura	1/8	1	295													
33	33	128	128	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	296									41				
33	33	130	130	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	297													
33	33	128	128	0.0	0	0	Spanner	4/4	2	1	0																	
33	33	257/2	257/2	0.0	1/8	1/8	Spanner	4/4	2	1	0														24	24		
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	298									42	24	24		
33	33	129	129	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	299									42	24	24		
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	300									42	24	24		
33	33	130	130	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	301									42	24	24		
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	302									42	24	24		
33	33	131	131	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	303									42	24	24		
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	304									42	24	24		
34	34	133	133	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	305									43				
34	34	134	134	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	306									43				
34	34	135	135	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	307									43				
34	34	133	133	3.0	1/4	1/4	Chord	4/4	1	2	3/4		1/2	3/2	308													
34	34	132	132	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	309										24	24		
34	34	133	133	3.0	1/4	1/4	Chord	4/4	2	1	3/4		1/2	3/2	310										24	24		
35	35	136	136	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	311									43				
35	35	137	137	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	312									43				
35	35	138	138	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	313													
35	35	136	136	4.0	0	0	Chord	4/4	1	2	1		1	1	314													
35	35	136	136	0.0	0	0	Spanner	4/4	2	1	0																	
35	35	273/2	273/2	0.0	1/8	1/8	Spanner	4/4	2	1	0														25	25		
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	315									44	25	25		
35	35	137	137	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	316									44	25	25		
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	317									44	25	25		
35	35	138	138	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	318									44	25	25		
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	319									44	25	25		
35	35	139	139	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	320									44	25	25		
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	321									44	25	25		
36	36	141	141	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	322									45				
36	36	142	142	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	323									45				
36	36	143	143	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	324									45				
36	36	141	141	3.0	1/4	1/4	Chord	4/4	1	2	3/4		1/2	3/2	325													
36	36	140	140	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>cresc. poco   e    stretto</i>"							25	25		
36	36	140	140	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	326										25	25		
36	36	141	141	0.0	1/4	1/4	Spanner	4/4	2	1	0																	
36	36	141	141	3.0	1/4	1/4	Chord	4/4	2	1	3/4		1/2	3/2	327													
37	37	144	144	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	328									45				
37	37	145	145	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	329									45				
37	37	146	146	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	330									45				
37	37	147	147	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	331									45				
37	37	144	144	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	332													
37	37	146	146	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	333													
37	37	289/2	289/2	0.0	1/8	1/8	Spanner	4/4	2	1	0														26	26		
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	334									46	26	26		
37	37	145	145	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	335									46	26	26		
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	336										26	26		
37	37	146	146	0.0	1/2	1/2	Spanner	4/4	2	1	0																	
37	37	293/2	293/2	0.0	5/8	5/8	Spanner	4/4	2	1	0														27	27		
37	37	293/2	293/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	337									47	27	27		
37	37	147	147	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	338									47	27	27		
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	339										27	27		
38	38	148	148	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	340									45				
38	38	149	149	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	341									45				
38	38	150	150	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	342									45				
38	38	151	151	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	343									45				
38	38	148	148	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	344													
38	38	150	150	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	345													
38	38	148	148	0.0	0	0	Spanner	4/4	2	1	0																	
38	38	297/2	297/2	0.0	1/8	1/8	Spanner	4/4	2	1	0														28	28		
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	346									48	28	28		
38	38	149	149	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	347									48	28	28		
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	348										28	28		
38	38	150	150	0.0	1/2	1/2	Spanner	4/4	2	1	0																	
38	38	301/2	301/2	0.0	5/8	5/8	Spanner	4/4	2	1	0														29	29		
38	38	301/2	301/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	349									49	29	29		
38	38	151	151	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	350									49	29	29		
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	351										29	29		
39	39	152	152	4.0	0	0	Chord	4/4	1	1	1		1	1	352													
39	39	152	152	0.0	0	0	Spanner	4/4	2	1	0																	
39	39	152	152	0.6666666666666666	0	0	Chord	4/4	2	1	1/6		1/4	2/3	353									50				
39	39	458/3	458/3	0.6666666666666666	1/6	1/6	Chord	4/4	2	1	1/6		1/4	2/3	354									50				
39	39	460/3	460/3	0.6666666666666666	1/3	1/3	Chord	4/4	2	1	1/6		1/4	2/3	355									50				
39	39	154	154	0.6666666666666666	1/2	1/2	Chord	4/4	2	1	1/6		1/4	2/3	356									50				
39	39	464/3	464/3	0.6666666666666666	2/3	2/3	Chord	4/4	2	1	1/6		1/4	2/3	357									50				
39	39	466/3	466/3	0.6666666666666666	5/6	5/6	Chord	4/4	2	1	1/6		1/4	2/3	358									50				
39	39	152	152	0.6666666666666666	0	0	Chord	4/4	2	2	1/6		1/4	2/3	359													
39	39	458/3	458/3	0.6666666666666666	1/6	1/6	Chord	4/4	2	2	1/6		1/4	2/3	360													
39	39	460/3	460/3	0.6666666666666666	1/3	1/3	Chord	4/4	2	2	1/6		1/4	2/3	361													
39	39	154	154	0.6666666666666666	1/2	1/2	Chord	4/4	2	2	1/6		1/4	2/3	362													
39	39	464/3	464/3	0.6666666666666666	2/3	2/3	Chord	4/4	2	2	1/6		1/4	2/3	363													
39	39	466/3	466/3	0.6666666666666666	5/6	5/6	Chord	4/4	2	2	1/6		1/4	2/3	364													
40	40	156	156	0.0	0	0	StaffText	4/4	1	1	0							rit.										
40	40	156	156	0.0	0	0	Spanner	4/4	1	1	0																4	
40	40	156	156	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	365												4	
40	40	158	158	1.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/3		1/2	2/3	366									51			4	
40	40	478/3	478/3	0.6666666666666666	5/6	5/6	Chord	4/4	1	1	1/6		1/4	2/3	367												4	
40	40	160	160	0.0	1	1	StaffText	4/4	1	1	0							"<font size=""10""/><font face=""Times New Roman""/><i>a tempo</i>"									4	
40	40	160	160	0.0	1	1	Spanner	4/4	1	1	0																4	
40	40	156	156	0.6666666666666666	0	0	Chord	4/4	2	1	1/6		1/4	2/3	368									50				
40	40	470/3	470/3	0.6666666666666666	1/6	1/6	Chord	4/4	2	1	1/6		1/4	2/3	369									50				
40	40	472/3	472/3	0.6666666666666666	1/3	1/3	Chord	4/4	2	1	1/6		1/4	2/3	370									50				
40	40	158	158	0.6666666666666666	1/2	1/2	Chord	4/4	2	1	1/6		1/4	2/3	371									50				
40	40	476/3	476/3	0.6666666666666666	2/3	2/3	Chord	4/4	2	1	1/6		1/4	2/3	372									50				
40	40	478/3	478/3	0.6666666666666666	5/6	5/6	Chord	4/4	2	1	1/6		1/4	2/3	373													
40	40	160	160	0.0	1	1	Spanner	4/4	2	1	0														30	30		
40	40	160	160	0.0	1	1	Spanner	4/4	2	1	0														30	30		
40	40	160	160	0.0	1	1	Spanner	4/4	2	1	0														30, 31	30, 31		
40	40	160	160	0.0	1	1	Spanner	4/4	2	1	0														30, 31	30, 31		
40	40	160	160	0.0	1	1	Spanner	4/4	2	1	0														30, 31, 32	30, 31, 32		
40	40	160	160	0.0	1	1	Spanner	4/4	2	1	0														30, 31, 32	30, 31, 32		
40	40	160	160	0.0	1	1	Spanner	4/4	2	1	0														30, 31, 32, 33	30, 31, 32, 33		
40	40	156	156	0.6666666666666666	0	0	Chord	4/4	2	2	1/6		1/4	2/3	374										30, 31, 32, 33	30, 31, 32, 33		
40	40	470/3	470/3	0.6666666666666666	1/6	1/6	Chord	4/4	2	2	1/6		1/4	2/3	375										30, 31, 32, 33	30, 31, 32, 33		
40	40	472/3	472/3	0.6666666666666666	1/3	1/3	Chord	4/4	2	2	1/6		1/4	2/3	376										30, 31, 32, 33	30, 31, 32, 33		
40	40	158	158	0.6666666666666666	1/2	1/2	Chord	4/4	2	2	1/6		1/4	2/3	377										30, 31, 32, 33	30, 31, 32, 33		
40	40	476/3	476/3	0.6666666666666666	2/3	2/3	Chord	4/4	2	2	1/6		1/4	2/3	378										30, 31, 32, 33	30, 31, 32, 33		
40	40	478/3	478/3	0.6666666666666666	5/6	5/6	Chord	4/4	2	2	1/6		1/4	2/3	379										30, 31, 32, 33	30, 31, 32, 33		
41	41	160	160	0.0	0	0	Spanner	4/4	1	1	0																	
41	41	160	160	0.0	0	0	Dynamic	4/4	2	1	0					p									33	33		
41	41	160	160	0.0	0	0	Spanner	4/4	2	1	0														33	33		
41	41	160	160	0.0	0	0	Spanner	4/4	2	1	0														33	33		
41	41	160	160	0.0	0	0	Spanner	4/4	2	1	0														33	33		
41	41	160	160	0.0	0	0	Spanner	4/4	2	1	0														33	33		
41	41	160	160	0.0	0	0	Spanner	4/4	2	1	0														33	33		
41	41	160	160	0.0	0	0	Spanner	4/4	2	1	0														33	33		
41	41	160	160	0.0	0	0	Spanner	4/4	2	1	0														33, 34	33, 34		
41	41	160	160	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	380									52	33, 34	33, 34		
41	41	321/2	321/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	381									52	33, 34	33, 34		
41	41	161	161	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	382									52	33, 34	33, 34		
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	383									52	33, 34	33, 34		
41	41	162	162	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	384									52	33, 34	33, 34		
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	385									52	33, 34	33, 34		
41	41	163	163	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	386									52	33, 34	33, 34		
41	41	327/2	327/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	387										33, 34	33, 34		
42	42	164	164	4.0	0	0	Chord	4/4	1	1	1		1	1	388													
42	42	165	165	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	389		articAccentAbove							53				
42	42	166	166	1.5	1/2	1/2	Chord	4/4	1	2	3/8		1/4	3/2	390									53				
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	391													
42	42	166	166	2.0	1/2	1/2	Chord	4/4	1	3	1/2		1/2	1	392													
43	43	168	168	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	393													
43	43	168	168	0.0	0	0	Spanner	4/4	2	1	0																	
43	43	168	168	0.0	0	0	Spanner	4/4	2	1	0														35	35		
43	43	168	168	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	394									54	35	35		
43	43	337/2	337/2	0.0	1/8	1/8	Spanner	4/4	2	1	0													54	35	35		3
43	43	337/2	337/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	395									54	35	35		3
43	43	169	169	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	396									54	35	35		3
43	43	339/2	339/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	397									54	35	35		3
43	43	170	170	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	398									54	35	35		3
43	43	341/2	341/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	399									54	35	35		3
43	43	171	171	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	400									54	35	35		3
43	43	343/2	343/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	401										35	35		3
44	44	173	173	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	402		articAccentAbove							55				
44	44	174	174	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	403									55				
44	44	349/2	349/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	404									55				
44	44	175	175	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	405									55				
44	44	351/2	351/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	406													
44	44	174	174	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	407													
44	44	172	172	4.0	0	0	Chord	4/4	1	3	1		1	1	408													
44	44	174	174	0.0	1/2	1/2	Spanner	4/4	2	1	0														35	35		
45	45	176	176	0.6666666666666666	0	0	Chord	4/4	1	1	1/6		1/4	2/3	409									56				
45	45	530/3	530/3	0.6666666666666666	1/6	1/6	Chord	4/4	1	1	1/6		1/4	2/3	410									56				
45	45	532/3	532/3	0.6666666666666666	1/3	1/3	Chord	4/4	1	1	1/6		1/4	2/3	411									56				
45	45	178	178	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	412									56				
45	45	179	179	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	413									56				
45	45	176	176	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	414													
45	45	178	178	0.6666666666666666	1/2	1/2	Chord	4/4	1	2	1/6		1/4	2/3	415													
45	45	536/3	536/3	1.3333333333333333	2/3	2/3	Chord	4/4	1	2	1/3		1/2	2/3	416													
45	45	536/3	536/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	3	1/6		1/4	2/3	417													
45	45	176	176	0.0	0	0	Spanner	4/4	2	1	0																	
45	45	353/2	353/2	0.0	1/8	1/8	Spanner	4/4	2	1	0														36	36		
45	45	353/2	353/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	418		articStaccatoBelow								36	36		
45	45	177	177	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	419										36	36		
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	420										36	36		
45	45	178	178	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	421										36	36		
45	45	357/2	357/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	422										36	36		
45	45	179	179	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	423										36	36		
45	45	359/2	359/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	424										36	36		
46	46	180	180	0.0	0	0	Spanner	4/4	1	1	0													56			5	
46	46	180	180	0.6666666666666666	0	0	Chord	4/4	1	1	1/6		1/4	2/3	425									56			5	
46	46	542/3	542/3	0.6666666666666666	1/6	1/6	Chord	4/4	1	1	1/6		1/4	2/3	426									56			5	
46	46	544/3	544/3	0.6666666666666666	1/3	1/3	Chord	4/4	1	1	1/6		1/4	2/3	427									56			5	
46	46	182	182	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6		1/4	2/3	428									56			5	
46	46	548/3	548/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	1	1/6		1/4	2/3	429									56			5	
46	46	550/3	550/3	0.6666666666666666	5/6	5/6	Chord	4/4	1	1	1/6		1/4	2/3	430									56			5	
46	46	180	180	4.0	0	0	Chord	4/4	1	2	1		1	1	431												5	
46	46	180	180	0.0	0	0	Spanner	4/4	2	1	0																	
46	46	361/2	361/2	0.0	1/8	1/8	Spanner	4/4	2	1	0														37	37		
46	46	361/2	361/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	432										37	37		
46	46	181	181	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	433										37	37		
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	434										37	37		
46	46	182	182	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	435										37	37		
46	46	365/2	365/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	436										37	37		
46	46	183	183	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	437										37	37		
46	46	367/2	367/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	438										37	37		
47	47	184	184	0.0	0	0	Dynamic	4/4	1	1	0					p								56				
47	47	184	184	0.0	0	0	Spanner	4/4	1	1	0													56				
47	47	184	184	4.0	0	0	Chord	4/4	1	1	1		1	1	439									56				
47	47	184	184	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	440													
47	47	185	185	2.0	1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	441													
47	47	184	184	0.0	0	0	Spanner	4/4	2	1	0																	
47	47	184	184	0.0	0	0	Spanner	4/4	2	1	0																6	
47	47	184	184	0.0	0	0	Spanner	4/4	2	1	0														38	38	6	
47	47	184	184	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	442									57	38	38	6	
47	47	369/2	369/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	443									57	38	38	6	
47	47	185	185	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	444									57	38	38	6	
47	47	371/2	371/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	445									57	38	38	6	
47	47	186	186	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	446									57	38	38	6	
