mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
76	72	216	216	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	733													
77	73	217	217	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	734									33				
77	73	871/4	871/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	735									33				
77	73	218	218	0.0	1/4	1/4	StaffText	3/4	1	1	0						(longa)										
77	73	218	218	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	736													
77	73	219	219	0.0	1/2	1/2	StaffText	3/4	1	1	0						"<font size=""12""/><font face=""Times New Roman""/><b>Molto vivo</b>"										
77	73	219	219	0.0	1/2	1/2	Dynamic	3/4	1	1	0				ff												
77	73	219	219	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	737									34				
77	73	879/4	879/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	738									34				
77	73	217	217	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	739													
77	73	219	219	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	740													
78	74	220	220	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	741									34				
78	74	883/4	883/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	742									34				
78	74	221	221	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	743													
78	74	222	222	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	744									35				
78	74	891/4	891/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	745									35				
78	74	220	220	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	746		articAccentBelow											
78	74	222	222	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	747													
79	75	223	223	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	748									35				
79	75	895/4	895/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	749									35				
79	75	224	224	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	750													
79	75	225	225	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	751		articAccentAbove							36				
79	75	676/3	676/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	752									36				
79	75	677/3	677/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	753									36				
79	75	225	225	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	754													
79	75	223	223	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	755		articAccentBelow											
79	75	225	225	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	756		articAccentBelow											
80	76	226	226	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	757									36				
80	76	679/3	679/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	758									36				
80	76	680/3	680/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	759									36				
80	76	227	227	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	760													
80	76	228	228	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	761		articAccentAbove							37				
80	76	685/3	685/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	762									37				
80	76	686/3	686/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	763									37				
80	76	226	226	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	764													
80	76	228	228	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	765													
80	76	226	226	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	766													
80	76	227	227	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	767													
80	76	228	228	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	768		articAccentBelow											
81	77	229	229	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	769									37				
81	77	688/3	688/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	770									37				
81	77	689/3	689/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	771									37				
81	77	230	230	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	772													
81	77	231	231	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	773		articAccentAbove							38				
81	77	927/4	927/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	774									38				
81	77	229	229	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	775													
81	77	229	229	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	776													
81	77	230	230	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	777													
81	77	231	231	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	778		articAccentBelow											
82	78	232	232	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	779									38				
82	78	234	234	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	780		articAccentAbove							39				
82	78	232	232	0.75	0	0	Chord	3/4	1	2	3/16	1/8	3/2	781													
82	78	931/4	931/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16	1/16	1	782													
82	78	233	233	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	783													
82	78	234	234	0.75	1/2	1/2	Chord	3/4	1	2	3/16	1/8	3/2	784													
82	78	939/4	939/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16	1/16	1	785													
82	78	232	232	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	786		articAccentBelow											
82	78	234	234	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	787		articAccentBelow											
83	79	235	235	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	788		articAccentAbove							39				
83	79	235	235	0.75	0	0	Chord	3/4	1	2	3/16	1/8	3/2	789													
83	79	943/4	943/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16	1/16	1	790													
83	79	236	236	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	791													
83	79	235	235	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	792		articAccentBelow											
83	79	237	237	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12	1/8	2/3	793									40				
83	79	712/3	712/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12	1/8	2/3	794									40				
83	79	713/3	713/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12	1/8	2/3	795													
83	79	237	237	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	796													
84	80	238	238	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	797									41				
84	80	953/4	953/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	798									41				
84	80	477/2	477/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	799									41				
84	80	955/4	955/4	0.0	3/16	3/16	Spanner	3/4	1	1	0												41	9			
84	80	955/4	955/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	800									41	9			
84	80	239	239	0.2	1/4	1/4	Chord	3/4	1	1	1/20	1/16	4/5	801									41	9			
84	80	1196/5	1196/5	0.2	3/10	3/10	Chord	3/4	1	1	1/20	1/16	4/5	802									41	9			
84	80	1197/5	1197/5	0.2	7/20	7/20	Chord	3/4	1	1	1/20	1/16	4/5	803									41	9			
84	80	1198/5	1198/5	0.2	2/5	2/5	Chord	3/4	1	1	1/20	1/16	4/5	804									41	9			
84	80	1199/5	1199/5	0.2	9/20	9/20	Chord	3/4	1	1	1/20	1/16	4/5	805										9			
84	80	240	240	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	806		articStaccatoAbove								9			
84	80	963/4	963/4	0.0	11/16	11/16	Dynamic	3/4	1	1	0				p												
84	80	963/4	963/4	0.0	11/16	11/16	Spanner	3/4	1	1	0																
84	80	963/4	963/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	807													
84	80	238	238	0.0	0	0	Spanner	3/4	2	1	0															14	14
84	80	238	238	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	808												14	14
84	80	240	240	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	809		articStaccatoAbove										14	14
84	80	481/2	481/2	0.0	5/8	5/8	Spanner	3/4	2	1	0																
85	81	241	241	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	810		ornamentShortTrill							42				
85	81	242	242	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	811													
85	81	243	243	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	812		articAccentBelow											
85	81	975/4	975/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	813													
85	81	241	241	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	814													
85	81	243	243	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	815													
85	81	241	241	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	816									43				
85	81	242	242	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	817													
86	82	244	244	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	818		articAccentBelow											
86	82	979/4	979/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	819													
86	82	245	245	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	820		articAccentBelow											
86	82	983/4	983/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	821													
86	82	246	246	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	822		articAccentBelow											
86	82	987/4	987/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	823													
86	82	244	244	0.0	0	0	Spanner	3/4	2	1	0														13		
86	82	244	244	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	824											13		
86	82	245	245	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	825											13		
86	82	246	246	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	826											13		
87	83	247	247	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	827		articAccentAbove							44				
87	83	991/4	991/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	828									44				
87	83	248	248	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	829		articStaccatoBelow											
87	83	249	249	0.0	1/2	1/2	Dynamic	3/4	1	1	0				p												
87	83	249	249	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	830		articAccentBelow											
87	83	999/4	999/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	831													
87	83	247	247	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	832													
87	83	247	247	0.0	0	0	Dynamic	3/4	2	1	0				f												
87	83	247	247	0.0	0	0	Spanner	3/4	2	1	0																
87	83	247	247	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	833													
87	83	249	249	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	834													
88	84	250	250	0.0	0	0	Spanner	3/4	1	1	0														14		
88	84	250	250	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	835		articAccentBelow									14		
88	84	1003/4	1003/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	836											14		
88	84	251	251	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	837		articAccentBelow									14		
88	84	1007/4	1007/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	838											14		
88	84	252	252	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	839		articAccentBelow									14		
88	84	1011/4	1011/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	840											14		
88	84	250	250	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	841													
88	84	251	251	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	842													
88	84	252	252	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	843													
89	85	253	253	0.0	0	0	Dynamic	3/4	1	1	0				f												
89	85	253	253	0.0	0	0	Spanner	3/4	1	1	0																
89	85	253	253	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	844		articAccentAbove							45				
89	85	1015/4	1015/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	845									45				
89	85	254	254	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	846		articStaccatoBelow											
89	85	255	255	0.0	1/2	1/2	Dynamic	3/4	1	1	0				p												
89	85	255	255	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	847		articAccentBelow											
89	85	1023/4	1023/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	848													
89	85	253	253	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	849													
89	85	253	253	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	850													
89	85	255	255	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	851													
90	86	256	256	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	852		articAccentBelow											
90	86	1027/4	1027/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	853													
90	86	257	257	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	854		articAccentBelow											
90	86	1031/4	1031/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	855													
90	86	258	258	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	856		articAccentBelow											
90	86	1035/4	1035/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	857													
90	86	256	256	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	858													
90	86	257	257	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	859													
90	86	258	258	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	860													
91	87	259	259	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""10""/><font face=""Times New Roman""/><i>molto cresc. e stretto</i>"										
91	87	259	259	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	861		articAccentBelow											
91	87	1039/4	1039/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	862													
91	87	260	260	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	863		articAccentBelow											
91	87	1043/4	1043/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	864													
91	87	261	261	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	865		articAccentBelow											
91	87	1047/4	1047/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	866													
91	87	259	259	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	867													
91	87	260	260	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	868													
91	87	261	261	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	869													
92	88	262	262	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	870		articAccentBelow											
92	88	1051/4	1051/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	871													
92	88	263	263	0.0	1/4	1/4	Dynamic	3/4	1	1	0				f												
92	88	263	263	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	872		articAccentBelow											
92	88	1055/4	1055/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	873													
92	88	264	264	0.0	1/2	1/2	Dynamic	3/4	1	1	0				fz												
92	88	264	264	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	874		articStaccatoAbove											
92	88	262	262	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	875													
92	88	263	263	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	876													
92	88	264	264	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	877		articStaccatoAbove											
93	89	265	265	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""12""/><font face=""Times New Roman""/><b>Più lento</b>"										
93	89	267	267	0.0	1/2	1/2	Dynamic	3/4	1	1	0				pp												
93	89	267	267	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	878									46				
93	89	1071/4	1071/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	879									46				
93	89	267	267	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	880		articStaccatoAbove											
94	90	268	268	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	881									46				
94	90	1075/4	1075/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	882									46				
94	90	269	269	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	883													
94	90	270	270	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	884									47				
94	90	1083/4	1083/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	885									47				
94	90	268	268	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	886													
94	90	270	270	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	887													
95	91	271	271	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	888									47				
95	91	1087/4	1087/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	889									47				
95	91	272	272	0.0	1/4	1/4	StaffText	3/4	1	1	0						(longa)										
95	91	272	272	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	890													
95	91	273	273	0.0	1/2	1/2	StaffText	3/4	1	1	0						"<font size=""11""/><font face=""Times New Roman""/><b>Molto vivo</b>"										
95	91	273	273	0.0	1/2	1/2	Dynamic	3/4	1	1	0				ff												
95	91	273	273	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	891									48				
95	91	1095/4	1095/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	892									48				
95	91	271	271	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	893													
95	91	273	273	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	894													
96	92	274	274	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	895									48				
96	92	1099/4	1099/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	896									48				
96	92	275	275	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	897													
96	92	276	276	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	898									49				
96	92	1107/4	1107/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	899									49				
96	92	274	274	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	900		articAccentBelow											
96	92	276	276	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	901													
97	93	277	277	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	902									49				
97	93	1111/4	1111/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	903									49				
97	93	278	278	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	904													
97	93	279	279	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	905		articAccentAbove							50				
97	93	838/3	838/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	906									50				
97	93	839/3	839/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	907									50				
97	93	279	279	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	908													
97	93	277	277	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	909		articAccentBelow											
97	93	279	279	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	910		articAccentBelow											
98	94	280	280	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	911									50				
98	94	841/3	841/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	912									50				
98	94	842/3	842/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	913									50				
98	94	281	281	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	914													
98	94	282	282	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	915		articAccentAbove							51				
98	94	847/3	847/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	916									51				
98	94	848/3	848/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	917									51				
98	94	280	280	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	918													
98	94	282	282	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	919													
98	94	280	280	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	920													
98	94	281	281	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	921													
98	94	282	282	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	922		articAccentBelow											
99	95	283	283	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	923									51				
99	95	850/3	850/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	924									51				
99	95	851/3	851/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	925									51				
99	95	284	284	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	926													
99	95	285	285	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	927		articAccentAbove							52				
99	95	1143/4	1143/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	928									52				
99	95	283	283	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	929													
99	95	283	283	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	930													
99	95	284	284	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	931													
99	95	285	285	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	932		articAccentBelow											
100	96	286	286	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	933		articAccentAbove							52				
100	96	288	288	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	934		articAccentAbove							53				
100	96	286	286	0.75	0	0	Chord	3/4	1	2	3/16	1/8	3/2	935													
100	96	1147/4	1147/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16	1/16	1	936													
100	96	287	287	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	937													
100	96	288	288	0.75	1/2	1/2	Chord	3/4	1	2	3/16	1/8	3/2	938													
100	96	1155/4	1155/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16	1/16	1	939													
100	96	286	286	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	940		articAccentBelow											
100	96	288	288	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	941		articAccentBelow											
101	97	289	289	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	942		articAccentAbove							53				
101	97	289	289	0.75	0	0	Chord	3/4	1	2	3/16	1/8	3/2	943													
101	97	1159/4	1159/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16	1/16	1	944													
101	97	290	290	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	945													
101	97	289	289	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	946		articAccentBelow											
101	97	291	291	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12	1/8	2/3	947									54				
101	97	874/3	874/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12	1/8	2/3	948									54				
101	97	875/3	875/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12	1/8	2/3	949													
101	97	291	291	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	950													
102	98	292	292	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	951									55				
102	98	1169/4	1169/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	952									55				
102	98	585/2	585/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	953									55				
102	98	1171/4	1171/4	0.0	3/16	3/16	Spanner	3/4	1	1	0												55	10			
102	98	1171/4	1171/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	954									55	10			
102	98	293	293	0.2	1/4	1/4	Chord	3/4	1	1	1/20	1/16	4/5	955									55	10			
102	98	1466/5	1466/5	0.2	3/10	3/10	Chord	3/4	1	1	1/20	1/16	4/5	956									55	10			
102	98	1467/5	1467/5	0.2	7/20	7/20	Chord	3/4	1	1	1/20	1/16	4/5	957									55	10			
102	98	1468/5	1468/5	0.2	2/5	2/5	Chord	3/4	1	1	1/20	1/16	4/5	958									55	10			
102	98	1469/5	1469/5	0.2	9/20	9/20	Chord	3/4	1	1	1/20	1/16	4/5	959									55	10			
102	98	294	294	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	960		articStaccatoAbove								10			
102	98	1179/4	1179/4	0.0	11/16	11/16	Dynamic	3/4	1	1	0				p												
102	98	1179/4	1179/4	0.0	11/16	11/16	Spanner	3/4	1	1	0																
102	98	1179/4	1179/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	961													
102	98	292	292	0.0	0	0	Spanner	3/4	2	1	0															15	15
102	98	292	292	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	962												15	15
102	98	294	294	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	963		articStaccatoAbove										15	15
102	98	589/2	589/2	0.0	5/8	5/8	Spanner	3/4	2	1	0																
103	99	295	295	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	964		ornamentShortTrill							56				
103	99	296	296	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	965													
103	99	295	295	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	966													
103	99	295	295	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	967									57				
103	99	296	296	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	968													
104	99	297	297	0.0	0	1/2	Dynamic	3/4	1	1	0				p												
104	99	297	297	0.75	0	1/2	Chord	3/4	1	1	3/16	1/8	3/2	969													
104	99	1191/4	1191/4	0.25	3/16	11/16	Chord	3/4	1	1	1/16	1/16	1	970													
105	100	298	298	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	971		articAccentBelow											
105	100	300	300	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	972													
105	100	1203/4	1203/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	973													
105	100	298	298	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	974		articAccentAbove											
105	100	299	299	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	975													
106	101	301	301	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	976		articAccentBelow											
106	101	303	303	0.0	1/2	1/2	Spanner	3/4	1	1	0														15		
106	101	303	303	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	977											15		
106	101	910/3	910/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	978											15		
106	101	911/3	911/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	979											15		
106	101	301	301	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	980		articAccentAbove											
106	101	302	302	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	981													
107	102	304	304	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	982											15		
