mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
23	23	367/8	367/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	247									27	9	9		
24	24	46	46	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	248		articTenutoAbove							26				
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	249													
24	24	185/4	185/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	250													
24	24	93/2	93/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	251													
24	24	187/4	187/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	252													
24	24	47	47	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	253													
24	24	189/4	189/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	254													
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	255													
24	24	46	46	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	256		articTenutoAbove							27	9	9		
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	257										9	9		
25	25	48	48	0.0	0	0	StaffText	2/4	1	1	0							più cresc.										
25	25	97/2	97/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	258		articTenutoAbove							28				
25	25	99/2	99/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	259									28				
25	25	399/8	399/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	260													
25	25	193/4	193/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	261													
25	25	97/2	97/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	262													
25	25	195/4	195/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	263													
25	25	49	49	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	264													
25	25	197/4	197/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	265													
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	266													
25	25	48	48	0.0	0	0	Spanner	2/4	2	1	0																	
25	25	48	48	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	267		articStaccatoBelow											
25	25	97/2	97/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	268		articTenutoAbove							29				
25	25	99/2	99/2	0.375	3/8	3/8	Chord	2/4	2	1	3/32		1/16	3/2	269									29				
25	25	399/8	399/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	270													
26	26	101/2	101/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	271		articTenutoAbove							30				
26	26	103/2	103/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	272									30				
26	26	415/8	415/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	273													
26	26	201/4	201/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	274													
26	26	101/2	101/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	275													
26	26	203/4	203/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	276													
26	26	51	51	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	277													
26	26	205/4	205/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	278													
26	26	207/4	207/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	279													
26	26	50	50	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	280		articStaccatoBelow											
26	26	101/2	101/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	281		articTenutoAbove							31				
26	26	103/2	103/2	0.375	3/8	3/8	Chord	2/4	2	1	3/32		1/16	3/2	282									31				
26	26	415/8	415/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	283													
27	27	209/4	209/4	0.0	1/16	1/16	StaffText	2/4	1	1	0							ritardando										
27	27	105/2	105/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	284		articTenutoAbove							32				
27	27	107/2	107/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	285									32				
27	27	431/8	431/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	286													
27	27	209/4	209/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	287													
27	27	105/2	105/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	288													
27	27	211/4	211/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	289													
27	27	53	53	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	290													
27	27	213/4	213/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	291													
27	27	215/4	215/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	292													
27	27	52	52	0.0	0	0	Dynamic	2/4	2	1	0					f												
27	27	52	52	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	293													
27	27	105/2	105/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	294		articTenutoAbove							33				
27	27	107/2	107/2	0.375	3/8	3/8	Chord	2/4	2	1	3/32		1/16	3/2	295									33				
27	27	431/8	431/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	296													
28	28	109/2	109/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	297		articTenutoAbove							34				
28	28	111/2	111/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	298		articTenutoAbove											
28	28	217/4	217/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	299													
28	28	109/2	109/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	300													
28	28	219/4	219/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	301													
28	28	55	55	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	302													
28	28	221/4	221/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	303													
28	28	223/4	223/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	304													
28	28	54	54	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	305													
28	28	109/2	109/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	306													
28	28	111/2	111/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	307													
28	28	111/2	111/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	308													
28	28	223/4	223/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	309													
29	29	56	56	0.0	0	0	Dynamic	2/4	1	1	0					p												
29	29	56	56	0.0	0	0	StaffText	2/4	1	1	0							Tempo 1										
29	29	56	56	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	310		articTenutoAbove							35				
29	29	113/2	113/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	311									35				
29	29	227/4	227/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	312									35				
29	29	57	57	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	313													
29	29	56	56	0.125	0	0	Chord	2/4	1	2	1/32		1/32	1	314													
29	29	449/8	449/8	0.25	1/32	1/32	Chord	2/4	1	2	1/16		1/16	1	315													
29	29	451/8	451/8	0.25	3/32	3/32	Chord	2/4	1	2	1/16		1/16	1	316													
29	29	453/8	453/8	0.25	5/32	5/32	Chord	2/4	1	2	1/16		1/16	1	317													
29	29	455/8	455/8	0.125	7/32	7/32	Chord	2/4	1	2	1/32		1/32	1	318													
29	29	457/8	457/8	0.25	9/32	9/32	Chord	2/4	1	2	1/16		1/16	1	319													
29	29	459/8	459/8	0.25	11/32	11/32	Chord	2/4	1	2	1/16		1/16	1	320													
29	29	461/8	461/8	0.25	13/32	13/32	Chord	2/4	1	2	1/16		1/16	1	321													
29	29	463/8	463/8	0.125	15/32	15/32	Chord	2/4	1	2	1/32		1/32	1	322													
29	29	56	56	0.0	0	0	Spanner	2/4	2	1	0														10	10		
29	29	56	56	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	323										10	10		
29	29	57	57	0.0	1/4	1/4	Spanner	2/4	2	1	0																	
29	29	57	57	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	324									36				
29	29	115/2	115/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	325									36				
29	29	231/4	231/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	326													
29	29	57	57	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	327													
30	30	58	58	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	328		articTenutoAbove							37				
30	30	233/4	233/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	329		articTenutoAbove							37				
30	30	117/2	117/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	330		articTenutoAbove							37				
30	30	235/4	235/4	0.0	3/16	3/16	Chord	2/4	1	1	0	grace16	1/16	1	331									37				
30	30	235/4	235/4	0.0	3/16	3/16	Chord	2/4	1	1	0	grace16	1/16	1	332									37				
30	30	235/4	235/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	333		articTenutoAbove							37				
30	30	59	59	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	334		articTenutoAbove											
30	30	465/8	465/8	0.25	1/32	1/32	Chord	2/4	1	2	1/16		1/16	1	335													
30	30	467/8	467/8	0.25	3/32	3/32	Chord	2/4	1	2	1/16		1/16	1	336													
30	30	469/8	469/8	0.25	5/32	5/32	Chord	2/4	1	2	1/16		1/16	1	337													
30	30	471/8	471/8	0.125	7/32	7/32	Chord	2/4	1	2	1/32		1/32	1	338													
30	30	473/8	473/8	0.25	9/32	9/32	Chord	2/4	1	2	1/16		1/16	1	339													
30	30	475/8	475/8	0.25	11/32	11/32	Chord	2/4	1	2	1/16		1/16	1	340													
30	30	477/8	477/8	0.25	13/32	13/32	Chord	2/4	1	2	1/16		1/16	1	341													
30	30	479/8	479/8	0.125	15/32	15/32	Chord	2/4	1	2	1/32		1/32	1	342													
30	30	58	58	0.0	0	0	Spanner	2/4	2	1	0														11	11		
30	30	58	58	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	343										11	11		
30	30	117/2	117/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	344										11	11		
30	30	59	59	0.0	1/4	1/4	Spanner	2/4	2	1	0																	
30	30	59	59	0.0	1/4	1/4	Spanner	2/4	2	1	0																	3
30	30	59	59	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	345		articTenutoAbove							38				3
30	30	237/4	237/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	346		articTenutoAbove							38				3
30	30	119/2	119/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	347		articTenutoAbove							38				3
30	30	239/4	239/4	0.0	7/16	7/16	Chord	2/4	2	1	0	grace16	1/16	1	348													3
30	30	239/4	239/4	0.0	7/16	7/16	Chord	2/4	2	1	0	grace16	1/16	1	349													3
30	30	239/4	239/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	350		articTenutoAbove											3
30	30	58	58	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	351													3
30	30	59	59	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	352													3
31	31	60	60	0.0	0	0	Spanner	2/4	1	1	0																3	
31	31	60	60	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	353		articTenutoAbove							39			3	
31	31	121/2	121/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	354									39			3	
31	31	243/4	243/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	355									39			3	
31	31	61	61	0.0	1/4	1/4	Spanner	2/4	1	1	0													39				
31	31	61	61	0.0	1/4	1/4	Spanner	2/4	1	1	0													39				4
31	31	61	61	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	356									39				4
31	31	245/4	245/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	357													4
31	31	123/2	123/2	0.0	3/8	3/8	Spanner	2/4	1	1	0																	
31	31	123/2	123/2	0.0	3/8	3/8	Spanner	2/4	1	1	0																4	
31	31	123/2	123/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	358									40			4	
31	31	247/4	247/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	359												4	
31	31	481/8	481/8	0.25	1/32	1/32	Chord	2/4	1	2	1/16		1/16	1	360												4	
31	31	483/8	483/8	0.25	3/32	3/32	Chord	2/4	1	2	1/16		1/16	1	361												4	
31	31	485/8	485/8	0.25	5/32	5/32	Chord	2/4	1	2	1/16		1/16	1	362												4	
31	31	487/8	487/8	0.125	7/32	7/32	Chord	2/4	1	2	1/32		1/32	1	363												4	
31	31	489/8	489/8	0.25	9/32	9/32	Chord	2/4	1	2	1/16		1/16	1	364												4	
31	31	491/8	491/8	0.125	11/32	11/32	Chord	2/4	1	2	1/32		1/32	1	365												4	
31	31	493/8	493/8	0.25	13/32	13/32	Chord	2/4	1	2	1/16		1/16	1	366												4	
31	31	495/8	495/8	0.125	15/32	15/32	Chord	2/4	1	2	1/32		1/32	1	367												4	
31	31	60	60	0.0	0	0	Spanner	2/4	2	1	0																	
31	31	60	60	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	368		articTenutoAbove											
31	31	121/2	121/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	369													
31	31	243/4	243/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	370													
31	31	61	61	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	371													
31	31	245/4	245/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	372													
31	31	123/2	123/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	373													
31	31	247/4	247/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	374													
31	31	60	60	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	375													
31	31	61	61	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	376													
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	377													
32	32	62	62	0.0	0	0	Spanner	2/4	1	1	0																	
32	32	125/2	125/2	0.0	1/8	1/8	StaffText	2/4	1	1	0							dolce										
32	32	125/2	125/2	0.0	1/8	1/8	Spanner	2/4	1	1	0																5	
32	32	125/2	125/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	378									41			5	
32	32	127/2	127/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	379												5	
32	32	125/2	125/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	380												5	
32	32	125/2	125/2	0.0	1/8	1/8	Spanner	2/4	2	1	0														12	12		
32	32	125/2	125/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	381									42	12	12		
32	32	127/2	127/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	382										12	12		
32	32	125/2	125/2	1.5	1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	383										12	12		
33	33	64	64	0.0	0	0	Dynamic	2/4	1	1	0					p												
33	33	64	64	0.0	0	0	StaffText	2/4	1	1	0							più p e tranquillo										
33	33	64	64	0.0	0	0	Spanner	2/4	1	1	0																	
33	33	64	64	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	384		articTenutoAbove							43				
33	33	129/2	129/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	385									43				
33	33	259/4	259/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	386													
33	33	65	65	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	387													
33	33	64	64	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	388													
33	33	65	65	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	389		articTenutoBelow							44				
33	33	131/2	131/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	390									44				
33	33	263/4	263/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	391													
33	33	64	64	0.0	0	0	Spanner	2/4	2	1	0																	
33	33	64	64	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	392									45				
33	33	65	65	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	393													
34	34	66	66	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	394		articTenutoAbove							46				
34	34	265/4	265/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	395									46				
34	34	133/2	133/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	396									46				
34	34	267/4	267/4	0.0	3/16	3/16	Chord	2/4	1	1	0	grace16	1/16	1	397													
34	34	267/4	267/4	0.0	3/16	3/16	Chord	2/4	1	1	0	grace16	1/16	1	398													
34	34	267/4	267/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	399													
34	34	67	67	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	400													
34	34	66	66	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	401													
34	34	67	67	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	402		articTenutoBelow							47				
34	34	269/4	269/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	403									47				
34	34	135/2	135/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	404									47				
34	34	271/4	271/4	0.0	7/16	7/16	Chord	2/4	1	2	0	grace16	1/16	1	405													
34	34	271/4	271/4	0.0	7/16	7/16	Chord	2/4	1	2	0	grace16	1/16	1	406													
34	34	271/4	271/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	407													
34	34	66	66	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	408									48				
34	34	67	67	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	409													
35	35	68	68	0.0	0	0	StaffText	2/4	1	1	0							ritardando										
35	35	68	68	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	410		articTenutoAbove							49				
35	35	137/2	137/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	411		articTenutoAbove							49				
35	35	275/4	275/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	412		articTenutoAbove											
35	35	69	69	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	413		articTenutoAbove							50				
35	35	277/4	277/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	414		articTenutoAbove							50				
35	35	139/2	139/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	415		articTenutoAbove							50				
35	35	279/4	279/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	416		articTenutoAbove											
35	35	273/4	273/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	417													
35	35	137/2	137/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	418													
35	35	69	69	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	419													
35	35	277/4	277/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	420													
35	35	139/2	139/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	421													
35	35	279/4	279/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	422													
35	35	273/4	273/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	423									51				
35	35	137/2	137/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	424									51				
35	35	275/4	275/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	425									51				
35	35	69	69	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	426									51				
35	35	139/2	139/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	427									51				
35	35	279/4	279/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	428													
36	36	70	70	0.0	0	0	Dynamic	2/4	1	1	0					pp												
36	36	70	70	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	429		articTenutoAbove							52				
36	36	71	71	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	430		articTenutoAbove											
36	36	70	70	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	431													
36	36	141/2	141/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	432													
36	36	71	71	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	433													
36	36	70	70	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	434									53				
36	36	71	71	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	435													
