mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
46	46	135	135	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	262					42				
46	46	135	135	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	263					42				
46	46	271/2	271/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	264		articStaccatoBelow							
46	46	136	136	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	265		articAccentBelow							
47	47	139	139	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	266									
47	47	140	140	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	267									
47	47	138	138	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	268					43				
47	47	139	139	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	269					43				
47	47	279/2	279/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	270					43				
47	47	140	140	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	271					43				
47	47	281/2	281/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	272					43				
48	48	142	142	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	273									
48	48	143	143	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	274									
48	48	141	141	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	275					43				
48	48	141	141	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	276					43				
48	48	283/2	283/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	277		articStaccatoBelow							
48	48	142	142	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	278		articAccentBelow							
49	49	145	145	0.0	1/4	1/4	Spanner	3/4	1	1	0											3		
49	49	145	145	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	279							3		
49	49	146	146	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	280							3		
49	49	144	144	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	281					44				
49	49	146	146	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	282					44				
49	49	293/2	293/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	283					44				
50	50	148	148	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	284							3		
50	50	149	149	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	285							3		
50	50	147	147	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	286					44				
50	50	295/2	295/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	287		articStaccatoBelow							
50	50	148	148	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	288		articAccentBelow							
51	51	150	150	0.0	0	0	SystemText	3/4	1	1	0								ritard.			3		
51	51	151	151	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	289							3		
51	51	152	152	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	290							3		
51	51	150	150	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	291					45				
51	51	301/2	301/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	292		articStaccatoBelow							
51	51	151	151	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	293		articAccentBelow							
52	52	153	153	0.0	0	0	Dynamic	3/4	1	1	0					f								
52	52	153	153	0.0	0	0	Spanner	3/4	1	1	0													
52	52	154	154	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	294									
52	52	155	155	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	295									
52	52	153	153	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	296					46				
52	52	307/2	307/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	297		articStaccatoBelow							
52	52	154	154	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	298		articAccentBelow							
53	53	156	156	0.0	0	0	Dynamic	3/4	2	1	0					pp								
53	53	156	156	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	299					47				
53	53	157	157	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	300									
53	53	158	158	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	301									
54	54	159	159	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	302					48				
54	54	160	160	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	303									
54	54	161	161	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	304									
55	55	162	162	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	305		articTenutoBelow							
55	55	163	163	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	306		articStaccatoBelow							
55	55	327/2	327/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	307		articStaccatoBelow							
55	55	164	164	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	308		articStaccatoBelow							
55	55	162	162	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	309					49				
55	55	163	163	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	310									
55	55	164	164	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	311									
56	56	165	165	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	312		articTenutoBelow							
56	56	166	166	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	313		articStaccatoBelow							
56	56	333/2	333/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	314		articStaccatoBelow							
56	56	167	167	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	315		articStaccatoBelow							
56	56	165	165	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	316					50				
56	56	166	166	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	317									
56	56	167	167	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	318									
57	57	168	168	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	319									
57	57	168	168	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	320		articStaccatoBelow							
57	57	169	169	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	321		articTenutoBelow							
57	57	168	168	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	322					51				
57	57	169	169	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	323									
57	57	170	170	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	324									
58	58	171	171	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	325									
58	58	171	171	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	326					52				
58	58	172	172	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	327									
58	58	173	173	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	328									
59	59	349/2	349/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	329		articStaccatoBelow							
59	59	175	175	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	330		articStaccatoBelow							
59	59	351/2	351/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	331		articStaccatoBelow							
59	59	176	176	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	332					53				
59	59	353/2	353/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	333									
59	59	174	174	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	334					54				
59	59	175	175	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	335									
59	59	176	176	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	336									
60	60	355/2	355/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	337		articStaccatoBelow							
60	60	178	178	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	338		articStaccatoBelow							
60	60	357/2	357/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	339		articStaccatoBelow							
60	60	179	179	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	340					55				
60	60	359/2	359/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	341									
60	60	177	177	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	342					56				
60	60	178	178	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	343									
60	60	179	179	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	344									
61	61	180	180	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	345									
61	61	180	180	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	346		articStaccatoBelow							
61	61	181	181	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	347		articTenutoBelow							
61	61	180	180	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	348					57				
61	61	181	181	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	349									
61	61	182	182	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	350									
62	62	183	183	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	351									
62	62	183	183	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	352					58				
62	62	184	184	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	353									
62	62	185	185	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	354									
63	63	186	186	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	355		articStaccatoAbove							
63	63	187	187	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	356		articStaccatoAbove							
63	63	188	188	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	357		articStaccatoAbove							
63	63	186	186	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	358		articStaccatoAbove							
63	63	187	187	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	359		articStaccatoAbove							
63	63	188	188	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	360		articStaccatoAbove							
64	64	189	189	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	361		articAccentAbove							
64	64	568/3	568/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	362									
64	64	569/3	569/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	363									
64	64	190	190	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	364									
64	64	189	189	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	365									
64	64	189	189	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	366									
65	65	192	192	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	367		articStaccatoBelow							
65	65	193	193	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	368		articStaccatoBelow							
65	65	194	194	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	369		articStaccatoBelow							
65	65	192	192	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	370		articStaccatoAbove							
65	65	193	193	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	371		articStaccatoAbove							
65	65	194	194	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	372		articStaccatoAbove							
66	66	195	195	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	373		articAccentAbove							
66	66	586/3	586/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	374									
66	66	587/3	587/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	375									
66	66	196	196	0.0	1/4	1/4	Spanner	3/4	1	1	0											4		
66	66	196	196	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	376							4		
66	66	195	195	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	377							4		
66	66	195	195	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	378									
67	67	198	198	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	379		articAccentAbove					4		
67	67	595/3	595/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	380							4		
67	67	596/3	596/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	381							4		
67	67	199	199	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	382							4		
67	67	198	198	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	383							4		
67	67	198	198	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	384									
68	68	201	201	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	385		articAccentAbove					4		
68	68	201	201	0.3333333333333333	0	0	Chord	3/4	1	2	1/12		1/8	2/3	386							4		
68	68	604/3	604/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	2	1/12		1/8	2/3	387							4		
68	68	605/3	605/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	2	1/12		1/8	2/3	388							4		
68	68	202	202	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	389							4		
68	68	201	201	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	390									
69	69	204	204	0.0	0	0	Dynamic	3/4	1	1	0					f								
69	69	204	204	0.0	0	0	Spanner	3/4	1	1	0													
69	69	204	204	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	391									
69	69	205	205	0.0	1/4	1/4	SystemText	3/4	1	1	0								ritard.					
69	69	205	205	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	392									
69	69	411/2	411/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	393									
69	69	206	206	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	394		articStaccatoBelow							
69	69	204	204	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	395									
69	69	205	205	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	396									
69	69	411/2	411/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	397									
69	69	206	206	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	398		articStaccatoAbove							
70	70	207	207	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	399		articStaccatoBelow							
70	70	208	208	0.0	1/4	1/4	Dynamic	3/4	1	1	0					p								
70	70	208	208	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	400									
70	70	207	207	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	401		articStaccatoAbove							
70	70	208	208	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	402									
71	71	210	210	0.0	0	0	Dynamic	3/4	1	1	0					p								
71	71	210	210	0.0	0	0	StaffText	3/4	1	1	0							dolce						
71	71	210	210	0.0	0	0	StaffText	3/4	1	1	0							Coda						
71	71	210	210	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	403					59				
71	71	212	212	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	404					59				
71	71	425/2	425/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	405					59				
71	71	210	210	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	406									
71	71	210	210	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	407									
72	72	213	213	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	408					59				
72	72	213	213	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	409					59				
72	72	427/2	427/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	410					59				
72	72	214	214	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	411									
72	72	213	213	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	412									
72	72	213	213	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	413									
73	73	216	216	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	414					60				
73	73	217	217	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	415					60				
73	73	435/2	435/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	416					60				
73	73	218	218	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	417					60				
73	73	437/2	437/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	418					60				
73	73	216	216	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	419									
73	73	216	216	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	420									
74	74	219	219	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	421					60				
74	74	219	219	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	422					60				
74	74	439/2	439/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	423					60				
74	74	220	220	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	424									
74	74	219	219	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	425									
74	74	219	219	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	426									
75	75	222	222	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	427									
75	75	222	222	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	428		articStaccatoAbove							
75	75	223	223	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	429									
75	75	222	222	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	430									
75	75	222	222	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	431									
76	76	225	225	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	432									
76	76	225	225	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	433									
76	76	225	225	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	434									
77	77	228	228	0.0	0	0	Dynamic	3/4	1	1	0					pp								
77	77	228	228	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	435									
77	77	228	228	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	436		articStaccatoAbove							
77	77	229	229	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	437									
77	77	228	228	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	438									
77	77	228	228	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	439					61				
78	78	231	231	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	440									
78	78	231	231	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	441									
78	78	231	231	0.0	0	0	StaffText	3/4	2	1	0							a  b		61				
78	78	231	231	0.0	0	0	Spanner	3/4	2	1	0									61			0	0
78	78	231	231	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	442					61			0	0
79	79	234	234	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	443		articStaccatoBelow						0	0
79	79	237	237	0.0	3/4	3/4	Spanner	3/4	2	1	0													
