mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
59	56	167	339/2	0.5		3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	501								
59	56	335/2	170	0.5		1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	502								
59	56	168	341/2	0.5		5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	503								
59	56	331/2	168	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	504								
60	57	171	347/2	0.0		5/8	5/8	StaffText	6/8	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>cantabile</i>"					
60	57	171	347/2	0.0		5/8	5/8	Dynamic	6/8	1	1	0					p							
60	57	171	347/2	0.0		5/8	5/8	Spanner	6/8	1	1	0												16
60	57	171	347/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	505				67				16
61	58	343/2	174	0.0		0	0	Spanner	6/8	1	1	0								67				
61	58	343/2	174	0.0		0	0	Spanner	6/8	1	1	0								67			10	
61	58	343/2	174	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	506				67			10	
61	58	345/2	175	0.0		1/4	1/4	Spanner	6/8	1	1	0								67				
61	58	345/2	175	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	507				67				
61	58	173	351/2	0.0		3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	508				67				
61	58	173	351/2	0.0		3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	509				67				
61	58	173	351/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	510				67				
61	58	174	353/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	511				67				
61	58	343/2	174	3.0		0	0	Chord	6/8	1	2	3/4		1/2	3/2	512								
61	58	343/2	174	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	513								
62	59	349/2	177	3.0		0	0	Chord	6/8	1	1	3/4		1/2	3/2	514		articAccentBelow						
62	59	349/2	177	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	515								
62	59	176	357/2	0.0		3/8	3/8	Dynamic	6/8	2	1	0					pp							
62	59	176	357/2	0.0		3/8	3/8	Spanner	6/8	2	1	0									0	0		
62	59	176	357/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	516					0	0		
63	60	355/2	180	3.0		0	0	Chord	6/8	1	1	3/4		1/2	3/2	517								
63	60	355/2	180	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	518					0	0		
64	61	361/2	183	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	519								
64	61	361/2	183	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	520					0	0		
64	61	183	371/2	0.0		5/8	5/8	Spanner	6/8	2	1	0												
