mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
35	35	411/4	411/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	266				36				
35	35	103	103	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	267				36				
35	35	104	104	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	268				36				
35	35	313/3	313/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	269				36				
35	35	314/3	314/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	270								
35	35	102	102	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	271								
35	35	102	102	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	272		articStaccatoBelow						
35	35	103	103	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	273		articStaccatoAbove						
36	36	105	105	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	274		articAccentAbove						
36	36	423/4	423/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	275				37				
36	36	106	106	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	276				37				
36	36	107	107	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	277				37				
36	36	322/3	322/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	278				37				
36	36	323/3	323/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	279								
36	36	105	105	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	280								
36	36	105	105	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	281		articStaccatoBelow						
36	36	106	106	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	282		articStaccatoAbove						
37	37	108	108	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	283		articAccentAbove						
37	37	435/4	435/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	284				38				
37	37	109	109	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	285				38				
37	37	110	110	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	286				38				
37	37	331/3	331/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	287				38				
37	37	332/3	332/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	288								
37	37	108	108	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	289								
37	37	108	108	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	290		articStaccatoBelow						
37	37	109	109	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	291		articStaccatoAbove						
38	38	111	111	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	292		articAccentAbove						
38	38	447/4	447/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	293				39				
38	38	112	112	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	294		articStaccatoAbove						
38	38	111	111	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	295								
38	38	111	111	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	296		articStaccatoBelow						
38	38	112	112	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	297		articStaccatoAbove						
39	39	114	114	0.0	0	0	Dynamic	3/4	1	1	0					p							
39	39	114	114	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	298				40				
39	39	115	115	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	299				40				
39	39	116	116	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	300				40				
39	39	233/2	233/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	301				40				
39	39	114	114	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	302								
39	39	114	114	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	303				41				
40	40	117	117	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	304				40				
40	40	235/2	235/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	305				40				
40	40	118	118	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	306				40				
40	40	119	119	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	307				40				
40	40	358/3	358/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	308				40				
40	40	359/3	359/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	309				40				
40	40	117	117	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	310								
40	40	119	119	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	311								
40	40	117	117	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	312				41				
40	40	119	119	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	313				41				
41	41	120	120	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	314				40				
41	41	241/2	241/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	315				40				
41	41	121	121	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	316								
41	41	120	120	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	317								
41	41	120	120	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	318				41				
41	41	122	122	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	319								
42	42	123	123	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	320				42				
42	42	124	124	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	321				42				
42	42	125	125	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	322				42				
42	42	251/2	251/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	323				42				
42	42	123	123	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	324								
42	42	123	123	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	325				43				
43	43	126	126	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	326				42				
43	43	253/2	253/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	327				42				
43	43	127	127	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	328				42				
43	43	128	128	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	329				42				
43	43	385/3	385/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	330				42				
43	43	386/3	386/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	331				42				
43	43	126	126	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	332								
43	43	128	128	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	333								
43	43	126	126	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	334				43				
43	43	128	128	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	335				43				
44	44	129	129	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	336				42				
44	44	259/2	259/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	337				42				
44	44	130	130	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	338								
44	44	129	129	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	339								
44	44	129	129	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	340				43				
44	44	131	131	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	341								
45	45	132	132	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	342				44				
45	45	133	133	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	343				44				
45	45	134	134	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	344				44				
45	45	269/2	269/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	345				44				
45	45	132	132	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	346								
45	45	132	132	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	347				45				
45	45	133	133	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	348				45				
45	45	134	134	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	349				45				
45	45	132	132	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	350								
45	45	133	133	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	351								
46	46	135	135	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	352				44				
46	46	271/2	271/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	353				44				
46	46	136	136	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	354				44				
46	46	137	137	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	355				44				
46	46	412/3	412/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	356				44				
46	46	413/3	413/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	357				44				
46	46	135	135	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	358								
46	46	137	137	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	359								
46	46	135	135	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	360				45				
46	46	137	137	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	361				45				
46	46	135	135	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	362								
47	47	138	138	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	363				44				
47	47	277/2	277/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	364				44				
47	47	139	139	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	365								
47	47	138	138	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	366								
47	47	138	138	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	367				45				
47	47	140	140	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	368								
48	48	141	141	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	369				46				
48	48	142	142	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	370				46				
48	48	143	143	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	371				46				
48	48	287/2	287/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	372				46				
48	48	141	141	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	373								
48	48	141	141	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	374				47				
48	48	142	142	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	375				47				
48	48	143	143	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	376				47				
48	48	142	142	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	377								
49	49	144	144	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	378				46				
49	49	289/2	289/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	379				46				
49	49	145	145	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	380				46				
49	49	146	146	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	381				46				
49	49	439/3	439/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	382				46				
49	49	440/3	440/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	383				46				
49	49	144	144	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	384								
49	49	146	146	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	385								
49	49	144	144	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	386				47				
49	49	146	146	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	387				47				
49	49	144	144	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	388								
50	50	147	147	0.0	0	0	Spanner	3/4	1	1	0								46				1
50	50	147	147	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	389				46				1
50	50	295/2	295/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	390				46				1
50	50	148	148	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	391								1
50	50	147	147	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	392								1
50	50	147	147	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	393				47				
50	50	147	147	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	394								
50	50	149	149	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	395								
51	51	150	150	0.0	0	0	Dynamic	3/4	1	1	0					pp							
51	51	150	150	0.0	0	0	Spanner	3/4	1	1	0												
51	51	150	150	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	396		articAccentAbove		48				
51	51	151	151	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	397								
51	51	152	152	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	398				49				
51	51	305/2	305/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	399								
51	51	150	150	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	400								
51	51	152	152	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	401								
51	51	150	150	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	402		articAccentBelow						
51	51	152	152	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	403								
52	52	153	153	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	404		articAccentAbove		50				
52	52	307/2	307/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	405								
52	52	154	154	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	406								
52	52	153	153	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	407								
52	52	154	154	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	408								
52	52	153	153	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	409		articAccentBelow						
52	52	155	155	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	410								
53	53	156	156	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	411				51				
53	53	469/3	469/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	412				51				
53	53	470/3	470/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	413				51				
53	53	157	157	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	414				51				
53	53	472/3	472/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	415				51				
53	53	473/3	473/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	416				51				
53	53	158	158	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	417				51				
53	53	475/3	475/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	418				51				
53	53	476/3	476/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	419								
53	53	156	156	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	420								
53	53	158	158	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	421								
53	53	156	156	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	422		articAccentBelow						
53	53	158	158	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	423								
54	54	159	159	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	424		articAccentAbove		52				
54	54	319/2	319/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	425								
54	54	160	160	0.0	1/4	1/4	StaffText	3/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>cresc.</i>"					
54	54	160	160	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	426								
54	54	159	159	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	427								
54	54	160	160	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	428								
54	54	159	159	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	429		articAccentBelow						
54	54	161	161	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	430								
55	55	162	162	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	431		articAccentAbove		53				
55	55	163	163	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	432								
55	55	164	164	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	433				54				
55	55	329/2	329/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	434								
55	55	162	162	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	435								
55	55	164	164	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	436								
55	55	162	162	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	437		articAccentAbove						
55	55	164	164	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	438								
56	56	165	165	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	439		articAccentAbove		55				
56	56	331/2	331/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	440								
56	56	166	166	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	441								
56	56	165	165	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	442								
56	56	166	166	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	443								
56	56	165	165	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	444		articAccentBelow						
56	56	167	167	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	445								
57	57	168	168	0.0	0	0	Spanner	3/4	1	1	0											1	
57	57	168	168	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	446				56			1	
57	57	505/3	505/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	447				56			1	
57	57	506/3	506/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	448				56			1	
57	57	169	169	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	449				56			1	
57	57	508/3	508/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	450				56			1	
57	57	509/3	509/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	451				56			1	
57	57	170	170	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	452				56			1	
57	57	511/3	511/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	453				56			1	
57	57	512/3	512/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	454							1	
57	57	168	168	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	455							1	
57	57	170	170	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	456							1	
57	57	168	168	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	457		articAccentAbove						
57	57	170	170	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	458								
58	58	171	171	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	459		articAccentAbove		57			1	
58	58	343/2	343/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	460							1	
58	58	172	172	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	461							1	
58	58	171	171	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	462							1	
58	58	172	172	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	463							1	
58	58	171	171	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	464		articAccentBelow						
58	58	173	173	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	465								
59	59	174	174	0.0	0	0	Dynamic	3/4	1	1	0					ff							
59	59	174	174	0.0	0	0	Spanner	3/4	1	1	0												
59	59	174	174	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	466		articAccentAbove		58				
59	59	175	175	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	467								
59	59	176	176	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	468				59				
59	59	353/2	353/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	469								
59	59	174	174	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	470								
59	59	174	174	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	471		articStaccatoBelow						
59	59	175	175	0.0	1/4	1/4	Chord	3/4	2	1	0	acciaccatura	1/8	1	472								
59	59	175	175	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	473		articStaccatoAbove						
60	60	177	177	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	474		articAccentAbove		60				
60	60	178	178	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	475								
60	60	179	179	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	476				61				
60	60	359/2	359/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	477								
60	60	177	177	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	478								
60	60	177	177	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	479		articStaccatoBelow						
60	60	178	178	0.0	1/4	1/4	Chord	3/4	2	1	0	acciaccatura	1/8	1	480								
60	60	178	178	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	481		articStaccatoAbove						
61	61	180	180	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	482		articAccentAbove		62				
61	61	181	181	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	483								
61	61	182	182	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	484				63				
61	61	365/2	365/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	485								
61	61	180	180	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	486								
61	61	180	180	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	487		articStaccatoBelow						
61	61	181	181	0.0	1/4	1/4	Chord	3/4	2	1	0	acciaccatura	1/8	1	488								
61	61	181	181	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	489		articStaccatoAbove						
62	62	183	183	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	490		articAccentAbove		64				
62	62	367/2	367/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	491				64				
62	62	184	184	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	492				64				
62	62	369/2	369/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	493								
62	62	185	185	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	494		articStaccatoAbove						
62	62	183	183	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	495								
62	62	183	183	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	496		articStaccatoBelow						
62	62	184	184	0.0	1/4	1/4	Chord	3/4	2	1	0	acciaccatura	1/8	1	497								
62	62	184	184	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	498		articStaccatoAbove						
63	63	186	186	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	499		articAccentAbove						
63	63	747/4	747/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	500				65				
63	63	187	187	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	501				65				
63	63	188	188	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	502				65				
63	63	565/3	565/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	503				65				
63	63	566/3	566/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	504								
63	63	186	186	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	505								
63	63	186	186	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	506		articStaccatoBelow						
63	63	187	187	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	507		articAccentStaccatoAbove						
64	64	189	189	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	508		articAccentAbove						
64	64	759/4	759/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	509				66				
64	64	190	190	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	510				66				
64	64	191	191	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	511				66				
64	64	574/3	574/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	512				66				
64	64	575/3	575/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	513								
64	64	189	189	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	514								
64	64	189	189	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	515		articStaccatoBelow						
64	64	190	190	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	516		articAccentStaccatoAbove						
65	65	192	192	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	517		articAccentAbove						
65	65	771/4	771/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	518				67				
65	65	193	193	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	519				67				
65	65	194	194	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	520				67				
65	65	583/3	583/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	521				67				
65	65	584/3	584/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	522								
65	65	192	192	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	523								
65	65	192	192	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	524		articStaccatoBelow						
65	65	193	193	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	525		articAccentStaccatoAbove						
66	66	195	195	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	526		articAccentAbove						
66	66	783/4	783/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	527				68				
66	66	196	196	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	528								
66	66	195	195	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	529								
66	66	195	195	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	530		articStaccatoBelow						
66	66	196	196	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	531		articAccentStaccatoAbove						
67	67	198	198	0.0	0	0	StaffText	3/4	2	1	0							"<font size=""8""/><font face=""Times New Roman""/><i>dim.</i>"					
67	67	198	198	0.0	0	0	Spanner	3/4	2	1	0									4	4		
67	67	198	198	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	532		articAccentBelow			4	4		
67	67	200	200	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	533		articStaccatoBelow			4	4		
68	68	201	201	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	534		articAccentBelow		69				
68	68	202	202	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	535								
68	68	203	203	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	536				70				
68	68	407/2	407/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	537								
69	69	204	204	0.0	0	0	Dynamic	3/4	2	1	0					p							
69	69	204	204	0.0	0	0	Spanner	3/4	2	1	0												
69	69	204	204	0.0	0	0	Spanner	3/4	2	1	0									5	5		
