mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va	decrescendo_hairpin	crescendo_hairpin	crescendo_line
28	28	165/2	165/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	265										
29	29	169/2	169/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	266				15						
29	29	339/4	339/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	267				15						
29	29	85	85	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	268		articStaccatoAbove								
29	29	86	86	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	269				16						
29	29	345/4	345/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	270				16						
29	29	173/2	173/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	271		articStaccatoAbove								
29	29	84	84	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	272		articStaccatoAbove								
29	29	171/2	171/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	273		articStaccatoBelow								
30	30	175/2	175/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	274				17						
30	30	351/4	351/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	275				17						
30	30	88	88	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	276		articStaccatoAbove								
30	30	89	89	0.0	1/2	1/2	StaffText	6/8	1	1	0							"<i><font size=""8""/><font face=""Times New Roman""/>dimin. sempre</i>"							
30	30	89	89	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	277				18						
30	30	357/4	357/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	278				18						
30	30	179/2	179/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	279		articStaccatoAbove								
30	30	87	87	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	280		articStaccatoAbove								
30	30	177/2	177/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	281		articStaccatoBelow								
31	31	181/2	181/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	282				19						
31	31	363/4	363/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	283				19						
31	31	91	91	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	284		articStaccatoAbove								
31	31	92	92	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	285				20						
31	31	369/4	369/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	286				20						
31	31	185/2	185/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	287		articStaccatoAbove								
31	31	90	90	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	288		articStaccatoAbove								
31	31	183/2	183/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	289		articStaccatoBelow								
32	32	187/2	187/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	290				21						
32	32	375/4	375/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	291				21						
32	32	94	94	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	292		articStaccatoAbove								
32	32	95	95	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	293				22						
32	32	381/4	381/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	294				22						
32	32	191/2	191/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	295		articStaccatoAbove								
32	32	93	93	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	296		articStaccatoAbove								
32	32	189/2	189/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	297		articStaccatoBelow								
33	33	193/2	193/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	298										
33	33	387/4	387/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	299				23						
33	33	97	97	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	300		articStaccatoAbove								
33	33	98	98	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	301				24						
33	33	393/4	393/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	302				24						
33	33	197/2	197/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	303		articStaccatoAbove								
33	33	96	96	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	304		articStaccatoAbove								
33	33	195/2	195/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	305		articStaccatoBelow								
34	34	199/2	199/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	306				25						
34	34	399/4	399/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	307				25						
34	34	100	100	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	308		articStaccatoAbove								
34	34	101	101	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	309				26						
34	34	405/4	405/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	310				26						
34	34	203/2	203/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	311		articStaccatoAbove								
34	34	99	99	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	312		articStaccatoBelow								
34	34	201/2	201/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	313		articStaccatoBelow								
35	35	205/2	205/2	0.0	1/8	1/8	Dynamic	6/8	1	1	0					ppp									
35	35	205/2	205/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	314		articStaccatoAbove		27						
35	35	411/4	411/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	315				27						
35	35	103	103	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	316		articStaccatoAbove								
35	35	102	102	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	317		articStaccatoAbove								
35	35	207/2	207/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	318		articStaccatoBelow								
36	36	105	105	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	319		articStaccatoAbove								
36	36	213/2	213/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	320		articStaccatoBelow								
37	37	217/2	217/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	321				28						
37	37	435/4	435/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	322				28						
37	37	109	109	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	323		articStaccatoBelow								
37	37	108	108	0.0	0	0	StaffText	6/8	2	1	0							sempre							
37	37	108	108	0.0	0	0	Spanner	6/8	2	1	0									5	5				
37	37	108	108	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	324		articStaccatoBelow			5	5				
37	37	219/2	219/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	325		articStaccatoBelow			5	5				
38	38	111	111	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	326		articStaccatoBelow			5	5				
38	38	225/2	225/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	327		articStaccatoBelow			5	5				
39	39	114	114	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	328		articStaccatoBelow								
39	39	231/2	231/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	329		articStaccatoAbove			5	5				
40	40	117	117	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	330		articStaccatoAbove								
40	40	118	118	0.0	1/4	1/4	StaffText	6/8	1	1	0							sempre							
40	40	119	119	0.0	1/2	1/2	Dynamic	6/8	1	1	0					ppp									
40	40	119	119	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	331				29						
40	40	239/2	239/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	332				29						
40	40	237/2	237/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	333		articStaccatoAbove			5	5				
41	41	120	120	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	334				29						
41	41	241/2	241/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	335				29						
41	41	121	121	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	336		articAccentAbove		29						
41	41	243/2	243/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	337				29						
41	41	122	122	0.0	1/2	1/2	Chord	6/8	1	1	0	grace16	1/16	1	338				29						
41	41	122	122	0.0	1/2	1/2	Chord	6/8	1	1	0	grace16	1/16	1	339				29						
41	41	122	122	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	340				29						
41	41	245/2	245/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	341				29						
41	41	120	120	0.0	0	0	Spanner	6/8	2	1	0														
41	41	120	120	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	342		articStaccatoAbove								
41	41	243/2	243/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	343		articStaccatoAbove								
42	42	123	123	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	344		articStaccatoAbove								
42	42	124	124	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	345		articAccentAbove		30						
42	42	249/2	249/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	346				30						
42	42	125	125	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	347				30						
42	42	251/2	251/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	348				30						
42	42	123	123	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	349		articStaccatoAbove								
42	42	249/2	249/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	350		articStaccatoAbove								
43	43	126	126	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	351				30						
43	43	253/2	253/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	352				30						
43	43	127	127	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	353		articAccentAbove		30						
43	43	255/2	255/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	354				30						
43	43	128	128	0.0	1/2	1/2	Chord	6/8	1	1	0	grace16	1/16	1	355				30						
43	43	128	128	0.0	1/2	1/2	Chord	6/8	1	1	0	grace16	1/16	1	356				30						
43	43	128	128	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	357				30						
43	43	257/2	257/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	358				30						
43	43	126	126	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	359		articStaccatoAbove								
43	43	255/2	255/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	360		articStaccatoAbove								
44	44	129	129	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	361		articStaccatoAbove								
44	44	130	130	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	362		articAccentAbove								
44	44	261/2	261/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	363										
44	44	129	129	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	364		articStaccatoAbove								
44	44	261/2	261/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	365										
44	44	131	131	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	366										
44	44	263/2	263/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	367										
45	45	132	132	0.0	0	0	Spanner	6/8	1	1	0											0			
45	45	132	132	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	368							0			
45	45	267/2	267/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	369							0			
45	45	132	132	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	370										
45	45	265/2	265/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	371										
45	45	133	133	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	372		articAccentAbove								
45	45	267/2	267/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	373										
45	45	134	134	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	374										
45	45	134	134	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	375										
45	45	134	134	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	376										
45	45	269/2	269/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	377										
46	46	135	135	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	378							0			
46	46	273/2	273/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	379							0			
46	46	135	135	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	380		articStaccatoAbove								
46	46	136	136	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	381										
46	46	273/2	273/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	382										
46	46	137	137	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	383										
46	46	275/2	275/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	384										
47	47	138	138	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	385							0			
47	47	279/2	279/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	386							0			
47	47	138	138	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	387										
47	47	277/2	277/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	388										
47	47	139	139	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	389		articAccentAbove								
47	47	279/2	279/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	390										
47	47	140	140	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	391										
47	47	140	140	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	392										
47	47	140	140	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	393										
47	47	281/2	281/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	394										
48	48	141	141	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	395							0			
48	48	285/2	285/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	396							0			
48	48	141	141	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	397		articStaccatoAbove								
48	48	142	142	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	398		articAccentAbove								
48	48	285/2	285/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	399										
48	48	143	143	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	400										
48	48	287/2	287/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	401										
49	49	144	144	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	402							0			
49	49	291/2	291/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	403							0			
49	49	144	144	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	404										
49	49	289/2	289/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	405										
49	49	145	145	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	406		articAccentAbove								
49	49	291/2	291/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	407										
49	49	146	146	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	408										
49	49	146	146	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	409										
49	49	146	146	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	410										
49	49	293/2	293/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	411										
50	50	147	147	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	412							0			
50	50	297/2	297/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	413							0			
50	50	147	147	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	414										
50	50	295/2	295/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	415										
50	50	148	148	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	416		articAccentAbove								
50	50	297/2	297/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	417										
50	50	149	149	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	418										
50	50	149	149	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	419										
50	50	149	149	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	420										
50	50	299/2	299/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	421										
51	51	150	150	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	422							0			
51	51	303/2	303/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	423							0			
51	51	150	150	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	424										
51	51	301/2	301/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	425										
51	51	151	151	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	426		articAccentAbove								
51	51	303/2	303/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	427										
51	51	152	152	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	428										
51	51	152	152	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	429										
51	51	152	152	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	430										
51	51	305/2	305/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	431										
52	52	153	153	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	432							0			
52	52	309/2	309/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	433							0			
52	52	153	153	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	434		articStaccatoAbove								
52	52	154	154	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	435		articAccentAbove								
52	52	309/2	309/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	436										
52	52	155	155	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	437										
52	52	311/2	311/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	438										
53	53	156	156	0.0	0	0	Spanner	6/8	1	1	0														
53	53	156	156	0.0	0	0	Spanner	6/8	1	1	0														0
53	53	156	156	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	439										0
53	53	315/2	315/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	440										0
53	53	156	156	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	441										
53	53	313/2	313/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	442										
53	53	157	157	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	443		articAccentAbove								
53	53	315/2	315/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	444										
53	53	158	158	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	445										
53	53	158	158	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	446										
53	53	158	158	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	447										
53	53	317/2	317/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	448										
54	54	159	159	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	449										0
54	54	321/2	321/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	450										0
54	54	159	159	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	451		articStaccatoAbove								
54	54	160	160	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	452		articAccentAbove								
54	54	321/2	321/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	453										
54	54	161	161	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	454										
54	54	323/2	323/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	455										
55	55	162	162	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	456										0
55	55	327/2	327/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	457										0
55	55	162	162	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	458										
55	55	325/2	325/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	459										
55	55	163	163	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	460		articAccentAbove								
55	55	327/2	327/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	461										
55	55	164	164	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	462										
55	55	164	164	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	463										
55	55	164	164	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	464										
55	55	329/2	329/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	465										
56	56	165	165	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	466										0
56	56	333/2	333/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	467										0
56	56	165	165	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	468		articStaccatoAbove								
56	56	166	166	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	469		articAccentBelow								
56	56	333/2	333/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	470										
56	56	167	167	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	471										
56	56	335/2	335/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	472										
57	57	168	168	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	473										0
57	57	339/2	339/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	474										0
57	57	168	168	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	475										
57	57	337/2	337/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	476										
57	57	169	169	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	477		articAccentBelow								
57	57	339/2	339/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	478										
57	57	170	170	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	479										
57	57	170	170	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	480										
57	57	170	170	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	481										
57	57	341/2	341/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	482										
58	58	171	171	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	483										0
58	58	345/2	345/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	484										0
58	58	171	171	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	485										
58	58	343/2	343/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	486										
58	58	172	172	0.0	1/4	1/4	Spanner	6/8	2	1	0												2		
58	58	172	172	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	487								2		
58	58	345/2	345/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	488								2		
58	58	173	173	0.0	1/2	1/2	Spanner	6/8	2	1	0														
58	58	173	173	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	489										
58	58	173	173	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	490										
58	58	173	173	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	491										
58	58	347/2	347/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	492										
59	59	174	174	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	493										0
59	59	351/2	351/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	494										0
59	59	174	174	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	495										
59	59	349/2	349/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	496										
59	59	175	175	0.0	1/4	1/4	Spanner	6/8	2	1	0												3		
59	59	175	175	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	497								3		
59	59	351/2	351/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	498								3		
59	59	176	176	0.0	1/2	1/2	Spanner	6/8	2	1	0														
59	59	176	176	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	499										
59	59	176	176	0.0	1/2	1/2	Chord	6/8	2	1	0	grace16	1/16	1	500										
59	59	176	176	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	501										
59	59	353/2	353/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	502										
60	60	177	177	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	503										0
60	60	357/2	357/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	504										0
60	60	177	177	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	505		articStaccatoBelow								
60	60	178	178	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	506										
60	60	357/2	357/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	507										
60	60	179	179	0.0	1/2	1/2	Dynamic	6/8	2	1	0					f									
60	60	179	179	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	508										
60	60	359/2	359/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	509										
61	61	180	180	0.0	0	0	Spanner	6/8	1	1	0														
61	61	180	180	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	510		articAccentBelow								
61	61	363/2	363/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	511		articAccentBelow								
61	61	180	180	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	512										
61	61	361/2	361/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	513										
61	61	181	181	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	514		articAccentAbove								
61	61	363/2	363/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	515										
61	61	182	182	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	516										
61	61	365/2	365/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	517										
62	62	183	183	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	518		articAccentBelow								
62	62	369/2	369/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	519		articAccentBelow								
62	62	183	183	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	520		articStaccatoAbove								
62	62	184	184	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	521		articAccentAbove								
62	62	369/2	369/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	522										
62	62	185	185	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	523										
62	62	371/2	371/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	524										
63	63	186	186	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	525		articAccentBelow								
63	63	375/2	375/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	526		articAccentBelow								
63	63	186	186	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	527										
63	63	373/2	373/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	528										
