mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
38	38	113	113	0.0	1/2	1/2	Dynamic	3/4	1	1	0				fz								
38	38	113	113	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	267		articStaccatoAbove							
38	38	111	111	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	268		articStaccatoBelow							
38	38	112	112	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	269		articStaccatoBelow							
38	38	113	113	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	270		articStaccatoBelow							
39	39	114	114	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	271									
39	39	229/2	229/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	272									
39	39	115	115	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	273									
39	39	116	116	0.0	1/2	1/2	Dynamic	3/4	1	1	0				fz								
39	39	116	116	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	274		articStaccatoAbove							
39	39	114	114	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	275		articStaccatoBelow							
39	39	115	115	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	276		articStaccatoBelow							
39	39	116	116	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	277		articStaccatoBelow							
40	40	117	117	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	278		articStaccatoAbove							
40	40	117	117	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	279		articStaccatoBelow							
40	40	118	118	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	280		articStaccatoBelow							
40	40	119	119	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	281		articStaccatoBelow							
41	41	120	120	0.0	0	0	Dynamic	3/4	1	1	0				pp								
41	41	120	120	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	282									
41	41	120	120	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	283									
41	41	121	121	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	284									
41	41	243/2	243/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	285									
41	41	122	122	0.3333333333333333	1/2	1/2	Chord	3/4	1	2	1/12	1/8	2/3	286									
41	41	367/3	367/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	2	1/12	1/8	2/3	287									
41	41	368/3	368/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	2	1/12	1/8	2/3	288									
41	41	120	120	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	289									
41	41	120	120	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	290									
41	41	122	122	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	291									
42	42	123	123	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	292									
42	42	125	125	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	293		articStaccatoAbove							
42	42	123	123	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	294									
42	42	124	124	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	295									
42	42	125	125	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	296									
42	42	123	123	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	297									
42	42	125	125	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	298		articStaccatoBelow							
43	43	126	126	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	299		articStaccatoAbove							
43	43	127	127	0.0	1/4	1/4	Dynamic	3/4	1	1	0				fz								
43	43	127	127	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	300		articStaccatoBelow							
43	43	128	128	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	301		articStaccatoAbove							
43	43	126	126	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	302									
43	43	253/2	253/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	303									
43	43	128	128	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	304									
43	43	257/2	257/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	305									
43	43	126	126	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	306		articStaccatoBelow							
43	43	127	127	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	307		articStaccatoBelow							
43	43	128	128	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	308		articStaccatoBelow							
44	44	129	129	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	309									
44	44	131	131	0.0	1/2	1/2	Dynamic	3/4	1	1	0				fz								
44	44	131	131	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	310									
44	44	129	129	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	311									3
44	44	130	130	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	312									
44	44	131	131	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	313									
44	44	129	129	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	314									
44	44	129	129	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	315									
45	45	132	132	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	316									
45	45	132	132	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	317									
45	45	133	133	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	318									
45	45	267/2	267/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	319									
45	45	134	134	0.3333333333333333	1/2	1/2	Chord	3/4	1	2	1/12	1/8	2/3	320									
45	45	403/3	403/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	2	1/12	1/8	2/3	321									
45	45	404/3	404/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	2	1/12	1/8	2/3	322									
45	45	132	132	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	323									
45	45	132	132	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	324									
45	45	134	134	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	325									
46	46	135	135	0.0	0	0	Dynamic	3/4	1	1	0				fz								
46	46	135	135	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	326									
46	46	137	137	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	327		articStaccatoAbove							
46	46	135	135	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	328									
46	46	136	136	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	329									
46	46	137	137	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	330									
46	46	135	135	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	331									
46	46	137	137	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	332		articStaccatoBelow							
46	46	135	135	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	333									
47	47	138	138	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	334		articStaccatoAbove							
47	47	139	139	0.0	1/4	1/4	Dynamic	3/4	1	1	0				fz								
47	47	139	139	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	335		articStaccatoAbove							
47	47	140	140	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	336		articStaccatoAbove							
47	47	138	138	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	337									
47	47	277/2	277/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	338									
47	47	139	139	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	339									
47	47	279/2	279/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	340									
47	47	140	140	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	341									
47	47	281/2	281/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	342									
47	47	138	138	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	343		articStaccatoBelow							
47	47	139	139	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	344		articStaccatoBelow							
47	47	140	140	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	345		articStaccatoBelow							
48	48	141	141	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	346									
48	48	143	143	0.0	1/2	1/2	Dynamic	3/4	1	1	0				fz								
48	48	143	143	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	347									
48	48	141	141	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	348									4
48	48	142	142	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	349									
48	48	143	143	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	350									
48	48	141	141	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	351									
49	49	144	144	0.0	0	0	Dynamic	3/4	1	1	0				ff								
49	49	144	144	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	352									
49	49	144	144	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	353									
49	49	145	145	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	354									
49	49	291/2	291/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	355									
49	49	146	146	0.3333333333333333	1/2	1/2	Chord	3/4	1	2	1/12	1/8	2/3	356									
49	49	439/3	439/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	2	1/12	1/8	2/3	357									
49	49	440/3	440/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	2	1/12	1/8	2/3	358									
49	49	144	144	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	359									
50	50	147	147	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	360									
50	50	147	147	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	361									
50	50	148	148	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	362									
50	50	149	149	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	363									
50	50	147	147	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	364									
51	51	150	150	0.0	0	0	Dynamic	3/4	1	1	0				fz								
51	51	150	150	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	365									
51	51	150	150	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	366									
51	51	151	151	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	367									
51	51	303/2	303/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	368									
51	51	152	152	0.3333333333333333	1/2	1/2	Chord	3/4	1	2	1/12	1/8	2/3	369									
51	51	457/3	457/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	2	1/12	1/8	2/3	370									
51	51	458/3	458/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	2	1/12	1/8	2/3	371									
51	51	150	150	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	372									
52	52	153	153	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	373									
52	52	153	153	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	374									
52	52	154	154	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	375									
52	52	155	155	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	376									
52	52	153	153	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	377									
53	53	156	156	0.0	0	0	SystemText	3/4	1	1	0						sempre ritard.						
53	53	156	156	0.0	0	0	Dynamic	3/4	1	1	0				fz								
53	53	156	156	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	378									
53	53	156	156	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	379									
53	53	157	157	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	380									
53	53	315/2	315/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	381									
53	53	158	158	0.3333333333333333	1/2	1/2	Chord	3/4	1	2	1/12	1/8	2/3	382									
53	53	475/3	475/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	2	1/12	1/8	2/3	383									
53	53	476/3	476/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	2	1/12	1/8	2/3	384									
53	53	156	156	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	385									
54	54	159	159	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	386									
54	54	159	159	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	387									
54	54	160	160	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	388									
54	54	161	161	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	389									
54	54	159	159	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	390									
55	55	162	162	0.0	0	0	Dynamic	3/4	1	1	0				fz								
55	55	162	162	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	391									
55	55	162	162	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	392		articAccentAbove							
55	55	163	163	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	393		articAccentAbove							
55	55	327/2	327/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	394		articAccentAbove							
55	55	164	164	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12	1/8	2/3	395		articAccentAbove							
55	55	493/3	493/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12	1/8	2/3	396		articAccentAbove							
55	55	494/3	494/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12	1/8	2/3	397		articAccentAbove							
55	55	162	162	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	398									
55	55	493/3	493/3	0.6666666666666666	7/12	7/12	Chord	3/4	2	3	1/6	1/4	2/3	399									
56	56	165	165	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	400									
56	56	165	165	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	401									
56	56	166	166	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	402									
56	56	165	165	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	403									
