mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
159	159	534	534	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1862		articAccentAbove					70				
159	159	1069/2	1069/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1863											
159	159	535	535	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1864											
159	159	1071/2	1071/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1865											
159	159	532	532	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1866											
159	159	533	533	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1867											
159	159	1067/2	1067/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1868											
159	159	534	534	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1869											
159	159	535	535	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1870											
159	159	1071/2	1071/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1871											
159	159	532	532	0.0	0	0	Spanner	4/4	2	1	0															
159	159	532	532	0.0	0	0	Spanner	4/4	2	1	0												109	109		
159	159	532	532	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1872		articAccentAbove						109	109		
159	159	2129/4	2129/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1873								109	109		
159	159	1065/2	1065/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1874								109	109		
159	159	2131/4	2131/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1875								109	109		
159	159	533	533	0.2	1/4	1/4	Chord	4/4	2	1	1/20		1/16	4/5	1876								109	109		
159	159	2666/5	2666/5	0.2	3/10	3/10	Chord	4/4	2	1	1/20		1/16	4/5	1877								109	109		
159	159	2667/5	2667/5	0.2	7/20	7/20	Chord	4/4	2	1	1/20		1/16	4/5	1878								109	109		
159	159	2668/5	2668/5	0.2	2/5	2/5	Chord	4/4	2	1	1/20		1/16	4/5	1879								109	109		
159	159	2669/5	2669/5	0.2	9/20	9/20	Chord	4/4	2	1	1/20		1/16	4/5	1880								109	109		
159	159	534	534	0.2	1/2	1/2	Chord	4/4	2	1	1/20		1/16	4/5	1881								109	109		
159	159	2671/5	2671/5	0.2	11/20	11/20	Chord	4/4	2	1	1/20		1/16	4/5	1882								109	109		
159	159	2672/5	2672/5	0.2	3/5	3/5	Chord	4/4	2	1	1/20		1/16	4/5	1883								109	109		
159	159	2673/5	2673/5	0.2	13/20	13/20	Chord	4/4	2	1	1/20		1/16	4/5	1884								109	109		
159	159	2674/5	2674/5	0.2	7/10	7/10	Chord	4/4	2	1	1/20		1/16	4/5	1885								109	109		
159	159	535	535	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1886								109	109		
160	160	536	536	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1887		articAccentStaccatoAbove									
160	160	537	537	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1888											
160	160	2151/4	2151/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1889											
160	160	538	538	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1890											
160	160	539	539	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1891											
160	160	1079/2	1079/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1892											
160	160	536	536	0.0	0	0	Spanner	4/4	2	1	0															
160	160	536	536	0.0	0	0	Spanner	4/4	2	1	0												110	110		
160	160	536	536	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1893								110	110		
160	160	1073/2	1073/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	1894								110	110		
160	160	1075/2	1075/2	1.0	3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	1895								110	110		
160	160	1077/2	1077/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1896								110	110		
161	161	540	540	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1897		articAccentAbove					71				
161	161	1081/2	1081/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1898											
161	161	541	541	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1899											
161	161	1083/2	1083/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1900											
161	161	542	542	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1901		articAccentAbove					72				
161	161	1085/2	1085/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1902											
161	161	543	543	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1903											
161	161	1087/2	1087/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1904											
161	161	540	540	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1905											
161	161	541	541	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1906											
161	161	1083/2	1083/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1907											
161	161	542	542	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1908											
161	161	543	543	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1909											
161	161	1087/2	1087/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1910											
161	161	540	540	0.0	0	0	Spanner	4/4	2	1	0															
161	161	540	540	0.0	0	0	Spanner	4/4	2	1	0												111	111		
161	161	540	540	0.2	0	0	Chord	4/4	2	1	1/20		1/16	4/5	1911		articAccentAbove						111	111		
161	161	2701/5	2701/5	0.2	1/20	1/20	Chord	4/4	2	1	1/20		1/16	4/5	1912								111	111		
161	161	2702/5	2702/5	0.2	1/10	1/10	Chord	4/4	2	1	1/20		1/16	4/5	1913								111	111		
161	161	2703/5	2703/5	0.2	3/20	3/20	Chord	4/4	2	1	1/20		1/16	4/5	1914								111	111		
161	161	2704/5	2704/5	0.2	1/5	1/5	Chord	4/4	2	1	1/20		1/16	4/5	1915								111	111		
161	161	541	541	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1916								111	111		
161	161	1083/2	1083/2	0.0	3/8	3/8	Spanner	4/4	2	1	0															
161	161	542	542	0.0	1/2	1/2	Spanner	4/4	2	1	0												112	112		
161	161	542	542	0.2	1/2	1/2	Chord	4/4	2	1	1/20		1/16	4/5	1917		articAccentAbove						112	112		
161	161	2711/5	2711/5	0.2	11/20	11/20	Chord	4/4	2	1	1/20		1/16	4/5	1918								112	112		
161	161	2712/5	2712/5	0.2	3/5	3/5	Chord	4/4	2	1	1/20		1/16	4/5	1919								112	112		
161	161	2713/5	2713/5	0.2	13/20	13/20	Chord	4/4	2	1	1/20		1/16	4/5	1920								112	112		
161	161	2714/5	2714/5	0.2	7/10	7/10	Chord	4/4	2	1	1/20		1/16	4/5	1921								112	112		
161	161	543	543	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1922								112	112		
161	161	1087/2	1087/2	0.0	7/8	7/8	Spanner	4/4	2	1	0															
162	162	544	544	0.0	0	0	Dynamic	4/4	1	1	0					other-dynamics										
162	162	544	544	0.0	0	0	Dynamic	4/4	1	1	0					fff										
162	162	544	544	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1923		articAccentStaccatoAbove									
162	162	545	545	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1924											
162	162	2183/4	2183/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1925											
162	162	546	546	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1926											
162	162	1095/2	1095/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	1927											
162	162	1643/3	1643/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	1928											
162	162	3287/6	3287/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	1929											
162	162	544	544	0.0	0	0	Spanner	4/4	2	1	0												113	113		
162	162	544	544	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1930								113	113		
162	162	1089/2	1089/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	1931								113	113		
162	162	1091/2	1091/2	1.0	3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	1932								113	113		
162	162	1093/2	1093/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1933								113	113		
163	163	2193/4	2193/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1934											
163	163	2195/4	2195/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1935											
163	163	2197/4	2197/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1936											
163	163	2199/4	2199/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1937											
163	163	2201/4	2201/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1938											
163	163	2203/4	2203/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1939											
163	163	2205/4	2205/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1940											
163	163	2207/4	2207/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1941											
163	163	548	548	0.0	0	0	Spanner	4/4	2	1	0															
163	163	548	548	0.0	0	0	Spanner	4/4	2	1	0												114	114		
163	163	548	548	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1942		articStaccatoBelow						114	114		
163	163	1097/2	1097/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1943		articStaccatoBelow						114	114		
163	163	549	549	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1944		articStaccatoBelow						114	114		
163	163	1099/2	1099/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1945		articStaccatoBelow						114	114		
163	163	550	550	0.0	1/2	1/2	Dynamic	4/4	2	1	0					other-dynamics							114	114		
163	163	550	550	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1946		articStaccatoBelow						114	114		
163	163	1101/2	1101/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1947		articStaccatoBelow						114	114		
163	163	551	551	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1948		articStaccatoBelow						114	114		
163	163	1103/2	1103/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1949		articStaccatoBelow						114	114		
164	164	552	552	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1950		articAccentStaccatoAbove									
164	164	553	553	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1951											
164	164	2215/4	2215/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1952											
164	164	554	554	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1953											
164	164	1111/2	1111/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	1954											
164	164	1667/3	1667/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	1955											
164	164	3335/6	3335/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	1956											
164	164	552	552	0.0	0	0	Spanner	4/4	2	1	0															
164	164	552	552	0.0	0	0	Spanner	4/4	2	1	0												115	115		
164	164	552	552	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1957		articStaccatoBelow						115	115		
164	164	1105/2	1105/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1958		articStaccatoBelow						115	115		
164	164	553	553	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1959		articStaccatoBelow						115	115		
164	164	1107/2	1107/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1960		articStaccatoBelow						115	115		
164	164	554	554	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1961		articStaccatoBelow						115	115		
164	164	1109/2	1109/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1962		articStaccatoBelow						115	115		
164	164	555	555	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1963		articStaccatoBelow						115	115		
164	164	1111/2	1111/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1964		articStaccatoBelow						115	115		
165	165	2225/4	2225/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1965											
165	165	2227/4	2227/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1966											
165	165	2229/4	2229/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1967											
165	165	2231/4	2231/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1968											
165	165	2233/4	2233/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1969											
165	165	2235/4	2235/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1970											
165	165	2237/4	2237/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1971											
165	165	2239/4	2239/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1972											
165	165	556	556	0.0	0	0	Spanner	4/4	2	1	0															
165	165	556	556	0.0	0	0	Spanner	4/4	2	1	0												116	116		
165	165	556	556	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1973		articStaccatoBelow						116	116		
165	165	1113/2	1113/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1974		articStaccatoBelow						116	116		
165	165	557	557	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1975		articStaccatoBelow						116	116		
165	165	1115/2	1115/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1976		articStaccatoBelow						116	116		
165	165	558	558	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1977		articStaccatoBelow						116	116		
165	165	1117/2	1117/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1978		articStaccatoBelow						116	116		
165	165	559	559	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1979		articStaccatoBelow						116	116		
165	165	1119/2	1119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1980		articStaccatoBelow						116	116		
166	166	560	560	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1981		articAccentStaccatoAbove									
166	166	561	561	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1982											
166	166	2247/4	2247/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1983											
166	166	562	562	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1984		articStaccatoAbove									
166	166	1127/2	1127/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	1985											
166	166	1691/3	1691/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	1986											
166	166	3383/6	3383/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	1987											
166	166	560	560	0.0	0	0	Spanner	4/4	2	1	0															
166	166	560	560	0.0	0	0	Spanner	4/4	2	1	0												117	117		
166	166	560	560	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1988		articStaccatoBelow						117	117		
166	166	1121/2	1121/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1989		articStaccatoBelow						117	117		
166	166	561	561	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1990		articStaccatoBelow						117	117		
166	166	1123/2	1123/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1991		articStaccatoBelow						117	117		
166	166	562	562	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1992		articStaccatoBelow						117	117		
166	166	1125/2	1125/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1993		articStaccatoBelow						117	117		
166	166	563	563	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1994		articStaccatoBelow						117	117		
166	166	1127/2	1127/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1995		articStaccatoBelow						117	117		
167	167	2257/4	2257/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1996											
167	167	2259/4	2259/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1997											
167	167	2261/4	2261/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1998											
167	167	2263/4	2263/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1999											
167	167	2265/4	2265/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2000											
167	167	2267/4	2267/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2001											
167	167	2269/4	2269/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2002											
167	167	2271/4	2271/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2003											
167	167	564	564	0.0	0	0	Dynamic	4/4	2	1	0					p										
167	167	564	564	0.0	0	0	Spanner	4/4	2	1	0															
167	167	564	564	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	2004		articStaccatoBelow									
167	167	1129/2	1129/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2005		articStaccatoBelow									
167	167	565	565	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2006		articStaccatoBelow									
167	167	1131/2	1131/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2007		articStaccatoBelow									
167	167	566	566	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2008		articStaccatoBelow									
167	167	1133/2	1133/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2009		articStaccatoBelow									
167	167	567	567	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2010		articStaccatoBelow									
167	167	1135/2	1135/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2011		articStaccatoBelow									
168	168	568	568	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	2012		articAccentStaccatoAbove									
168	168	569	569	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2013											
168	168	2279/4	2279/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2014											
168	168	570	570	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2015		articStaccatoAbove									
168	168	1143/2	1143/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	2016											
168	168	1715/3	1715/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	2017											
168	168	3431/6	3431/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	2018											
168	168	568	568	0.0	0	0	Spanner	4/4	2	1	0												118	118		
168	168	568	568	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	2019		articStaccatoBelow						118	118		
168	168	1137/2	1137/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2020		articStaccatoBelow						118	118		
168	168	569	569	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2021		articStaccatoBelow						118	118		
168	168	1139/2	1139/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2022		articStaccatoBelow						118	118		
168	168	570	570	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2023		articStaccatoBelow						118	118		
168	168	1141/2	1141/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2024		articStaccatoBelow						118	118		
168	168	571	571	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2025		articStaccatoBelow						118	118		
168	168	1143/2	1143/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2026		articStaccatoBelow						118	118		
169	169	2289/4	2289/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2027											
169	169	2291/4	2291/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2028											
169	169	2293/4	2293/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2029											
169	169	2295/4	2295/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2030											
169	169	2297/4	2297/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2031											
169	169	2299/4	2299/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2032											
169	169	2301/4	2301/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2033											
169	169	2303/4	2303/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2034											
169	169	572	572	0.0	0	0	Spanner	4/4	2	1	0															
169	169	572	572	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	2035		articStaccatoBelow									
169	169	1145/2	1145/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2036		articStaccatoBelow									
169	169	573	573	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2037		articStaccatoBelow									
169	169	1147/2	1147/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2038		articStaccatoBelow									
169	169	574	574	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2039		articStaccatoBelow									
169	169	1149/2	1149/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2040		articStaccatoBelow									
169	169	575	575	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2041		articStaccatoBelow									
169	169	1151/2	1151/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2042		articStaccatoBelow									
170	170	576	576	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	2043		articAccentStaccatoBelow									
170	170	577	577	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2044											
170	170	2311/4	2311/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2045											
170	170	578	578	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2046		articStaccatoBelow									
170	170	576	576	0.0	0	0	Spanner	4/4	2	1	0												119	119		
170	170	576	576	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	2047		articStaccatoBelow						119	119		
170	170	1153/2	1153/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2048		articStaccatoBelow						119	119		
170	170	577	577	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2049		articStaccatoBelow						119	119		
170	170	1155/2	1155/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2050		articStaccatoBelow						119	119		
170	170	578	578	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2051		articStaccatoBelow						119	119		
170	170	1157/2	1157/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2052		articStaccatoBelow						119	119		
170	170	579	579	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2053		articStaccatoBelow						119	119		
170	170	1159/2	1159/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2054		articStaccatoBelow						119	119		
171	171	580	580	0.0	0	0	Dynamic	4/4	1	1	0					other-dynamics										
171	171	580	580	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	2055		articAccentStaccatoAbove									
171	171	581	581	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2056											
171	171	2327/4	2327/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2057											
171	171	582	582	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2058		articStaccatoAbove									
171	171	580	580	0.0	0	0	Spanner	4/4	2	1	0															
171	171	580	580	0.0	0	0	Spanner	4/4	2	1	0												120	120		
171	171	580	580	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	2059		articStaccatoBelow						120	120		
171	171	1161/2	1161/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2060		articStaccatoBelow						120	120		
171	171	581	581	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2061		articStaccatoBelow						120	120		
171	171	1163/2	1163/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2062		articStaccatoBelow						120	120		
171	171	582	582	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2063		articStaccatoBelow						120	120		
171	171	1165/2	1165/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2064		articStaccatoBelow						120	120		
171	171	583	583	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2065		articStaccatoBelow						120	120		
171	171	1167/2	1167/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2066		articStaccatoBelow						120	120		
172	172	585	585	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2067		articStaccatoAbove									
172	172	587	587	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2068		articStaccatoAbove									
172	172	584	584	0.0	0	0	Spanner	4/4	2	1	0															
172	172	584	584	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2069		articStaccatoBelow									
172	172	585	585	0.0	1/4	1/4	Spanner	4/4	2	1	0												121	121		
172	172	585	585	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2070		articStaccatoBelow						121	121		
172	172	586	586	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2071		articStaccatoBelow						121	121		
172	172	587	587	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2072		articStaccatoBelow						121	121		
173	173	589	589	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2073		articStaccatoBelow									
173	173	591	591	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2074		articStaccatoBelow									
173	173	588	588	0.0	0	0	Spanner	4/4	2	1	0															
173	173	588	588	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2075		articStaccatoBelow									
173	173	589	589	0.0	1/4	1/4	Spanner	4/4	2	1	0												122	122		
173	173	589	589	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2076		articStaccatoBelow						122	122		
173	173	590	590	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2077		articStaccatoBelow						122	122		
173	173	591	591	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2078		articStaccatoBelow						122	122		
174	174	592	592	0.0	0	0	Dynamic	4/4	1	1	0					pp										
174	174	593	593	0.0	1/4	1/4	StaffText	4/4	1	1	0							sopra								
174	174	593	593	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2079		articStaccatoBelow									
174	174	595	595	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2080		articStaccatoAbove									
174	174	592	592	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""11.9992""/><font face=""Times New Roman""/><i>una corda</i>"								
174	174	592	592	0.0	0	0	Spanner	4/4	2	1	0															
174	174	592	592	0.0	0	0	Spanner	4/4	2	1	0												123	123		
174	174	592	592	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2081		articStaccatoBelow						123	123		
174	174	594	594	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2082		articStaccatoAbove						123	123		
175	175	597	597	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2083		articStaccatoAbove									
