mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	crescendo_line
78	78	465/2	465/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	682															
78	78	467/2	467/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	683															
78	78	231	231	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	684															
79	79	234	234	0.0	0	0	Spanner	6/8	1	1	0													56					11	
79	79	234	234	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	685									56					11	
79	79	939/4	939/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	686									56					11	
79	79	235	235	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	687									56					11	
79	79	941/4	941/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	688									56					11	
79	79	471/2	471/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	689									56					11	
79	79	473/2	473/2	0.0	5/8	5/8	Spanner	6/8	1	1	0													56						
79	79	234	234	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	690															
79	79	471/2	471/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	691															
79	79	473/2	473/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	692															
79	79	234	234	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	693															
79	79	471/2	471/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	694															
79	79	473/2	473/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	695															
79	79	234	234	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	696															
80	80	237	237	0.0	0	0	Dynamic	6/8	1	1	0					mp														
80	80	237	237	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	697															
80	80	951/4	951/4	0.0	3/16	3/16	Spanner	6/8	1	1	0																	9		
80	80	951/4	951/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	698													9		
80	80	953/4	953/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	699													9		
80	80	955/4	955/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	700													9		
80	80	957/4	957/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	701													9		
80	80	959/4	959/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	702													9		
80	80	237	237	0.0	0	0	Spanner	6/8	2	1	0														42	42				
80	80	237	237	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	703										42	42				
80	80	475/2	475/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	704										42	42				
80	80	238	238	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	705										42	42				
80	80	477/2	477/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	706										42	42				
80	80	239	239	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	707										42	42				
80	80	479/2	479/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	708										42	42				
81	81	961/4	961/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	709													9		
81	81	963/4	963/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	710													9		
81	81	965/4	965/4	0.0	5/16	5/16	Spanner	6/8	1	1	0																			
81	81	965/4	965/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	711															
81	81	483/2	483/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0					pp														
81	81	483/2	483/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	712		articStaccatoAbove													
81	81	240	240	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	713										42	42				
81	81	481/2	481/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	714										42	42				
81	81	241	241	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	715										42	42				
81	81	485/2	485/2	0.0	5/8	5/8	Spanner	6/8	2	1	0																			
82	82	973/4	973/4	0.0	1/16	1/16	Dynamic	6/8	1	1	0					pp														
82	82	973/4	973/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	716									57						
82	82	487/2	487/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	717									57						
82	82	975/4	975/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	718									57						
82	82	244	244	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	719									57						
82	82	977/4	977/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	720															
82	82	979/4	979/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	721									58						
82	82	245	245	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	722									58						
82	82	981/4	981/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	723									58						
82	82	491/2	491/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	724									58						
82	82	983/4	983/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	725															
82	82	243	243	0.0	0	0	Dynamic	6/8	2	1	0					mf														
82	82	243	243	0.0	0	0	StaffText	6/8	2	1	0							"<i><font size=""9""/>cantabile</i>"												
82	82	243	243	0.0	0	0	Spanner	6/8	2	1	0														43	43				
82	82	243	243	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	726									59	43	43				
82	82	244	244	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	727									59	43	43				
82	82	489/2	489/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	728									59	43	43				
82	82	491/2	491/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	729									59	43	43				
83	83	985/4	985/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	730									60						
83	83	493/2	493/2	0.0	1/8	1/8	Spanner	6/8	1	1	0													60					12	
83	83	493/2	493/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	731									60					12	
83	83	987/4	987/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	732									60					12	
83	83	247	247	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	733									60					12	
83	83	989/4	989/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	734														12	
83	83	991/4	991/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	735									61					12	
83	83	248	248	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	736									61					12	
83	83	993/4	993/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	737									61					12	
83	83	497/2	497/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	738									61					12	
83	83	995/4	995/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	739														12	
83	83	246	246	0.0	0	0	Spanner	6/8	2	1	0													59						
83	83	246	246	0.0	0	0	Spanner	6/8	2	1	0													59	44	44				
83	83	246	246	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	740									59	44	44				
83	83	247	247	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	741									59	44	44				
83	83	495/2	495/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	742									59	44	44				
83	83	497/2	497/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	743										44	44				
84	84	249	249	0.0	0	0	Spanner	6/8	1	1	0																			
84	84	997/4	997/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	744									62						
84	84	499/2	499/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	745									62						
84	84	999/4	999/4	0.0	3/16	3/16	Spanner	6/8	1	1	0													62				10		
84	84	999/4	999/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	746									62				10		
84	84	250	250	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	747									62				10		
84	84	1001/4	1001/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	748													10		
84	84	1003/4	1003/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	749									63				10		
84	84	251	251	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	750									63				10		
84	84	1005/4	1005/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	751									63				10		
84	84	503/2	503/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	752									63				10		
84	84	1007/4	1007/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	753													10		
84	84	249	249	0.0	0	0	Spanner	6/8	2	1	0																			
84	84	249	249	0.0	0	0	Spanner	6/8	2	1	0														45	45				
84	84	249	249	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	754									64	45	45				
85	85	1009/4	1009/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	755									65				10		
85	85	505/2	505/2	0.0	1/8	1/8	Spanner	6/8	1	1	0													65						
85	85	505/2	505/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	756									65						
85	85	1011/4	1011/4	0.0	3/16	3/16	Dynamic	6/8	1	1	0					pp								65						
85	85	1011/4	1011/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	757									65						
85	85	253	253	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	758									65						
85	85	1013/4	1013/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	759															
85	85	1015/4	1015/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	760									66						
85	85	254	254	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	761									66						
85	85	1017/4	1017/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	762									66						
85	85	509/2	509/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	763									66						
85	85	1019/4	1019/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	764															
85	85	252	252	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	765										45	45				
86	86	1021/4	1021/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	766									67						
86	86	511/2	511/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	767									67						
86	86	1023/4	1023/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	768									67						
86	86	256	256	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	769									67						
86	86	1025/4	1025/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	770															
86	86	1027/4	1027/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	771									68						
86	86	257	257	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	772									68						
86	86	1029/4	1029/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	773									68						
86	86	515/2	515/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	774									68						
86	86	1031/4	1031/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	775															
86	86	255	255	0.0	0	0	Spanner	6/8	2	1	0																			
86	86	255	255	0.0	0	0	Spanner	6/8	2	1	0														46	46				
86	86	255	255	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	776									69	46	46				
86	86	256	256	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	777									69	46	46				
86	86	513/2	513/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	778									69	46	46				
86	86	515/2	515/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	779									69	46	46				
87	87	258	258	0.0	0	0	Spanner	6/8	1	1	0																		13	
87	87	1033/4	1033/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	780									70					13	
87	87	517/2	517/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	781									70					13	
87	87	1035/4	1035/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	782									70					13	
87	87	259	259	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	783									70					13	
87	87	1037/4	1037/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	784														13	
87	87	1039/4	1039/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	785									71					13	
87	87	260	260	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	786									71					13	
87	87	1041/4	1041/4	0.0	9/16	9/16	Spanner	6/8	1	1	0													71						
87	87	1041/4	1041/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	787									71						
87	87	521/2	521/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	788									71						
87	87	1043/4	1043/4	0.0	11/16	11/16	Dynamic	6/8	1	1	0					mf														
87	87	1043/4	1043/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	789															
87	87	258	258	0.0	0	0	Spanner	6/8	2	1	0													69						
87	87	258	258	0.0	0	0	Spanner	6/8	2	1	0													69	47	47				
87	87	258	258	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	790									69	47	47				
87	87	259	259	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	791									69	47	47				
87	87	519/2	519/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	792									69	47	47				
87	87	521/2	521/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	793										47	47				
88	88	1045/4	1045/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	794									72						
88	88	523/2	523/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	795									72						
88	88	1047/4	1047/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	796									72						
88	88	262	262	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	797									72						
88	88	1049/4	1049/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	798															
88	88	1051/4	1051/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	799									73						
88	88	263	263	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	800									73						
88	88	1053/4	1053/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	801									73						
88	88	527/2	527/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	802									73						
88	88	1055/4	1055/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	803															
88	88	261	261	0.0	0	0	StaffText	6/8	2	1	0							"<i><font size=""9""/>più cresc.</i>"												
88	88	261	261	0.0	0	0	Spanner	6/8	2	1	0																			
88	88	261	261	0.0	0	0	Spanner	6/8	2	1	0														48	48				
88	88	261	261	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	804		articAccentAbove							74	48	48				
89	89	1057/4	1057/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	805									75						
89	89	529/2	529/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	806									75						
89	89	1059/4	1059/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	807									75						
89	89	265	265	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	808									75						
89	89	1061/4	1061/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	809															
89	89	1063/4	1063/4	0.0	7/16	7/16	Spanner	6/8	1	1	0																		14	
89	89	1063/4	1063/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	810									76					14	
89	89	266	266	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	811									76					14	
89	89	1065/4	1065/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	812									76					14	
89	89	533/2	533/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	813									76					14	
89	89	1067/4	1067/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	814														14	
89	89	264	264	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	815										48	48				
89	89	531/2	531/2	0.0	3/8	3/8	StaffText	6/8	2	1	0							"<i><font size=""9""/>ten.</i>"												
89	89	531/2	531/2	0.0	3/8	3/8	Spanner	6/8	2	1	0														49	49				
89	89	531/2	531/2	0.0	3/8	3/8	Spanner	6/8	2	1	0														49	49				
89	89	531/2	531/2	0.0	3/8	3/8	Chord	6/8	2	1	0	acciaccatura	1/8	1	816										49	49				
89	89	531/2	531/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	817		articAccentAbove							77	49	49				
89	89	533/2	533/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	818		articAccentAbove								49	49				
90	90	267	267	0.0	0	0	Dynamic	6/8	1	1	0					other-dynamics														
90	90	267	267	0.0	0	0	Spanner	6/8	1	1	0																			
90	90	1069/4	1069/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	819									78						
90	90	535/2	535/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	820									78						
90	90	1071/4	1071/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	821									78						
90	90	268	268	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	822									78						
90	90	1073/4	1073/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	823															
90	90	1075/4	1075/4	0.0	7/16	7/16	StaffText	6/8	1	1	0							"<i><font size=""9""/>dim.</i>"												
90	90	1075/4	1075/4	0.0	7/16	7/16	Spanner	6/8	1	1	0																	11		
90	90	1075/4	1075/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	824									79				11		
90	90	269	269	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	825									79				11		
90	90	1077/4	1077/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	826									79				11		
90	90	539/2	539/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	827									79				11		
90	90	1079/4	1079/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	828													11		
90	90	267	267	0.0	0	0	Spanner	6/8	2	1	0																			
90	90	267	267	0.0	0	0	Spanner	6/8	2	1	0														50	50				
90	90	267	267	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	829		articAccentAbove							80	50	50				
90	90	267	267	0.0	0	0	Chord	6/8	2	2	0	acciaccatura	1/8	1	830		articAccentBelow								50	50				
90	90	267	267	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	831										50	50				
91	91	270	270	0.0	0	0	StaffText	6/8	1	1	0							"<i><font size=""9""/>molto</i>"										11		
91	91	1081/4	1081/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	832									81				11		
91	91	541/2	541/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	833									81				11		
91	91	1083/4	1083/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	834									81				11		
91	91	271	271	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	835									81				11		
91	91	1085/4	1085/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	836													11		
91	91	1087/4	1087/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	837									82				11		
91	91	272	272	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	838									82				11		
91	91	1089/4	1089/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	839									82				11		
91	91	545/2	545/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	840									82				11		
91	91	1091/4	1091/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	841													11		
91	91	270	270	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	842										50	50				
91	91	270	270	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	843										50	50				
92	92	1093/4	1093/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	844									83				11		
92	92	547/2	547/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	845									83				11		
92	92	1095/4	1095/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	846									83				11		
92	92	274	274	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	847									83				11		
92	92	1097/4	1097/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	848													11		
92	92	1099/4	1099/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	849									84				11		
92	92	275	275	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	850									84				11		
92	92	1101/4	1101/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	851									84				11		
92	92	551/2	551/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	852									84				11		
92	92	1103/4	1103/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	853													11		
92	92	273	273	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	854										50	50				
92	92	273	273	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	855										50	50				
93	93	1105/4	1105/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	856									85				11		
93	93	553/2	553/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	857									85				11		
93	93	1107/4	1107/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	858									85				11		
93	93	277	277	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	859									85				11		
93	93	1109/4	1109/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	860													11		
93	93	1111/4	1111/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	861									86				11		
93	93	278	278	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	862									86				11		
93	93	1113/4	1113/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	863									86				11		
93	93	557/2	557/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	864									86				11		
93	93	1115/4	1115/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	865													11		
93	93	276	276	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	866										50	50				
93	93	555/2	555/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	867										50	50				
93	93	276	276	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	868										50	50				
93	93	555/2	555/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	869										50	50				
94	94	279	279	0.0	0	0	Spanner	6/8	1	1	0																			
94	94	279	279	0.0	0	0	Spanner	6/8	2	1	0																			
95	95	282	282	0.0	0	0	Dynamic	6/8	1	1	0					pp														
95	95	282	282	0.0	0	0	StaffText	6/8	1	1	0							"<i><font size=""9""/>dolcissimo</i>"												
95	95	1129/4	1129/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	870									87						
95	95	565/2	565/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	871									87						
95	95	1131/4	1131/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	872									87						
95	95	283	283	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	873									87						
95	95	1133/4	1133/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	874															
95	95	1135/4	1135/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	875									88						
95	95	284	284	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	876									88						
95	95	1137/4	1137/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	877									88						
95	95	569/2	569/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	878									88						
95	95	1139/4	1139/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	879															
95	95	282	282	0.0	0	0	Spanner	6/8	2	1	0														51	51				
95	95	282	282	0.0	0	0	Chord	6/8	2	1	0	acciaccatura	1/8	1	880										51	51				
95	95	282	282	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	881		articStaccatoAbove								51	51				
95	95	283	283	0.0	1/4	1/4	StaffText	6/8	2	1	0							"<i><font size=""9""/>una corda</i>"							51	51				
95	95	567/2	567/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	882		articStaccatoBelow								51	51				
96	96	285	285	0.0	0	0	StaffText	6/8	1	1	0							"<i><font size=""9""/>m.s.</i>"												
96	96	285	285	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	883		articAccentAbove													
97	97	1153/4	1153/4	0.0	1/16	1/16	StaffText	6/8	1	1	0							"<i><font size=""9""/>m.d.</i>"												
97	97	1153/4	1153/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	884									89						
97	97	577/2	577/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	885									89						
97	97	1155/4	1155/4	0.0	3/16	3/16	Spanner	6/8	1	1	0													89					15	
97	97	1155/4	1155/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	886									89					15	
97	97	289	289	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	887									89					15	
97	97	1157/4	1157/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	888														15	
97	97	1159/4	1159/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	889									90					15	
97	97	290	290	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	890									90					15	
97	97	1161/4	1161/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	891									90					15	
97	97	581/2	581/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	892									90					15	
97	97	1163/4	1163/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	893														15	
97	97	288	288	0.0	0	0	StaffText	6/8	2	1	0							"<i><font size=""9""/>tre corde</i>"												
97	97	288	288	0.0	0	0	Spanner	6/8	2	1	0																			
97	97	288	288	0.0	0	0	Spanner	6/8	2	1	0														52	52				
97	97	288	288	0.0	0	0	Chord	6/8	2	1	0	acciaccatura	1/8	1	894										52	52				
97	97	288	288	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	895		articStaccatoAbove								52	52				
97	97	579/2	579/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	896		articStaccatoBelow								52	52				
98	98	291	291	0.0	0	0	StaffText	6/8	1	1	0							"<i><font size=""9""/>m.s.</i>"												
98	98	291	291	0.0	0	0	Dynamic	6/8	1	1	0					f														
98	98	291	291	0.0	0	0	Spanner	6/8	1	1	0																			
98	98	291	291	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	897		articAccentAbove							91						
99	99	294	294	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	898									91						
99	99	295	295	0.0	1/4	1/4	StaffText	6/8	1	1	0							"<i><font size=""9""/>m.d.</i>"						91						
99	99	295	295	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	899									91						
99	99	591/2	591/2	0.0	3/8	3/8	Spanner	6/8	1	1	0													91				12		
99	99	591/2	591/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	900									91				12		
