mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
26	26	207/2	207/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	272				64				
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	273				64				
26	26	100	100	0.0	0	0	Spanner	4/4	2	1	0											
26	26	201/2	201/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	274				65				
26	26	403/4	403/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	275				65				
26	26	101	101	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	276		articStaccatoAbove						
26	26	203/2	203/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	277				66				
26	26	407/4	407/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	278				66				
26	26	102	102	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	279		articStaccatoBelow						
26	26	205/2	205/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	280				67				
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	281				67				
26	26	103	103	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	282		articStaccatoBelow						
26	26	207/2	207/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	283				68				
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	284				68				
27	27	104	104	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	285		articStaccatoAbove						
27	27	105	105	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	286		articStaccatoBelow						
27	27	106	106	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	287		articStaccatoBelow						
27	27	104	104	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	288		articStaccatoBelow						
27	27	105	105	0.0	1/4	1/4	Spanner	4/4	2	1	0										3	3
27	27	105	105	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	289		articStaccatoAbove					3	3
27	27	106	106	0.0	1/2	1/2	Spanner	4/4	2	1	0											
27	27	106	106	0.0	1/2	1/2	Spanner	4/4	2	1	0										4	4
27	27	106	106	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	290		articStaccatoBelow					4	4
27	27	107	107	0.0	3/4	3/4	Spanner	4/4	2	1	0											
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	291				69				
28	28	108	108	0.0	0	0	Dynamic	4/4	2	1	0				p							
28	28	108	108	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	292				70				
28	28	109	109	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	293								
28	28	110	110	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	294				71				
28	28	111	111	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	295								
29	29	112	112	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	296				69				
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	297				69				
29	29	113	113	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	298				69				
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	299				69				
29	29	114	114	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	300				69				
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	301				69				
29	29	115	115	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	302				69				
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	303				69				
29	29	112	112	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	304				72				
29	29	113	113	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	305								
29	29	114	114	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	306				73				
29	29	115	115	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	307								
30	30	116	116	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	308				69				
30	30	233/2	233/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	309				69				
30	30	467/4	467/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	310				69				
30	30	117	117	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	311								
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	312				74				
30	30	116	116	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	313				75				
30	30	117	117	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	314								
30	30	118	118	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	315				76				
30	30	119	119	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	316								
31	31	120	120	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	317				74				
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	318				74				
31	31	121	121	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	319				74				
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	320				74				
31	31	122	122	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	321				74				
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	322				74				
31	31	123	123	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	323				74				
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	324				74				
31	31	120	120	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	325				77				
31	31	121	121	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	326								
31	31	122	122	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	327				78				
31	31	123	123	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	328								
32	32	124	124	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	329				74				
32	32	249/2	249/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	330				74				
32	32	499/4	499/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	331				74				
32	32	125	125	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	332								
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	333				79				
32	32	124	124	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	334				80				
32	32	125	125	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	335								
32	32	126	126	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	336				81				
32	32	127	127	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	337								
33	33	128	128	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	338				79				
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	339				79				
33	33	129	129	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	340				79				
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	341				79				
33	33	130	130	0.0	1/2	1/2	StaffText	4/4	1	1	0						cresc.	79				
33	33	130	130	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	342				79				
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	343				79				
33	33	131	131	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	344				79				
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	345								
33	33	128	128	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	346				82				
33	33	129	129	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	347								
33	33	130	130	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	348				83				
33	33	131	131	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	349								
34	34	132	132	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	350				84				
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	351				84				
34	34	133	133	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	352				84				
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	353				84				
34	34	134	134	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	354				84				
34	34	269/2	269/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	355				84				
34	34	135	135	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	356				84				
34	34	271/2	271/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	357								
34	34	132	132	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	358				85				
34	34	133	133	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	359								
34	34	134	134	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	360				86				
34	34	135	135	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	361								
35	35	136	136	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	362				87				
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	363				87				
35	35	137	137	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	364				87				
35	35	275/2	275/2	0.0	3/8	3/8	Dynamic	4/4	1	1	0				p			87				
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	365				87				
35	35	138	138	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	366				87				
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	367								
35	35	139	139	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	368		articStaccatoBelow						
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	369		articStaccatoBelow						
35	35	136	136	0.0	0	0	Spanner	4/4	2	1	0										5	5
35	35	136	136	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	370				88			5	5
35	35	137	137	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	371							5	5
35	35	138	138	0.0	1/2	1/2	Spanner	4/4	2	1	0											
36	36	140	140	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	372				89				
36	36	281/2	281/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	373								
36	36	141	141	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	374		articStaccatoAbove						
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	375		articStaccatoAbove						
36	36	142	142	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	376				90				
36	36	285/2	285/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	377								
36	36	143	143	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	378		articStaccatoAbove						
36	36	287/2	287/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	379		articStaccatoAbove						
36	36	141	141	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	380		articStaccatoAbove						
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	381		articStaccatoAbove						
36	36	142	142	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	382				91				
36	36	285/2	285/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	383								
37	37	144	144	0.0	0	0	StaffText	4/4	1	1	0						cresc.					
37	37	144	144	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	384				92				
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	385								
37	37	145	145	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	386		articStaccatoAbove						
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	387		articStaccatoAbove						
37	37	146	146	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	388		articStaccatoBelow						
37	37	293/2	293/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	389		articStaccatoBelow						
37	37	147	147	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	390		articStaccatoBelow						
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	391		articStaccatoBelow						
37	37	145	145	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	392		articStaccatoAbove						
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	393		articStaccatoAbove						
37	37	146	146	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	394		articStaccatoAbove						
37	37	293/2	293/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	395		articStaccatoAbove						
38	38	148	148	0.0	0	0	Dynamic	4/4	1	1	0				f							
38	38	148	148	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	396								
38	38	150	150	0.0	1/2	1/2	Spanner	4/4	1	1	0								0			
38	38	150	150	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	397					0			
38	38	301/2	301/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	398					0			
38	38	151	151	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	399					0			
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	400					0			
38	38	148	148	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	401		articAccentAbove		93	0			
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	402					0			
38	38	149	149	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	403					0			
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	404					0			
38	38	148	148	0.0	0	0	Spanner	4/4	2	1	0										6	6
38	38	148	148	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	405							6	6
38	38	150	150	0.0	1/2	1/2	Spanner	4/4	2	1	0											
38	38	150	150	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	406								
39	39	152	152	0.0	0	0	Dynamic	4/4	1	1	0				p							
39	39	152	152	0.0	0	0	Spanner	4/4	1	1	0											
39	39	152	152	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	407				94				
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	408				94				
39	39	153	153	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	409				94				
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	410				94				
39	39	154	154	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	411				94				
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	412				94				
39	39	155	155	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	413				94				
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	414				94				
39	39	152	152	4.0	0	0	Chord	4/4	1	2	1	1	1	415								
39	39	152	152	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	416				95				
39	39	153	153	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	417								
39	39	154	154	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	418				96				
39	39	155	155	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	419								
40	40	156	156	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	420				94				
40	40	313/2	313/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	421				94				
40	40	627/4	627/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	422				94				
40	40	157	157	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	423								
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	424				97				
40	40	156	156	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	425				98				
40	40	157	157	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	426								
40	40	158	158	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	427				99				
40	40	159	159	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	428								
41	41	160	160	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	429				97				
41	41	321/2	321/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	430				97				
41	41	161	161	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	431				97				
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	432				97				
41	41	162	162	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	433				97				
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	434				97				
41	41	163	163	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	435				97				
41	41	327/2	327/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	436				97				
41	41	160	160	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	437								
41	41	162	162	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	438								
41	41	160	160	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	439				100				
41	41	161	161	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	440								
41	41	162	162	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	441				101				
41	41	163	163	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	442								
42	42	164	164	0.0	0	0	StaffText	4/4	1	1	0						cresc.	97				
42	42	164	164	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	443				97				
42	42	329/2	329/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	444				97				
42	42	659/4	659/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	445				97				
42	42	165	165	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	446								
42	42	333/2	333/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	447				102				
42	42	167	167	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	448				102				
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	449				102				
42	42	164	164	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	450								
42	42	166	166	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	451								
42	42	164	164	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	452				103				
42	42	165	165	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	453								
42	42	166	166	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	454				104				
42	42	167	167	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	455								
43	43	168	168	0.0	0	0	Spanner	4/4	1	1	0							102		2		
43	43	168	168	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	456				102		2		
43	43	337/2	337/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	457				102		2		
43	43	675/4	675/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	458				102		2		
43	43	169	169	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	459				102		2		
43	43	341/2	341/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	460				102		2		
43	43	171	171	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	461				102		2		
43	43	343/2	343/2	0.0	7/8	7/8	Spanner	4/4	1	1	0											
43	43	343/2	343/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	462								
43	43	168	168	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	463								
43	43	170	170	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	464								
43	43	168	168	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	465				105				
43	43	169	169	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	466								
43	43	170	170	0.0	1/2	1/2	Spanner	4/4	2	1	0										7	7
43	43	170	170	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	467				106			7	7
43	43	171	171	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	468							7	7
44	44	345/2	345/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0				pp							
44	44	345/2	345/2	0.0	1/8	1/8	StaffText	4/4	1	1	0						scherzando					
44	44	345/2	345/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	469				107				
44	44	691/4	691/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	470				107				
44	44	173	173	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	471		articStaccatoAbove						
44	44	347/2	347/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	472				108				
44	44	695/4	695/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	473				108				
44	44	174	174	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	474		articStaccatoAbove						
44	44	349/2	349/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	475				109				
44	44	699/4	699/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	476				109				
44	44	175	175	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	477		articStaccatoAbove						
44	44	351/2	351/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	478				110				
44	44	703/4	703/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	479				110				
44	44	172	172	0.0	0	0	Spanner	4/4	2	1	0											
44	44	345/2	345/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	480				111				
44	44	691/4	691/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	481				111				
44	44	173	173	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	482		articStaccatoAbove						
44	44	347/2	347/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	483				112				
44	44	695/4	695/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	484				112				
44	44	174	174	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	485		articStaccatoAbove						
44	44	349/2	349/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	486				113				
44	44	699/4	699/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	487				113				
44	44	175	175	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	488		articStaccatoBelow						
44	44	351/2	351/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	489				114				
44	44	703/4	703/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	490				114				
45	45	176	176	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	491		articStaccatoAbove						
45	45	177	177	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	492		articStaccatoBelow						
45	45	178	178	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	493		articStaccatoAbove						
45	45	176	176	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	494		articStaccatoAbove						
45	45	177	177	0.0	1/4	1/4	Spanner	4/4	2	1	0										8	8
45	45	177	177	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	495		articStaccatoAbove					8	8
45	45	355/2	355/2	0.0	3/8	3/8	Spanner	4/4	2	1	0											
45	45	178	178	0.0	1/2	1/2	Spanner	4/4	2	1	0										9	9
45	45	178	178	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	496		articStaccatoAbove					9	9
45	45	357/2	357/2	0.0	5/8	5/8	Spanner	4/4	2	1	0											
46	46	367/2	367/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	497				115				
46	46	180	180	0.0	0	0	Dynamic	4/4	2	1	0				p							
46	46	180	180	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	498				116				
46	46	181	181	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	499								
46	46	182	182	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	500				117				
46	46	183	183	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	501								
47	47	184	184	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	502				115				
47	47	369/2	369/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	503				115				
47	47	185	185	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	504				115				
47	47	371/2	371/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	505				115				
47	47	186	186	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	506				115				
47	47	373/2	373/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	507				115				
47	47	187	187	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	508				115				
47	47	375/2	375/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	509				115				
47	47	184	184	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	510				118				
47	47	185	185	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	511								
47	47	186	186	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	512				119				
47	47	187	187	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	513								
48	48	188	188	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	514				115				
48	48	377/2	377/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	515				115				
48	48	755/4	755/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	516				115				
48	48	189	189	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	517								
48	48	383/2	383/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	518				120				
48	48	188	188	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	519				121				
48	48	189	189	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	520								
48	48	190	190	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	521				122				
48	48	191	191	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	522								
49	49	192	192	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	523				120				
49	49	385/2	385/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	524				120				
49	49	193	193	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	525				120				
49	49	387/2	387/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	526				120				
49	49	194	194	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	527				120				
49	49	389/2	389/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	528				120				
49	49	195	195	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	529				120				
49	49	391/2	391/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	530				120				
49	49	192	192	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	531				123				
49	49	193	193	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	532								
