mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
93	93	272	272	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	508									78					
93	93	272	272	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	509														
94	94	275	275	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	510														
94	94	275	275	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	511									78					
94	94	277	277	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	512														
94	94	275	275	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	513														
95	95	278	278	0.0	0	0	Dynamic	3/4	1	1	0					fp													
95	95	280	280	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	514									79					
95	95	278	278	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	515														
95	95	278	278	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	516									80					
95	95	278	278	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	517														
96	96	281	281	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	518									79					
96	96	282	282	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	519									79					
96	96	283	283	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	520									79					
96	96	281	281	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	521														
96	96	281	281	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	522									80					
96	96	281	281	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	523														
97	97	284	284	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	524									79					
97	97	285	285	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	525									79					
97	97	286	286	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	526									79					
97	97	284	284	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	527														
97	97	284	284	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	528									80					
97	97	284	284	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	529														
98	98	287	287	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	530									79					
98	98	287	287	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	531									79					
98	98	287	287	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	532									79					
98	98	288	288	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	533									79					
98	98	289	289	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	534														
98	98	287	287	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	535														
98	98	287	287	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	536														
98	98	287	287	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	537														
99	99	290	290	0.0	0	0	Dynamic	3/4	1	1	0					fp													
99	99	292	292	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	538									81					
99	99	290	290	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	539														
99	99	290	290	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	540									82					
99	99	290	290	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	541														
100	100	293	293	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	542									81					
100	100	294	294	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	543									81					
100	100	295	295	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	544									81					
100	100	293	293	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	545														
100	100	293	293	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	546									82					
100	100	293	293	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	547														
101	101	296	296	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	548									81					
101	101	298	298	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	549									81					
101	101	296	296	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	550														
101	101	296	296	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	551									82					
101	101	296	296	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	552														
102	102	299	299	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	553														
102	102	299	299	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	554									82					
102	102	301	301	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	555														
102	102	299	299	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	556														
103	103	302	302	0.0	0	0	Dynamic	3/4	1	1	0					pp													
103	103	302	302	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	557									83					
103	103	304	304	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	558									83					
103	103	302	302	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	559														
103	103	302	302	0.0	0	0	StaffText	3/4	2	1	0							una corda											
103	103	302	302	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	560									84					
103	103	302	302	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	561														
104	104	305	305	0.0	0	0	Spanner	3/4	1	1	0													83			2		
104	104	305	305	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	562									83			2		
104	104	306	306	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	563									83			2		
104	104	307	307	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	564									83			2		
104	104	305	305	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	565												2		
104	104	305	305	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	566									84					
104	104	305	305	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	567														
105	105	308	308	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	568									83			2		
105	105	309	309	0.0	1/4	1/4	Spanner	3/4	1	1	0													83					
105	105	309	309	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	569									83					
105	105	310	310	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	570									83					
105	105	308	308	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	571														
105	105	308	308	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	572									84, 85					
105	105	308	308	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	573														
106	106	311	311	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	574									83					
106	106	311	311	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	575									83					
106	106	311	311	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	576									83					
106	106	312	312	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	577									83					
106	106	313	313	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	578									83					
106	106	311	311	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	579														
106	106	311	311	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	580									84					
106	106	311	311	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	581														
107	107	314	314	0.0	0	0	Spanner	3/4	1	1	0													83		1			
107	107	314	314	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	582									83		1			
107	107	315	315	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	583									83		1			
107	107	316	316	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	584									83		1			
107	107	314	314	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	585											1			
107	107	314	314	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	586									84					
107	107	314	314	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	587														
108	108	317	317	0.0	0	0	Spanner	3/4	1	1	0													83					
108	108	317	317	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	588									83					
108	108	317	317	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	589														
108	108	319	319	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	590														
108	108	317	317	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	591									84					
108	108	317	317	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	592														
109	109	320	320	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	593									83					
109	109	320	320	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	594														
109	109	320	320	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	595									84					
110	110	323	323	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	596														
110	110	323	323	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	597														
110	110	323	323	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	598														
111	111	326	326	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	599									86					
111	111	328	328	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	600									86					
111	111	326	326	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	601														
111	111	326	326	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	602									87					
112	112	329	329	0.0	0	0	Spanner	3/4	1	1	0													86			3		
112	112	329	329	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	603									86			3		
112	112	330	330	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	604									86			3		
112	112	331	331	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	605									86			3		
112	112	329	329	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	606												3		
112	112	329	329	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	607									87					
113	113	332	332	0.0	0	0	Spanner	3/4	1	1	0													86					
113	113	332	332	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	608									86					
113	113	333	333	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	609									86					
113	113	334	334	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	610									86					
113	113	332	332	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	611														
113	113	332	332	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	612									87, 88					
114	114	335	335	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	613									86					
114	114	335	335	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	614									86					
114	114	335	335	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	615									86					
114	114	336	336	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	616									86					
114	114	337	337	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	617									86					
114	114	335	335	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	618														
114	114	335	335	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	619									87					
115	115	338	338	0.0	0	0	Spanner	3/4	1	1	0													86		2			
115	115	338	338	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	620									86		2			
115	115	339	339	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	621									86		2			
115	115	340	340	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	622									86		2			
115	115	338	338	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	623											2			
115	115	338	338	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	624									87					
116	116	341	341	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	625									86		2			
116	116	343	343	0.0	1/2	1/2	Spanner	3/4	1	1	0													86					
116	116	341	341	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	626														
116	116	343	343	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	627														
116	116	341	341	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	628									87					
116	116	341	341	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	629														
117	117	344	344	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	630									86					
117	117	344	344	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	631									87					
118	118	347	347	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	632														
118	118	347	347	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	633														
119	119	350	350	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	634									89					
119	119	352	352	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	635									89					
119	119	350	350	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	636														
119	119	350	350	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	637									90					
120	120	353	353	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	638									89					
120	120	354	354	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	639									89					
120	120	355	355	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	640									89					
120	120	353	353	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	641														
120	120	353	353	0.0	0	0	StaffText	3/4	2	1	0							tre corde						90					
120	120	353	353	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	642									90					
121	121	356	356	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	643									89					
121	121	357	357	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	644									89					
121	121	358	358	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	645									89					
121	121	356	356	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	646														
121	121	356	356	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	647									90					
122	122	359	359	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	648														
122	122	359	359	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	649														
123	123	362	362	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	650									91					
123	123	363	363	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	651									91					
123	123	364	364	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	652									91					
123	123	362	362	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	653														
123	123	362	362	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	654									92					
124	124	365	365	0.0	0	0	Spanner	3/4	1	1	0													91			4		
124	124	365	365	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	655									91			4		
124	124	365	365	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	656									92					
125	125	368	368	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	657									91			4		
125	125	369	369	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	658									91			4		
125	125	370	370	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	659									91			4		
125	125	368	368	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	660												4		
125	125	368	368	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	661									92					
126	126	371	371	0.0	0	0	Spanner	3/4	1	1	0																		
126	126	371	371	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	662														
126	126	371	371	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	663														
127	127	374	374	0.0	0	0	StaffText	3/4	1	1	0							cresc.											
127	127	374	374	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	664									93					
127	127	376	376	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	665									93					
127	127	374	374	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	666														
127	127	374	374	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	667									94					
128	128	377	377	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	668									93					
128	128	378	378	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	669									93					
128	128	379	379	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	670									93					
128	128	377	377	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	671														
128	128	377	377	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	672									94					
129	129	380	380	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	673									93					
129	129	381	381	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	674									93					
129	129	382	382	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	675									93					
129	129	380	380	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	676														
129	129	380	380	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	677									94					
130	130	383	383	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	678														
130	130	383	383	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	679														
130	130	383	383	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	680									94					
130	130	383	383	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	681														
130	130	385	385	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	682														
131	131	386	386	0.0	0	0	Dynamic	3/4	1	1	0					f													
131	131	386	386	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	683		articTenutoBelow							95					
131	131	387	387	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	684		articTenutoBelow							95					
131	131	388	388	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	685		articTenutoBelow							95					
131	131	386	386	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	686														
131	131	386	386	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	687														
132	132	389	389	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	688		articTenutoBelow							95					
132	132	391	391	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	689		articTenutoBelow							95					
132	132	389	389	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	690														
132	132	389	389	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	691														
133	133	392	392	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	692		articTenutoBelow							95					
133	133	392	392	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	693									96					
134	134	395	395	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	694														
134	134	395	395	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	695														
135	135	398	398	0.0	0	0	Dynamic	3/4	1	1	0					pp													
135	135	398	398	0.0	0	0	StaffText	3/4	1	1	0							Tempo 1											
135	135	399	399	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	696									97					
135	135	1198/3	1198/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	697									97					
135	135	1199/3	1199/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	698									97					
135	135	400	400	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	699									97					
135	135	1201/3	1201/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	700									97					
135	135	1202/3	1202/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	701														
135	135	398	398	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	702														
135	135	399	399	0.0	1/4	1/4	StaffText	3/4	1	2	0							una corda											
135	135	399	399	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	703														
135	135	799/2	799/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	704														
135	135	400	400	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	705														
135	135	801/2	801/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	706														
136	136	402	402	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	707									98					
136	136	1207/3	1207/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	708									98					
136	136	1208/3	1208/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	709									98					
136	136	403	403	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	710									98					
136	136	1210/3	1210/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	711									98					
136	136	1211/3	1211/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	712														
136	136	401	401	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	713		articAccentBelow							99					
136	136	402	402	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	714									99					
136	136	805/2	805/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	715									99					
136	136	403	403	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	716		articStaccatoBelow												
137	137	405	405	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	717									100					
137	137	1216/3	1216/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	718									100					
137	137	1217/3	1217/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	719									100					
137	137	406	406	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	720									100					
137	137	1219/3	1219/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	721									100					
137	137	1220/3	1220/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	722														
137	137	404	404	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	723		articAccentBelow							101					
137	137	405	405	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	724									101					
137	137	811/2	811/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	725									101					
137	137	406	406	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	726		articStaccatoBelow												
138	138	408	408	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	727									102					
138	138	1225/3	1225/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	728									102					
138	138	1226/3	1226/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	729									102					
138	138	409	409	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	730									102					
138	138	1228/3	1228/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	731									102					
138	138	1229/3	1229/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	732														
138	138	407	407	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	733		articAccentAbove							103					
138	138	408	408	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	734									103					
138	138	817/2	817/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	735									103					
138	138	409	409	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	736		articStaccatoAbove												
139	139	411	411	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	737									104					
139	139	1234/3	1234/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	738									104					
139	139	1235/3	1235/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	739									104					
139	139	412	412	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	740									104					
139	139	1237/3	1237/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	741									104					
139	139	1238/3	1238/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	742														
139	139	410	410	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	743														
139	139	411	411	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	744														
139	139	823/2	823/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	745														
139	139	412	412	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	746														
139	139	825/2	825/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	747														
140	140	414	414	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	748									105					
140	140	1243/3	1243/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	749									105					
140	140	1244/3	1244/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	750									105					
140	140	415	415	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	751									105					
140	140	1246/3	1246/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	752									105					
140	140	1247/3	1247/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	753														
140	140	413	413	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	754		articAccentAbove							106					
140	140	414	414	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	755									106					
140	140	829/2	829/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	756									106					
140	140	415	415	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	757		articStaccatoAbove												
141	141	417	417	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	758									107					
141	141	1252/3	1252/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	759									107					
141	141	1253/3	1253/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	760									107					
141	141	418	418	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	761									107					
141	141	1255/3	1255/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	762									107					
141	141	1256/3	1256/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	763														
141	141	416	416	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	764		articAccentAbove							108					
141	141	417	417	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	765									108					
141	141	835/2	835/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	766									108					
141	141	418	418	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	767		articStaccatoBelow												
142	142	420	420	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	768														
142	142	419	419	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	769		articAccentAbove							109					
142	142	420	420	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	770									109					
142	142	421	421	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	771		articStaccatoBelow												
143	143	423	423	0.0	1/4	1/4	StaffText	3/4	1	1	0							sempre											
143	143	423	423	0.0	1/4	1/4	Dynamic	3/4	1	1	0					pp													
143	143	423	423	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	772									110					
143	143	1270/3	1270/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	773									110					
143	143	1271/3	1271/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	774									110					
143	143	424	424	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	775									110					
143	143	1273/3	1273/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	776									110					
143	143	1274/3	1274/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	777														
143	143	422	422	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	778														
143	143	423	423	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	779														
