mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
72	72	215	215	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	516		articStaccatoAbove								2	2		
73	73	216	216	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	517		articStaccatoAbove											
73	73	216	216	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	518										2	2		
73	73	217	217	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	519		articStaccatoAbove								2	2		
73	73	218	218	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	520		articStaccatoAbove								2	2		
74	74	221	221	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	521		articAccentAbove											
74	74	219	219	0.0	0	0	Dynamic	3/4	2	1	0				f												
74	74	219	219	0.0	0	0	Spanner	3/4	2	1	0																
74	74	219	219	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	522		articAccentBelow											
74	74	220	220	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	523													
74	74	221	221	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	524													
75	75	222	222	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	525													
75	75	223	223	1.75	1/4	1/4	Chord	3/4	1	1	7/16	1/4	7/4	526													
75	75	899/4	899/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	527													
75	75	222	222	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	528													
75	75	223	223	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	529													
75	75	224	224	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	530													
76	76	225	225	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	531		articAccentBelow											
76	76	225	225	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	532		articAccentBelow											
76	76	226	226	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	533													
76	76	227	227	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	534													
77	77	228	228	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	535													
77	77	229	229	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	536													
77	77	230	230	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	537													
78	78	232	232	0.0	1/4	1/4	StaffText	3/4	1	1	0						sempre										
78	78	232	232	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	538									162				
78	78	929/4	929/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	539													
78	78	233	233	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	540									163				
78	78	933/4	933/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	541													
78	78	231	231	0.0	0	0	Dynamic	3/4	2	1	0				f												
78	78	231	231	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	542		articAccentBelow											
78	78	232	232	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	543									164				
78	78	929/4	929/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	544													
78	78	233	233	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	545									165				
78	78	933/4	933/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	546													
79	79	234	234	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	547		articAccentAbove											
79	79	235	235	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	548									166				
79	79	941/4	941/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	549													
79	79	236	236	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	550									167				
79	79	945/4	945/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	551													
79	79	234	234	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	552		articAccentBelow											
79	79	235	235	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	553									168				
79	79	941/4	941/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	554													
79	79	236	236	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	555									169				
79	79	945/4	945/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	556													
80	80	238	238	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	557									170				
80	80	953/4	953/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	558													
80	80	239	239	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	559									171				
80	80	957/4	957/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	560													
80	80	237	237	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	561		articAccentBelow											
80	80	238	238	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	562									172				
80	80	953/4	953/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	563													
80	80	239	239	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	564									173				
80	80	957/4	957/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	565													
81	81	240	240	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	566		articAccentAbove											
81	81	241	241	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	567									174				
81	81	965/4	965/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	568													
81	81	242	242	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	569									175				
81	81	969/4	969/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	570													
81	81	240	240	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	571		articAccentBelow											
81	81	241	241	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	572									176				
81	81	965/4	965/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	573													
81	81	242	242	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	574									177				
81	81	969/4	969/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	575													
82	82	244	244	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	576									178				
82	82	977/4	977/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	577													
82	82	245	245	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	578									179				
82	82	981/4	981/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	579													
82	82	243	243	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	580		articAccentBelow											
82	82	244	244	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	581									180				
82	82	977/4	977/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	582									180				
82	82	245	245	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	583									181				
82	82	981/4	981/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	584													
83	83	246	246	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	585		articStaccatoBelow											
83	83	247	247	1.75	1/4	1/4	Chord	3/4	1	1	7/16	1/4	7/4	586		articAccentBelow											
83	83	246	246	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	587		articStaccatoBelow											
83	83	247	247	1.75	1/4	1/4	Chord	3/4	2	1	7/16	1/4	7/4	588													
83	83	995/4	995/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	589													
83	83	995/4	995/4	0.25	11/16	11/16	Chord	3/4	2	2	1/16	1/16	1	590													
84	84	249	249	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	591		articAccentAbove											
84	84	251	251	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	592		articAccentAbove											
84	84	249	249	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	593													
84	84	251	251	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	594													
85	85	252	252	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	595													
85	85	505/2	505/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0				p												
85	85	505/2	505/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	596									182				
85	85	253	253	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	597									182				
85	85	507/2	507/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	598									182				
85	85	254	254	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	599									182				
85	85	509/2	509/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	600													
85	85	252	252	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	601													
86	86	256	256	0.0	1/4	1/4	StaffText	3/4	1	1	0						dolce.										
86	86	256	256	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	602									183				
86	86	1025/4	1025/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	603													
86	86	257	257	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	604									184				
86	86	1029/4	1029/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	605													
86	86	255	255	0.0	0	0	Dynamic	3/4	2	1	0				p												
86	86	255	255	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	606									185				
86	86	257	257	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	607									185				
87	87	259	259	0.0	1/4	1/4	Spanner	3/4	1	1	0																6
87	87	259	259	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	608									186				6
87	87	1037/4	1037/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	609													6
87	87	260	260	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	610									187				6
87	87	1041/4	1041/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	611													6
87	87	258	258	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	612									185				
87	87	260	260	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	613									185				
88	88	261	261	0.0	0	0	Spanner	3/4	1	1	0																
88	88	261	261	0.0	0	0	Spanner	3/4	1	1	0															3	
88	88	262	262	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	614									188			3	
88	88	1049/4	1049/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	615												3	
88	88	263	263	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	616									189			3	
88	88	1053/4	1053/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	617												3	
88	88	261	261	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	618									185				
88	88	263	263	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	619									185				
89	89	264	264	0.0	0	0	Spanner	3/4	1	1	0																
89	89	264	264	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	620													
89	89	265	265	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	621									190				
89	89	1061/4	1061/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	622													
89	89	266	266	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	623									191				
89	89	1065/4	1065/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	624													
89	89	264	264	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	625													
90	90	267	267	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>cantabile</i>"										
90	90	267	267	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	626		articAccentAbove											
90	90	269	269	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	627		articAccentAbove											
90	90	268	268	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	628									192				
90	90	1073/4	1073/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	629													
90	90	269	269	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	630									193				
90	90	1077/4	1077/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	631													
90	90	267	267	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	632													
90	90	268	268	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	633		articStaccatoAbove											
90	90	269	269	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	634		articStaccatoAbove											
91	91	270	270	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	635													
91	91	271	271	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	636													
91	91	545/2	545/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	637													
91	91	271	271	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	638									194				
91	91	1085/4	1085/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	639													
91	91	272	272	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	640									195				
91	91	1089/4	1089/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	641													
91	91	270	270	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	642													
91	91	271	271	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	643		articStaccatoAbove											
91	91	272	272	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	644		articStaccatoAbove											
92	92	273	273	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	645		articAccentAbove							196				
92	92	274	274	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	646									197				
92	92	1097/4	1097/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	647													
92	92	275	275	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	648									198				
92	92	1101/4	1101/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	649													
92	92	273	273	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	650													
92	92	274	274	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	651									199				
92	92	1097/4	1097/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	652													
92	92	275	275	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	653									200				
92	92	1101/4	1101/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	654													
93	93	276	276	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	655													
93	93	277	277	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	656									201				
93	93	1109/4	1109/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	657													
93	93	278	278	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	658									202				
93	93	1113/4	1113/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	659													
93	93	277	277	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	660									203				
93	93	1109/4	1109/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	661													
93	93	278	278	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	662									204				
93	93	1113/4	1113/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	663													
94	94	280	280	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	664									205				
94	94	1121/4	1121/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	665													
94	94	281	281	0.0	1/2	1/2	Spanner	3/4	1	1	0																7
94	94	281	281	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	666									206				7
94	94	1125/4	1125/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	667													7
94	94	279	279	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	668									207				
94	94	281	281	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	669									207				
95	95	283	283	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	670									208				7
95	95	1133/4	1133/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	671													7
95	95	284	284	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	672									209				7
95	95	1137/4	1137/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	673													7
95	95	282	282	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	674									207				
95	95	284	284	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	675									207				
96	96	285	285	0.0	0	0	Spanner	3/4	1	1	0																
96	96	286	286	0.0	1/4	1/4	Spanner	3/4	1	1	0															4	
96	96	286	286	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	676									210			4	
96	96	1145/4	1145/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	677												4	
96	96	287	287	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	678									211			4	
96	96	1149/4	1149/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	679												4	
96	96	285	285	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	680									207				
96	96	287	287	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	681									207				
97	97	288	288	0.0	0	0	Spanner	3/4	1	1	0																
97	97	288	288	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	682													
97	97	289	289	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	683									212				
97	97	1157/4	1157/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	684													
97	97	290	290	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	685									213				
97	97	1161/4	1161/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	686													
97	97	288	288	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	687													
98	98	291	291	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>cantabile</i>"										
98	98	291	291	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	688		articAccentAbove											
98	98	293	293	0.0	1/2	1/2	Spanner	3/4	1	1	0																8
98	98	293	293	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	689		articAccentAbove											8
98	98	292	292	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	690									214				8
98	98	1169/4	1169/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	691													8
98	98	293	293	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	692									215				8
98	98	1173/4	1173/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	693													8
98	98	291	291	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	694													
98	98	292	292	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	695									216				
98	98	1169/4	1169/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	696													
98	98	293	293	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	697									217				
98	98	1173/4	1173/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	698													
99	99	294	294	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	699													8
99	99	295	295	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	700													8
99	99	593/2	593/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	701													8
99	99	295	295	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	702									218				8
99	99	1181/4	1181/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	703													8
99	99	296	296	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	704									219				8
99	99	1185/4	1185/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	705													8
99	99	295	295	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	706									220				
99	99	1181/4	1181/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	707													
99	99	296	296	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	708									221				
99	99	1185/4	1185/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	709													
100	100	297	297	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	710		articAccentAbove							222				8
100	100	298	298	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	711									223				8
100	100	1193/4	1193/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	712													8
100	100	299	299	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	713									224				8
100	100	1197/4	1197/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	714													8
100	100	298	298	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	715									225				
100	100	1193/4	1193/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	716													
100	100	299	299	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	717									226				
100	100	1197/4	1197/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	718													
101	101	300	300	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	719													8
101	101	301	301	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	720									227				8
101	101	1205/4	1205/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	721													8
101	101	302	302	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	722									228				8
101	101	1209/4	1209/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	723													8
101	101	301	301	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	724									229				
101	101	1205/4	1205/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	725													
101	101	302	302	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	726									230				
101	101	1209/4	1209/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	727													
102	102	303	303	0.0	0	0	Spanner	3/4	1	1	0																
102	102	303	303	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	728													
102	102	305	305	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	729		articAccentAbove											
102	102	304	304	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	730									231				
102	102	1217/4	1217/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	731													
102	102	305	305	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	732									232				
102	102	1221/4	1221/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	733													
102	102	303	303	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	734													
102	102	304	304	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	735									233				
102	102	1217/4	1217/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	736													
102	102	305	305	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	737									234				
102	102	1221/4	1221/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	738													
103	103	306	306	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	739													
103	103	307	307	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	740													
103	103	617/2	617/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	741													
103	103	307	307	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	742									235				
103	103	1229/4	1229/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	743													
103	103	308	308	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	744									236				
103	103	1233/4	1233/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	745													
103	103	307	307	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	746									237				
103	103	1229/4	1229/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	747													
103	103	308	308	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	748									238				
103	103	1233/4	1233/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	749													
104	104	309	309	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	750		articAccentAbove							239				
104	104	310	310	0.0	1/4	1/4	Spanner	3/4	1	1	0												239			5	
104	104	310	310	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	751									240			5	
104	104	1241/4	1241/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	752												5	
104	104	311	311	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	753									241			5	
104	104	1245/4	1245/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	754												5	
104	104	309	309	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	755													
104	104	310	310	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	756									242				
104	104	1241/4	1241/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	757													
104	104	311	311	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	758									243				
104	104	1245/4	1245/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	759													
105	105	312	312	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	760												5	
105	105	313	313	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	761									244			5	
105	105	1253/4	1253/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	762												5	
105	105	314	314	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	763									245			5	
105	105	1257/4	1257/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	764												5	
105	105	313	313	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	765									246				
105	105	1253/4	1253/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	766													
105	105	314	314	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	767									247				
105	105	1257/4	1257/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	768													
106	106	315	315	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>animato</i>"										
106	106	315	315	0.0	0	0	Spanner	3/4	1	1	0																
106	106	316	316	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	769									248				
106	106	1265/4	1265/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	770													
106	106	317	317	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	771									249				
106	106	1269/4	1269/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	772													
106	106	315	315	0.0	0	0	Dynamic	3/4	2	1	0				pp												
106	106	315	315	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	773													
106	106	316	316	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	774									250				
106	106	317	317	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	775													
107	107	319	319	0.0	1/4	1/4	Spanner	3/4	1	1	0																9
107	107	319	319	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	776									251				9
107	107	1277/4	1277/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	777													9
107	107	320	320	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	778									252				9
107	107	1281/4	1281/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	779													9
107	107	318	318	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	780													
107	107	319	319	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	781									253				
