mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
14	14	39	39	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	272		articAccentBelow						
14	14	41	41	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	273								
15	15	42	42	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	274				13				
15	15	169/4	169/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	275				13				
15	15	85/2	85/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	276				13				
15	15	171/4	171/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	277				13				
15	15	43	43	0.0	1/4	1/4	Spanner	3/4	1	1	0							13		1		
15	15	43	43	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	278				13		1		
15	15	173/4	173/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	279				13		1		
15	15	87/2	87/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	280				13		1		
15	15	175/4	175/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	281				13		1		
15	15	44	44	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	282				13		1		
15	15	177/4	177/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	283				13		1		
15	15	89/2	89/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	284				13		1		
15	15	179/4	179/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	285						1		
15	15	42	42	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	286		articAccentBelow						
15	15	169/4	169/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	287								
15	15	85/2	85/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	288								
15	15	171/4	171/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	289								
15	15	43	43	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	290								
15	15	173/4	173/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	291								
15	15	87/2	87/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	292								
15	15	175/4	175/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	293								
15	15	44	44	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	294								
15	15	177/4	177/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	295								
15	15	89/2	89/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	296								
15	15	179/4	179/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	297								
16	16	45	45	0.0	0	0	Dynamic	3/4	1	1	0				fz							
16	16	45	45	0.0	0	0	Spanner	3/4	1	1	0											
16	16	45	45	0.0	0	0	Spanner	3/4	1	1	0								1			
16	16	45	45	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	298					1			
16	16	47	47	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	299					1			
16	16	95/2	95/2	0.0	5/8	5/8	Spanner	3/4	1	1	0											
16	16	45	45	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	300								
16	16	46	46	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	301								
16	16	47	47	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	302								
16	16	45	45	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	303								
16	16	181/4	181/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	304								
16	16	91/2	91/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	305								
16	16	183/4	183/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	306								
16	16	46	46	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	307								
16	16	185/4	185/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	308								
16	16	93/2	93/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	309								
16	16	187/4	187/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	310								
16	16	47	47	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	311								
17	17	48	48	0.0	0	0	Dynamic	3/4	1	1	0				pp							
17	17	48	48	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	312		articAccentAbove						
17	17	193/4	193/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	313								
17	17	97/2	97/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	314								
17	17	195/4	195/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	315								
17	17	49	49	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	316								
17	17	197/4	197/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	317								
17	17	99/2	99/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	318								
17	17	199/4	199/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	319								
17	17	50	50	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	320								
17	17	48	48	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	321		articAccentBelow						
17	17	193/4	193/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	322								
17	17	97/2	97/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	323								
17	17	195/4	195/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	324								
17	17	49	49	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	325								
17	17	197/4	197/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	326								
17	17	99/2	99/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	327								
17	17	199/4	199/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	328								
17	17	50	50	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	329								
18	18	51	51	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	330		articAccentAbove						
18	18	205/4	205/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	331								
18	18	103/2	103/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	332								
18	18	207/4	207/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	333								
18	18	52	52	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	334								
18	18	209/4	209/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	335								
18	18	105/2	105/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	336								
18	18	211/4	211/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	337								
18	18	53	53	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	338								
18	18	51	51	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	339		articAccentBelow						
18	18	205/4	205/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	340								
18	18	103/2	103/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	341								
18	18	207/4	207/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	342								
18	18	52	52	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	343								
18	18	209/4	209/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	344								
18	18	105/2	105/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	345								
18	18	211/4	211/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	346								
18	18	53	53	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	347								
19	19	54	54	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	348		articAccentAbove						
19	19	217/4	217/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	349								
19	19	109/2	109/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	350								
19	19	219/4	219/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	351								
19	19	55	55	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	352								
19	19	221/4	221/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	353								
19	19	111/2	111/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	354								
19	19	223/4	223/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	355								
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	356								
19	19	54	54	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	357		articAccentBelow						
19	19	217/4	217/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	358								
19	19	109/2	109/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	359								
19	19	219/4	219/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	360								
19	19	55	55	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	361								
19	19	221/4	221/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	362								
19	19	111/2	111/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	363								
19	19	223/4	223/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	364								
19	19	56	56	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	365								
20	20	57	57	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	366		articAccentAbove						
20	20	229/4	229/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	367								
20	20	115/2	115/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	368								
20	20	231/4	231/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	369								
20	20	58	58	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	370								
20	20	233/4	233/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	371								
20	20	117/2	117/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	372								
20	20	235/4	235/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	373								
20	20	59	59	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	374								
20	20	57	57	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	375		articAccentBelow						
20	20	229/4	229/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	376								
20	20	115/2	115/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	377								
20	20	231/4	231/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	378								
20	20	58	58	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	379								
20	20	233/4	233/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	380								
20	20	117/2	117/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	381								
20	20	235/4	235/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	382								
20	20	59	59	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	383								
21	21	60	60	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>cresc.</i>"					
21	21	60	60	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	384		articAccentAbove						
21	21	241/4	241/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	385								
21	21	121/2	121/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	386								
21	21	243/4	243/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	387								
21	21	61	61	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	388								
21	21	245/4	245/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	389								
21	21	123/2	123/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	390								
21	21	247/4	247/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	391								
21	21	62	62	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	392								
21	21	60	60	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	393		articAccentBelow						
21	21	241/4	241/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	394								
21	21	121/2	121/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	395								
21	21	243/4	243/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	396								
21	21	61	61	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	397								
21	21	245/4	245/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	398								
21	21	123/2	123/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	399								
21	21	247/4	247/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	400								
21	21	62	62	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	401								
22	22	63	63	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	402		articAccentAbove						
22	22	253/4	253/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	403								
22	22	127/2	127/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	404								
22	22	255/4	255/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	405								
22	22	64	64	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	406								
22	22	257/4	257/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	407								
22	22	129/2	129/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	408								
22	22	259/4	259/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	409								
22	22	65	65	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	410								
22	22	63	63	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	411		articAccentBelow						
22	22	253/4	253/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	412								
22	22	127/2	127/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	413								
22	22	255/4	255/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	414								
22	22	64	64	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	415								
22	22	257/4	257/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	416								
22	22	129/2	129/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	417								
22	22	259/4	259/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	418								
22	22	65	65	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	419								
23	23	66	66	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	420		articAccentAbove						
23	23	265/4	265/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	421								
23	23	133/2	133/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	422								
23	23	267/4	267/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	423								
23	23	67	67	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	424								
23	23	269/4	269/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	425								
23	23	135/2	135/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	426								
23	23	271/4	271/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	427								
23	23	68	68	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	428								
23	23	66	66	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	429		articAccentAbove						
23	23	265/4	265/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	430								
23	23	133/2	133/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	431								
23	23	267/4	267/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	432								
23	23	67	67	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	433								
23	23	269/4	269/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	434								
23	23	135/2	135/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	435								
23	23	271/4	271/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	436								
23	23	68	68	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	437								
24	24	69	69	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	438		articAccentAbove						
24	24	277/4	277/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	439								
24	24	139/2	139/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	440								
24	24	279/4	279/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	441								
24	24	70	70	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	442								
24	24	281/4	281/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	443								
24	24	141/2	141/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	444								
24	24	283/4	283/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	445								
24	24	71	71	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	446								
24	24	69	69	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	447		articAccentAbove						
24	24	277/4	277/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	448								
24	24	139/2	139/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	449								
24	24	279/4	279/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	450								
24	24	70	70	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	451								
24	24	281/4	281/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	452								
24	24	141/2	141/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	453								
24	24	283/4	283/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	454								
24	24	71	71	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	455								
25	25	72	72	0.0	0	0	Dynamic	3/4	1	1	0				f							
25	25	72	72	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	456		articAccentAbove						
25	25	289/4	289/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	457								
25	25	145/2	145/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	458								
25	25	291/4	291/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	459								
25	25	73	73	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	460		articAccentAbove						
25	25	293/4	293/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	461								
25	25	147/2	147/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	462								
25	25	295/4	295/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	463								
25	25	74	74	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	464		articAccentAbove						
25	25	297/4	297/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	465								
25	25	149/2	149/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	466								
25	25	299/4	299/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	467								
25	25	72	72	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	468		articAccentAbove						
25	25	289/4	289/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	469								
25	25	145/2	145/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	470								
25	25	291/4	291/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	471								
25	25	73	73	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	472		articAccentBelow						
25	25	293/4	293/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	473								
25	25	147/2	147/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	474								
25	25	295/4	295/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	475								
25	25	74	74	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	476		articAccentBelow						
25	25	297/4	297/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	477								
25	25	149/2	149/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	478								
25	25	299/4	299/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	479								
26	26	75	75	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	480		articAccentAbove						
26	26	301/4	301/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	481								
26	26	151/2	151/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	482								
26	26	303/4	303/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	483								
26	26	76	76	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	484		articAccentAbove						
26	26	305/4	305/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	485								
26	26	153/2	153/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	486								
26	26	307/4	307/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	487								
26	26	77	77	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	488		articAccentAbove						
26	26	309/4	309/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	489								
26	26	155/2	155/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	490								
26	26	311/4	311/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	491								
26	26	75	75	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	492		articAccentBelow						
26	26	301/4	301/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	493								
26	26	151/2	151/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	494								
26	26	303/4	303/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	495								
26	26	76	76	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	496		articAccentBelow						
26	26	305/4	305/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	497								
26	26	153/2	153/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	498								
26	26	307/4	307/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	499								
26	26	77	77	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	500		articAccentBelow						
26	26	309/4	309/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	501								
26	26	155/2	155/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	502								
26	26	311/4	311/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	503								
27	27	78	78	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	504		articAccentAbove						
27	27	313/4	313/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	505								
27	27	157/2	157/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	506								
27	27	315/4	315/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	507								
27	27	79	79	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	508		articAccentAbove						
27	27	317/4	317/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	509								
27	27	159/2	159/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	510								
27	27	319/4	319/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	511								
27	27	80	80	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	512		articAccentAbove						
27	27	321/4	321/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	513								
27	27	161/2	161/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	514								
27	27	323/4	323/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	515								
27	27	78	78	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	516		articAccentAbove						
27	27	313/4	313/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	517								
27	27	157/2	157/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	518								
27	27	315/4	315/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	519								
27	27	79	79	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	520		articAccentAbove						
27	27	317/4	317/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	521								
27	27	159/2	159/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	522								
27	27	319/4	319/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	523								
27	27	80	80	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	524		articAccentAbove						
27	27	321/4	321/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	525								
27	27	161/2	161/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	526								
27	27	323/4	323/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	527								
28	28	81	81	0.0	0	0	Spanner	3/4	1	1	0									2		
28	28	81	81	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	528		articAccentAbove				2		
28	28	325/4	325/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	529						2		
28	28	163/2	163/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	530						2		
28	28	327/4	327/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	531						2		
28	28	82	82	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	532		articAccentAbove				2		
28	28	329/4	329/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	533						2		
28	28	165/2	165/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	534						2		
28	28	331/4	331/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	535						2		
28	28	83	83	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	536		articAccentAbove				2		
28	28	333/4	333/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	537						2		
28	28	167/2	167/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	538						2		
28	28	335/4	335/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	539						2		
28	28	81	81	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	540		articAccentAbove						
28	28	325/4	325/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	541								
28	28	163/2	163/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	542								
28	28	327/4	327/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	543								
28	28	82	82	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	544		articAccentAbove						
28	28	329/4	329/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	545								
28	28	165/2	165/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	546								
28	28	331/4	331/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	547								
28	28	83	83	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	548		articAccentAbove						
