mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
41	40	120	120	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	270										7			
41	40	118	118	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	271													
41	40	119	119	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	272													
41	40	120	120	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	273													
42	41	121	121	0.0	0	0	Dynamic	3/4	1	1	0				pp												
42	41	121	121	0.0	0	0	Spanner	3/4	1	1	0																
42	41	121	121	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	274		articAccentAbove							13				
42	41	123	123	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	275									13				
42	41	122	122	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	276													
42	41	123	123	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	277													
42	41	121	121	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	278													
42	41	122	122	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	279													
42	41	123	123	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	280													
43	42	124	124	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	281													
43	42	125	125	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	282													
43	42	126	126	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	283													
43	42	124	124	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	284													
43	42	125	125	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	285													
43	42	126	126	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	286													
44	43	127	127	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>cresc.</i>"										
44	43	127	127	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	287		articAccentAbove							14				
44	43	129	129	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	288									14				
44	43	128	128	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	289													
44	43	129	129	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	290													
44	43	127	127	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	291													
44	43	128	128	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	292													
44	43	129	129	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	293													
45	44	130	130	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	294													
45	44	131	131	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	295													
45	44	132	132	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	296													
45	44	130	130	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	297													
45	44	131	131	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	298													
45	44	132	132	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	299													
46	45	133	133	0.0	0	0	StaffText	3/4	1	1	0						"<i><font size=""9""/><font face=""Times New Roman""/>cresc. molto</i>"										
46	45	133	133	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	300		articAccentAbove											
46	45	134	134	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	301													
46	45	135	135	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	302													
46	45	134	134	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	303													
46	45	135	135	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	304													
46	45	133	133	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	305		articAccentBelow											
46	45	134	134	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	306													
46	45	135	135	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	307													
47	46	136	136	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	308		articAccentAbove											
47	46	137	137	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	309													
47	46	138	138	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	310													
47	46	137	137	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	311													
47	46	138	138	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	312													
47	46	136	136	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	313		articAccentBelow											
47	46	137	137	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	314													
47	46	138	138	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	315													
48	47	139	139	0.0	0	0	Dynamic	3/4	1	1	0				f												
48	47	139	139	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	316		articAccentAbove											
48	47	140	140	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	317													
48	47	141	141	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	318													
48	47	140	140	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	319													
48	47	141	141	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	320													
48	47	139	139	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	321		articAccentBelow											
48	47	140	140	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	322													
48	47	141	141	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	323													
49	48	142	142	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	324		articStaccatoAbove							15				
49	48	285/2	285/2	0.0	1/8	1/8	StaffText	3/4	1	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>poco rit.</i>"						15				
49	48	285/2	285/2	0.0	1/8	1/8	Spanner	3/4	1	1	0												15	8			
49	48	285/2	285/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	325		articStaccatoAbove							15	8			
49	48	143	143	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	326		articStaccatoAbove							15	8			
49	48	287/2	287/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	327		articStaccatoAbove							15	8			
49	48	144	144	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	328		articStaccatoAbove							15	8			
49	48	577/4	577/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	329		articStaccatoAbove							15	8			
49	48	289/2	289/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	330		articStaccatoAbove							15	8			
49	48	579/4	579/4	0.0	11/16	11/16	StaffText	3/4	1	1	0						(poco)							8			
49	48	579/4	579/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	331		articStaccatoAbove								8			
50	49	145	145	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""11""/><font face=""Times New Roman""/><i>a tempo</i>"										
50	49	145	145	0.0	0	0	Dynamic	3/4	1	1	0				p												
50	49	145	145	0.0	0	0	Spanner	3/4	1	1	0																
50	49	145	145	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	332													
50	49	147	147	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	333													
50	49	146	146	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	334													
50	49	147	147	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	335													
50	49	145	145	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	336													
50	49	146	146	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	337													
50	49	147	147	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	338													
51	50	148	148	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	339													
51	50	149	149	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	340													
51	50	301/2	301/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	341													
51	50	149	149	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	342													
51	50	150	150	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	343													
51	50	148	148	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	344													
51	50	149	149	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	345													
51	50	150	150	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	346													
52	51	151	151	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	347									16				
52	51	153	153	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	348													
52	51	152	152	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	349													
52	51	153	153	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	350													
52	51	151	151	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	351													
52	51	152	152	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	352													
52	51	153	153	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	353													
53	52	154	154	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	354		articAccentAbove											
53	52	155	155	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	355													
53	52	156	156	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	356													
53	52	154	154	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	357													
53	52	155	155	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	358													
53	52	156	156	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	359													
54	53	157	157	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	360													
54	53	159	159	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	361													
54	53	158	158	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	362													
54	53	159	159	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	363													
54	53	157	157	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	364													
54	53	158	158	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	365													
54	53	159	159	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	366													
55	54	160	160	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	367													
55	54	161	161	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	368													
55	54	325/2	325/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	369													
55	54	161	161	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	370													
55	54	162	162	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	371													
55	54	160	160	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	372													
55	54	161	161	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	373													
55	54	162	162	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	374													
56	55	163	163	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	375									17				
56	55	165	165	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	376													
56	55	164	164	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	377													
56	55	165	165	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	378													
56	55	163	163	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	379													
56	55	164	164	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	380													
56	55	165	165	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	381													
57	56	166	166	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	382													
57	56	167	167	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	383													
57	56	168	168	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	384													
57	56	166	166	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	385													
57	56	167	167	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	386													
57	56	168	168	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	387													
58	57	169	169	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>cantabile</i>"										
58	57	169	169	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	388													
58	57	171	171	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	389													
58	57	170	170	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	390													
58	57	171	171	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	391													
58	57	170	170	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	392													
58	57	171	171	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	393													
58	57	169	169	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	394									18				
59	58	172	172	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	395													
59	58	173	173	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	396													
59	58	349/2	349/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	397													
59	58	173	173	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	398													
59	58	174	174	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	399													
59	58	173	173	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	400													
59	58	174	174	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	401													
59	58	172	172	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	402									18				
60	59	175	175	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	403													
60	59	177	177	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	404													
60	59	176	176	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	405													
60	59	177	177	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	406													
60	59	176	176	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	407													
60	59	177	177	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	408													
60	59	175	175	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	409									18				
61	60	178	178	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	410													
61	60	179	179	0.0	1/4	1/4	Spanner	3/4	1	2	0														5		
61	60	179	179	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	411											5		
61	60	180	180	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	412											5		
61	60	179	179	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	413													
61	60	180	180	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	414													
61	60	178	178	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	415													
62	61	181	181	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	416											5		
62	61	183	183	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	417											5		
62	61	182	182	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	418											5		
62	61	183	183	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	419											5		
62	61	182	182	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	420													
62	61	183	183	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	421													
62	61	181	181	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	422									19				
63	62	184	184	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	423		articTenutoAbove											
63	62	185	185	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	424		articTenutoAbove											
63	62	186	186	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	425		articTenutoAbove											
63	62	184	184	0.0	0	0	Spanner	3/4	1	2	0																
63	62	185	185	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	426													
63	62	186	186	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	427													
63	62	185	185	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	428													
63	62	186	186	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	429													
63	62	184	184	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	430									19				
64	63	187	187	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	431													
64	63	189	189	0.0	1/2	1/2	Spanner	3/4	1	1	0													9			
64	63	189	189	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	432										9			
64	63	188	188	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	433										9			
64	63	189	189	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	434										9			
64	63	188	188	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	435													
64	63	189	189	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	436													
64	63	187	187	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	437									19				
65	64	190	190	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	438										9			
65	64	192	192	0.0	1/2	1/2	Spanner	3/4	1	1	0																
65	64	191	191	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	439													
65	64	192	192	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	440													
65	64	191	191	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	441													
65	64	192	192	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	442													
65	64	190	190	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	443													
66	65	193	193	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	444									20				
66	65	194	194	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	445									20				
66	65	195	195	0.0	1/2	1/2	Spanner	3/4	1	1	0												20		6		
66	65	195	195	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	446									20		6		
66	65	194	194	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	447											6		
66	65	195	195	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	448											6		
66	65	194	194	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	449													
66	65	195	195	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	450													
66	65	193	193	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	451													
67	66	196	196	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	452									20		6		
67	66	197	197	0.0	1/4	1/4	Spanner	3/4	1	1	0												20				
67	66	197	197	0.0	1/4	1/4	Spanner	3/4	1	1	0												20	10			
67	66	197	197	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	453									20	10			
67	66	198	198	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	454										10			
68	67	199	199	0.0	0	0	Spanner	3/4	1	1	0																
68	67	199	199	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	455									21				
68	67	200	200	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	456													
68	67	201	201	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	457													
68	67	200	200	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	458													
68	67	201	201	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	459													
68	67	199	199	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	460													
69	68	202	202	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	461													
69	68	203	203	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	462													
69	68	204	204	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	463													
69	68	203	203	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	464													
69	68	204	204	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	465													
69	68	202	202	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	466													
70	69	205	205	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	467									22				
70	69	206	206	0.0	1/4	1/4	Spanner	3/4	1	1	0												22		7		
70	69	206	206	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	468									22		7		
70	69	207	207	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	469									22		7		
70	69	206	206	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	470											7		
70	69	207	207	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	471											7		
70	69	206	206	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	472													
70	69	207	207	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	473													
70	69	205	205	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	474													
71	70	208	208	0.0	0	0	Spanner	3/4	1	1	0												22				
71	70	208	208	0.75	0	0	Chord	3/4	1	1	3/16	1/4	3/4	475		articTenutoBelow							22				
71	70	835/4	835/4	0.75	3/16	3/16	Chord	3/4	1	1	3/16	1/4	3/4	476		articTenutoAbove							22				
71	70	419/2	419/2	0.0	3/8	3/8	Spanner	3/4	1	1	0												22	11			
71	70	419/2	419/2	0.75	3/8	3/8	Chord	3/4	1	1	3/16	1/4	3/4	477		articTenutoAbove							22	11			
71	70	841/4	841/4	0.75	9/16	9/16	Chord	3/4	1	1	3/16	1/4	3/4	478		articTenutoAbove								11			
72	71	211	211	0.0	0	0	Spanner	3/4	1	1	0																
72	71	211	211	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	479		articAccentAbove											
72	71	212	212	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	480													
72	71	213	213	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	481													
72	71	212	212	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	482													
72	71	213	213	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	483													
72	71	211	211	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	484													
73	72	214	214	0.0	0	0	StaffText	3/4	1	1	0						"<i><font size=""9""/><font face=""Times New Roman""/>rit. al fine</i>"										
73	72	214	214	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	485									23				
73	72	431/2	431/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	486									23				
73	72	216	216	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	487		articTenutoAbove							23				
73	72	649/3	649/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	488		articTenutoAbove							23				
73	72	650/3	650/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	489		articTenutoAbove							23				
73	72	214	214	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	490													
73	72	215	215	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	491													
73	72	214	214	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	492													
73	72	215	215	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	493													
73	72	214	214	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	494													
74	73	217	217	0.0	0	0	Dynamic	3/4	1	1	0				ppp												
74	73	217	217	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	495		articTenutoAbove											
74	73	219	219	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	496													
74	73	218	218	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	497													
74	73	219	219	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	498													
74	73	217	217	0.0	0	0	Spanner	3/4	2	1	0															0	0
74	73	217	217	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	499												0	0
74	73	218	218	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	500												0	0
74	73	219	219	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	501												0	0
75	74	220	220	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	502													
75	74	221	221	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	503													
75	74	445/2	445/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	504													
75	74	221	221	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	505													
75	74	222	222	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	506													
75	74	220	220	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	507												0	0
75	74	221	221	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	508												0	0
75	74	222	222	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	509												0	0
75	74	223	223	0.0	3/4	3/4	Spanner	3/4	2	1	0																
