mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va	decrescendo_hairpin	crescendo_hairpin	crescendo_line	Trill:trill
15	15	67	67	0.16666666666666666	1	1	Chord	9/8	1	1	1/24		1/16	2/3	253									14					3		
15	15	403/6	403/6	0.16666666666666666	25/24	25/24	Chord	9/8	1	1	1/24		1/16	2/3	254									14					3		
15	15	202/3	202/3	0.0	13/12	13/12	Spanner	9/8	1	1	0																				
15	15	202/3	202/3	0.16666666666666666	13/12	13/12	Chord	9/8	1	1	1/24		1/16	2/3	255																
15	15	63	63	0.0	0	0	Spanner	9/8	1	2	0																				
15	15	127/2	127/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	256																
15	15	64	64	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	257																
15	15	129/2	129/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	258																
15	15	65	65	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	259																
15	15	131/2	131/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	260																
15	15	66	66	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	261																
15	15	133/2	133/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	262																
15	15	67	67	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	263																
16	16	135/2	135/2	0.0	0	0	Spanner	9/8	1	1	0																	4			
16	16	135/2	135/2	0.0	0	0	Spanner	9/8	1	1	0																	4			0
16	16	135/2	135/2	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	264		articAccentAbove							15				4			0
16	16	141/2	141/2	0.0	3/4	3/4	Spanner	9/8	1	1	0																				
16	16	141/2	141/2	0.0	3/4	3/4	Spanner	9/8	1	1	0																				
16	16	141/2	141/2	0.0	3/4	3/4	Chord	9/8	1	1	0	grace16	1/16	1	265																
16	16	141/2	141/2	0.0	3/4	3/4	Chord	9/8	1	1	0	grace16	1/16	1	266																
16	16	141/2	141/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	267		articStaccatoAbove														
16	16	135/2	135/2	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	268																
16	16	68	68	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	269																
16	16	137/2	137/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	270																
16	16	69	69	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	271																
16	16	139/2	139/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	272																
16	16	70	70	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	273																
16	16	141/2	141/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	274																
16	16	71	71	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	275																
16	16	143/2	143/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	276																
17	17	72	72	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	277		articAccentAbove							16							
17	17	147/2	147/2	3.0	3/8	3/8	Chord	9/8	1	1	3/4		1/2	3/2	278																
17	17	72	72	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	279																
17	17	145/2	145/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	280																
17	17	73	73	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	281																
17	17	147/2	147/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	282																
17	17	74	74	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	283																
17	17	149/2	149/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	284																
17	17	75	75	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	285																
17	17	151/2	151/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	286																
17	17	76	76	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	287																
18	18	153/2	153/2	0.0	0	0	Dynamic	9/8	1	1	0					p															
18	18	153/2	153/2	1.0	0	0	Chord	9/8	1	1	1/4		1/4	1	288									17							
18	18	155/2	155/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	289									17							
18	18	311/4	311/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	290																
18	18	78	78	0.25	3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	291									18							
18	18	313/4	313/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16		1/16	1	292																
18	18	157/2	157/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	293									19							
18	18	315/4	315/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	294																
18	18	79	79	0.25	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	295									20							
18	18	317/4	317/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	296																
18	18	159/2	159/2	0.16666666666666666	3/4	3/4	Chord	9/8	1	1	1/24		1/16	2/3	297									21							
18	18	239/3	239/3	0.16666666666666666	19/24	19/24	Chord	9/8	1	1	1/24		1/16	2/3	298									21							
18	18	479/6	479/6	0.0	5/6	5/6	Spanner	9/8	1	1	0													21					4		
18	18	479/6	479/6	0.16666666666666666	5/6	5/6	Chord	9/8	1	1	1/24		1/16	2/3	299									21					4		
18	18	80	80	0.16666666666666666	7/8	7/8	Chord	9/8	1	1	1/24		1/16	2/3	300									21					4		
18	18	481/6	481/6	0.16666666666666666	11/12	11/12	Chord	9/8	1	1	1/24		1/16	2/3	301									21					4		
18	18	241/3	241/3	0.16666666666666666	23/24	23/24	Chord	9/8	1	1	1/24		1/16	2/3	302									21					4		
18	18	161/2	161/2	0.16666666666666666	1	1	Chord	9/8	1	1	1/24		1/16	2/3	303									21					4		
18	18	242/3	242/3	0.16666666666666666	25/24	25/24	Chord	9/8	1	1	1/24		1/16	2/3	304									21					4		
18	18	485/6	485/6	0.0	13/12	13/12	Spanner	9/8	1	1	0																				
18	18	485/6	485/6	0.16666666666666666	13/12	13/12	Chord	9/8	1	1	1/24		1/16	2/3	305																
18	18	77	77	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	306																
18	18	155/2	155/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	307																
18	18	78	78	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	308																
18	18	157/2	157/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	309																
18	18	79	79	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	310																
18	18	159/2	159/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	311																
18	18	80	80	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	312																
18	18	161/2	161/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	313																
19	19	81	81	0.0	0	0	Spanner	9/8	1	1	0																				1
19	19	81	81	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	314		articAccentAbove							22							1
19	19	84	84	0.0	3/4	3/4	Spanner	9/8	1	1	0																				
19	19	84	84	0.0	3/4	3/4	Spanner	9/8	1	1	0																	5			
19	19	84	84	0.0	3/4	3/4	Chord	9/8	1	1	0	grace16	1/16	1	315													5			
19	19	84	84	0.0	3/4	3/4	Chord	9/8	1	1	0	grace16	1/16	1	316													5			
19	19	84	84	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	317		articStaccatoAbove											5			
19	19	81	81	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	318																
19	19	163/2	163/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	319																
19	19	82	82	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	320									23							
19	19	165/2	165/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	321																
19	19	83	83	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	322																
19	19	167/2	167/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	323																
19	19	84	84	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	324																
19	19	169/2	169/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	325																
19	19	85	85	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	326									24							
20	20	171/2	171/2	0.0	0	0	Spanner	9/8	1	1	0																				
20	20	171/2	171/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	327		articAccentAbove							25							
20	20	87	87	3.0	3/8	3/8	Chord	9/8	1	1	3/4		1/2	3/2	328																
20	20	171/2	171/2	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	329																
20	20	86	86	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	330																
20	20	173/2	173/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	331																
20	20	87	87	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	332																
20	20	175/2	175/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	333																
20	20	88	88	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	334																
20	20	177/2	177/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	335																
20	20	89	89	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	336																
20	20	179/2	179/2	0.0	1	1	StaffText	9/8	2	1	0							12.12.04													
20	20	179/2	179/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	337																
21	21	90	90	0.0	0	0	StaffText	6/8	1	1	0							Più mosso													
21	21	90	90	0.0	0	0	Dynamic	6/8	1	1	0					pp															
21	21	90	90	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	338									26							
21	21	363/4	363/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	339									26							
21	21	91	91	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	340									26							
21	21	365/4	365/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	341									26							
21	21	183/2	183/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	342									26							
21	21	185/2	185/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	343																
21	21	90	90	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	344									27							
21	21	361/4	361/4	0.0	1/16	1/16	StaffText	6/8	2	1	0							una corda						27							
21	21	361/4	361/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	345									27							
21	21	181/2	181/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	346									27							
21	21	363/4	363/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	347																
21	21	183/2	183/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	348									28							
21	21	367/4	367/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	349									28							
21	21	92	92	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	350									28							
21	21	369/4	369/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	351																
22	22	93	93	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	352									29							
22	22	375/4	375/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	353									29							
22	22	94	94	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	354									29							
22	22	377/4	377/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	355									29							
22	22	189/2	189/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	356																
22	22	93	93	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	357									30							
22	22	373/4	373/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	358									30							
22	22	187/2	187/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	359									30							
22	22	375/4	375/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	360																
22	22	189/2	189/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	361									31							
22	22	379/4	379/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	362									31							
22	22	95	95	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	363									31							
22	22	381/4	381/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	364																
23	23	96	96	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	365									32							
23	23	387/4	387/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	366									32							
23	23	97	97	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	367									32							
23	23	389/4	389/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	368									32							
23	23	195/2	195/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	369									32							
23	23	197/2	197/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	370																
23	23	96	96	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	371									33							
23	23	385/4	385/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	372									33							
23	23	193/2	193/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	373									33							
23	23	387/4	387/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	374																
23	23	195/2	195/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	375									34							
23	23	391/4	391/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	376									34							
23	23	98	98	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	377									34							
23	23	393/4	393/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	378																
24	24	99	99	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	379									35							
24	24	399/4	399/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	380									35							
24	24	100	100	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	381									35							
24	24	401/4	401/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	382									35							
24	24	201/2	201/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	383																
24	24	99	99	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	384									36							
24	24	397/4	397/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	385									36							
24	24	199/2	199/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	386									36							
24	24	399/4	399/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	387																
24	24	201/2	201/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	388									37							
24	24	403/4	403/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	389									37							
24	24	101	101	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	390									37							
24	24	405/4	405/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	391																
25	25	102	102	0.0	0	0	Dynamic	6/8	1	1	0					ppp															
25	25	102	102	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	392									38							
25	25	411/4	411/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	393									38							
25	25	103	103	0.0	1/4	1/4	StaffText	6/8	1	1	0							poco a poco						38							
25	25	103	103	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	394									38							
25	25	413/4	413/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	395									38							
25	25	207/2	207/2	0.0	3/8	3/8	Spanner	6/8	1	1	0													38						0	
25	25	207/2	207/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	396									38						0	
25	25	209/2	209/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	397															0	
25	25	102	102	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	398									39							
25	25	409/4	409/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	399									39							
25	25	205/2	205/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	400									39							
25	25	411/4	411/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	401																
25	25	207/2	207/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	402									40							
25	25	415/4	415/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	403									40							
25	25	104	104	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	404									40							
25	25	417/4	417/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	405																
26	26	105	105	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	406									41						0	
26	26	423/4	423/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	407									41						0	
26	26	106	106	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	408									41						0	
26	26	425/4	425/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	409									41						0	
26	26	213/2	213/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	410															0	
26	26	105	105	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	411									42							
26	26	421/4	421/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	412									42							
26	26	211/2	211/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	413									42							
26	26	423/4	423/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	414																
26	26	213/2	213/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	415									43							
26	26	427/4	427/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	416									43							
26	26	107	107	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	417									43							
26	26	429/4	429/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	418																
27	27	108	108	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	419									44						0	
27	27	435/4	435/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	420		articStaccatoAbove							44						0	
27	27	109	109	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	421		articStaccatoAbove							44						0	
27	27	437/4	437/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	422		articStaccatoAbove													0	
27	27	219/2	219/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	423									45						0	
27	27	441/4	441/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	424		articStaccatoAbove							45						0	
27	27	221/2	221/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	425		articStaccatoAbove							45						0	
27	27	443/4	443/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	426		articStaccatoAbove													0	
27	27	108	108	0.0	0	0	StaffText	6/8	2	1	0							tre corde													
27	27	108	108	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	427									46							
27	27	433/4	433/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	428									46							
27	27	217/2	217/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	429									46							
27	27	435/4	435/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	430																
27	27	219/2	219/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	431									47							
27	27	439/4	439/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	432									47							
27	27	110	110	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	433									47							
27	27	441/4	441/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	434																
28	28	111	111	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	435									48						0	
28	28	447/4	447/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	436		articStaccatoAbove							48						0	
28	28	112	112	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	437		articStaccatoAbove							48						0	
28	28	449/4	449/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	438		articStaccatoAbove													0	
28	28	225/2	225/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	439									49						0	
28	28	453/4	453/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	440		articStaccatoAbove							49						0	
28	28	227/2	227/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	441		articStaccatoAbove							49						0	
28	28	455/4	455/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	442		articStaccatoAbove													0	
28	28	111	111	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	443									50							
28	28	445/4	445/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	444									50							
28	28	223/2	223/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	445									50							
28	28	447/4	447/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	446																
28	28	225/2	225/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	447									51							
28	28	451/4	451/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	448									51							
28	28	113	113	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	449									51							
28	28	453/4	453/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	450																
29	29	114	114	0.0	0	0	Dynamic	6/8	1	1	0					ff															
29	29	114	114	0.0	0	0	Spanner	6/8	1	1	0																				
29	29	114	114	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	451		articAccentAbove														
29	29	457/4	457/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	452																
29	29	229/2	229/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	453																
29	29	459/4	459/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	454																
29	29	115	115	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	455																
29	29	461/4	461/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	456																
29	29	231/2	231/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	457																
29	29	463/4	463/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	458																
29	29	116	116	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	459																
29	29	465/4	465/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	460																
29	29	233/2	233/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	461																
29	29	467/4	467/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	462																
29	29	114	114	0.0	0	0	Spanner	6/8	2	1	0														2	2					
29	29	114	114	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	463		articAccentBelow								2	2					
29	29	229/2	229/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	464		articAccentBelow								2	2					
29	29	115	115	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	465		articAccentBelow								2	2					
29	29	231/2	231/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	466		articAccentAbove								2	2					
29	29	116	116	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	467		articAccentAbove								2	2					
29	29	233/2	233/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	468		articAccentAbove								2	2					
30	30	117	117	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	469		articAccentAbove														
30	30	469/4	469/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	470																
30	30	235/2	235/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	471																
30	30	471/4	471/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	472																
30	30	118	118	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	473																
30	30	473/4	473/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	474																
30	30	237/2	237/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	475																
30	30	475/4	475/4	0.0	7/16	7/16	Spanner	6/8	1	1	0																		5		
30	30	475/4	475/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	476														5		
30	30	119	119	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	477														5		
30	30	477/4	477/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	478														5		
30	30	239/2	239/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	479														5		
30	30	479/4	479/4	0.0	11/16	11/16	Spanner	6/8	1	1	0																				
30	30	479/4	479/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	480																
30	30	117	117	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	481		articAccentBelow								2	2					
30	30	235/2	235/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	482		articAccentBelow								2	2					
30	30	118	118	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	483		articAccentBelow								2	2					
30	30	237/2	237/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	484		articAccentAbove								2	2					
30	30	119	119	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	485		articAccentAbove								2	2					
30	30	239/2	239/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	486		articAccentAbove								2	2					
31	31	120	120	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	487		articTenutoAbove							52							
31	31	241/2	241/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	488		articTenutoAbove							52							
31	31	121	121	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	489		articTenutoAbove														
31	31	243/2	243/2	0.0	3/8	3/8	StaffText	6/8	1	1	0							poco rit.													
31	31	243/2	243/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																	6			
31	31	243/2	243/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	490		articTenutoAbove							53	2	2					
31	31	122	122	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	491		articTenutoAbove							53	2	2					
31	31	245/2	245/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	492		articTenutoAbove								2	2					
32	32	123	123	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	493									54				6			
32	32	247/2	247/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	494									54				6			
32	32	124	124	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	495													6			
32	32	249/2	249/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																				
32	32	249/2	249/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	496									55	2	2					
32	32	125	125	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	497									55	2	2					
32	32	251/2	251/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	498										2	2					
33	33	126	126	0.0	0	0	Spanner	3/8	2	1	0																				
34	34	255/2	255/2	0.0	0	0	Dynamic	9/8	1	1	0					p															
34	34	255/2	255/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	499																
34	34	129	129	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	500																
34	34	255/2	255/2	0.0	0	0	StaffText	9/8	2	1	0							a tempo													
34	34	255/2	255/2	0.0	0	0	Spanner	9/8	2	1	0														3	3					
